h,V,C,x,y,Y
7.5YR,7,4,0.3772,0.3613,43.060
7.5YR,7,6,0.4107,0.3820,43.060
7.5YR,7,8,0.4415,0.3996,43.060
7.5YR,7,10,0.4704,0.4151,43.060
7.5YR,7,12,0.4970,0.4282,43.060
7.5YR,7,14,0.5174,0.4381,43.060
7.5YR,7,16,0.5319,0.4449,43.060
7.5YR,7,18,0.5417,0.4492,43.060
7.5YR,8,2,0.3395,0.3379,59.100
7.5YR,8,4,0.3699,0.3586,59.100
7.5YR,8,6,0.4000,0.3770,59.100
7.5YR,8,8,0.4306,0.3952,59.100
7.5YR,8,10,0.4568,0.4100,59.100
7.5YR,8,12,0.4816,0.4232,59.100
7.5YR,8,14,0.5025,0.4338,59.100
7.5YR,8,16,0.5195,0.4424,59.100
7.5YR,8,18,0.5316,0.4480,59.100
7.5YR,8,20,0.5391,0.4518,59.100
7.5YR,9,2,0.3380,0.3377,78.660
7.5YR,9,4,0.3679,0.3585,78.660
7.5YR,9,6,0.3950,0.3763,78.660
7.5YR,9,8,0.4220,0.3930,78.660
10YR,1,2,0.4446,0.3982,1.210
10YR,2,2,0.3872,0.3688,3.126
10YR,2,4,0.4676,0.4168,3.126
10YR,3,2,0.3747,0.3630,6.555
10YR,3,4,0.4341,0.4018,6.555
10YR,3,6,0.4872,0.4326,6.555
10YR,3,8,0.5305,0.4559,6.555
10YR,4,2,0.3660,0.3590,12.000
10YR,4,4,0.4189,0.3948,12.000
10YR,4,6,0.4618,0.4213,12.000
10YR,4,8,0.4965,0.4414,12.000
10YR,4,10,0.5250,0.4573,12.000
10YR,5,2,0.3546,0.3514,19.770
10YR,5,4,0.3995,0.3840,19.770
10YR,5,6,0.4428,0.4128,19.770
10YR,5,8,0.4770,0.4338,19.770
10YR,5,10,0.5025,0.4489,19.770
10YR,5,12,0.5211,0.4600,19.770
10YR,6,2,0.3491,0.3483,30.050
10YR,6,4,0.3861,0.3767,30.050
10YR,6,6,0.4240,0.4030,30.050
10YR,6,8,0.4570,0.4249,30.050
10YR,6,10,0.4843,0.4416,30.050
10YR,6,12,0.5050,0.4536,30.050
10YR,6,14,0.5200,0.4623,30.050
10YR,7,2,0.3443,0.3454,43.060
10YR,7,4,0.3778,0.3719,43.060
10YR,7,6,0.4102,0.3960,43.060
10YR,7,8,0.4399,0.4164,43.060
10YR,7,10,0.4667,0.4335,43.060
10YR,7,12,0.4900,0.4480,43.060
10YR,7,14,0.5074,0.4581,43.060
10YR,7,16,0.5188,0.4650,43.060
10YR,7,18,0.5276,0.4700,43.060
10YR,8,2,0.3407,0.3434,59.100
10YR,8,4,0.3701,0.3674,59.100
10YR,8,6,0.3994,0.3896,59.100
10YR,8,8,0.4280,0.4102,59.100
10YR,8,10,0.4527,0.4268,59.100
10YR,8,12,0.4753,0.4414,59.100
10YR,8,14,0.4940,0.4530,59.100
10YR,8,16,0.5079,0.4613,59.100
10YR,8,18,0.5179,0.4670,59.100
10YR,8,20,0.5245,0.4709,59.100
10YR,9,2,0.3392,0.3430,78.660
10YR,9,4,0.3677,0.3668,78.660
10YR,9,6,0.3941,0.3877,78.660
10YR,9,8,0.4199,0.4069,78.660
