h,V,C,x,y,Y
7.5G,5,18,0.1372,0.4705,19.770
7.5G,5,20,0.1212,0.4817,19.770
7.5G,5,22,0.1050,0.4927,19.770
7.5G,5,24,0.0878,0.5039,19.770
7.5G,5,26,0.0730,0.5131,19.770
7.5G,5,28,0.0585,0.5224,19.770
7.5G,6,2,0.2958,0.3344,30.050
7.5G,6,4,0.2807,0.3522,30.050
7.5G,6,6,0.2662,0.3672,30.050
7.5G,6,8,0.2510,0.3829,30.050
7.5G,6,10,0.2350,0.3979,30.050
7.5G,6,12,0.2171,0.4138,30.050
7.5G,6,14,0.2001,0.4278,30.050
7.5G,6,16,0.1832,0.4414,30.050
7.5G,6,18,0.1654,0.4551,30.050
7.5G,6,20,0.1485,0.4677,30.050
7.5G,6,22,0.1325,0.4795,30.050
7.5G,6,24,0.1159,0.4910,30.050
7.5G,6,26,0.1010,0.5018,30.050
7.5G,6,28,0.0858,0.5127,30.050
7.5G,7,2,0.2972,0.3333,43.060
7.5G,7,4,0.2850,0.3482,43.060
7.5G,7,6,0.2728,0.3622,43.060
7.5G,7,8,0.2595,0.3764,43.060
7.5G,7,10,0.2445,0.3914,43.060
7.5G,7,12,0.2295,0.4058,43.060
7.5G,7,14,0.2139,0.4199,43.060
7.5G,7,16,0.1982,0.4330,43.060
7.5G,7,18,0.1841,0.4448,43.060
7.5G,7,20,0.1688,0.4570,43.060
7.5G,7,22,0.1539,0.4683,43.060
7.5G,7,24,0.1415,0.4778,43.060
7.5G,7,26,0.1303,0.4858,43.060
7.5G,8,2,0.2981,0.3326,59.100
7.5G,8,4,0.2874,0.3464,59.100
7.5G,8,6,0.2754,0.3608,59.100
7.5G,8,8,0.2639,0.3733,59.100
7.5G,8,10,0.2515,0.3867,59.100
7.5G,8,12,0.2380,0.4002,59.100
7.5G,8,14,0.2254,0.4125,59.100
7.5G,8,16,0.2120,0.4252,59.100
7.5G,8,18,0.1980,0.4372,59.100
7.5G,8,20,0.1845,0.4492,59.100
7.5G,9,2,0.2987,0.3323,78.660
7.5G,9,4,0.2882,0.3461,78.660
7.5G,9,6,0.2763,0.3607,78.660
7.5G,9,8,0.2652,0.3738,78.660
7.5G,9,10,0.2545,0.3855,78.660
7.5G,9,12,0.2419,0.3985,78.660
10G,1,2,0.2689,0.3407,1.210
10G,1,4,0.2040,0.3724,1.210
10G,1,6,0.1249,0.4019,1.210
10G,1,8,0.0511,0.4158,1.210
10G,2,2,0.2820,0.3341,3.126
10G,2,4,0.2442,0.3559,3.126
10G,2,6,0.2092,0.3739,3.126
10G,2,8,0.1705,0.3911,3.126
10G,2,10,0.1321,0.4059,3.126
10G,2,12,0.0934,0.4183,3.126
10G,2,14,0.0599,0.4270,3.126
10G,2,16,0.0285,0.4327,3.126
10G,3,2,0.2844,0.3337,6.555
10G,3,4,0.2525,0.3537,6.555
10G,3,6,0.2240,0.3699,6.555
10G,3,8,0.1970,0.3841,6.555
10G,3,10,0.1688,0.3974,6.555
10G,3,12,0.1411,0.4095,6.555
10G,3,14,0.1161,0.4192,6.555
10G,3,16,0.0925,0.4275,6.555
10G,3,18,0.0718,0.4340,6.555
10G,3,20,0.0528,0.4393,6.555
10G,3,22,0.0333,0.4444,6.555
10G,4,2,0.2880,0.3327,12.000
10G,4,4,0.2628,0.3498,12.000
10G,4,6,0.2374,0.3655,12.000
10G,4,8,0.2124,0.3799,12.000
10G,4,10,0.1876,0.3933,12.000
10G,4,12,0.1602,0.4070,12.000
10G,4,14,0.1398,0.4168,12.000
10G,4,16,0.1212,0.4245,12.000
10G,4,18,0.1006,0.4330,12.000
10G,4,20,0.0850,0.4388,12.000
10G,4,22,0.0702,0.4440,12.000
10G,4,24,0.0553,0.4492,12.000
10G,4,26,0.0400,0.4545,12.000
10G,5,2,0.2910,0.3310,19.770
10G,5,4,0.2711,0.3455,19.770
10G,5,6,0.2519,0.3587,19.770
10G,5,8,0.2297,0.3730,19.770
10G,5,10,0.2095,0.3853,19.770
10G,5,12,0.1852,0.3992,19.770
10G,5,14,0.1671,0.4089,19.770
10G,5,16,0.1469,0.4192,19.770
10G,5,18,0.1275,0.4288,19.770
10G,5,20,0.1120,0.4360,19.770
10G,5,22,0.0958,0.4428,19.770
10G,5,24,0.0811,0.4491,19.770
10G,5,26,0.0690,0.4542,19.770
10G,5,28,0.0572,0.4590,19.770
10G,6,2,0.2929,0.3303,30.050
10G,6,4,0.2749,0.3443,30.050
10G,6,6,0.2591,0.3558,30.050
10G,6,8,0.2420,0.3679,30.050
10G,6,10,0.2247,0.3796,30.050
10G,6,12,0.2060,0.3914,30.050
10G,6,14,0.1895,0.4015,30.050
10G,6,16,0.1722,0.4113,30.050
10G,6,18,0.1551,0.4208,30.050
10G,6,20,0.1382,0.4299,30.050
10G,6,22,0.1230,0.4378,30.050
10G,6,24,0.1070,0.4458,30.050
10G,6,26,0.0941,0.4520,30.050
10G,7,2,0.2945,0.3297,43.060
10G,7,4,0.2803,0.3415,43.060
10G,7,6,0.2662,0.3526,43.060
10G,7,8,0.2513,0.3635,43.060
10G,7,10,0.2352,0.3748,43.060
10G,7,12,0.2195,0.3854,43.060
10G,7,14,0.2033,0.3956,43.060
10G,7,16,0.1881,0.4049,43.060
10G,7,18,0.1734,0.4135,43.060
10G,7,20,0.1589,0.4220,43.060
10G,7,22,0.1434,0.4306,43.060
10G,7,24,0.1310,0.4377,43.060
10G,8,2,0.2957,0.3293,59.100
10G,8,4,0.2828,0.3403,59.100
10G,8,6,0.2693,0.3512,59.100
10G,8,8,0.2564,0.3611,59.100
10G,8,10,0.2430,0.3710,59.100
10G,8,12,0.2282,0.3811,59.100
10G,8,14,0.2148,0.3903,59.100
10G,8,16,0.2012,0.3992,59.100
10G,8,18,0.1866,0.4086,59.100
10G,8,20,0.1734,0.4164,59.100
10G,9,2,0.2965,0.3293,78.660
10G,9,4,0.2840,0.3402,78.660
10G,9,6,0.2703,0.3513,78.660
10G,9,8,0.2574,0.3618,78.660
10G,9,10,0.2457,0.3702,78.660
10G,9,12,0.2325,0.3796,78.660
