h,V,C,x,y,Y
5P,9,4,0.3003,0.2870,78.660
7.5P,1,2,0.3030,0.2361,1.210
7.5P,1,4,0.2991,0.1974,1.210
7.5P,1,6,0.2960,0.1682,1.210
7.5P,1,8,0.2932,0.1429,1.210
7.5P,1,10,0.2905,0.1229,1.210
7.5P,1,12,0.2884,0.1059,1.210
7.5P,1,14,0.2868,0.0903,1.210
7.5P,1,16,0.2852,0.0790,1.210
7.5P,1,18,0.2841,0.0706,1.210
7.5P,1,20,0.2831,0.0625,1.210
7.5P,2,2,0.3071,0.2647,3.126
7.5P,2,4,0.3048,0.2321,3.126
7.5P,2,6,0.3025,0.2058,3.126
7.5P,2,8,0.3000,0.1781,3.126
7.5P,2,10,0.2979,0.1569,3.126
7.5P,2,12,0.2956,0.1392,3.126
7.5P,2,14,0.2938,0.1235,3.126
7.5P,2,16,0.2922,0.1106,3.126
7.5P,2,18,0.2912,0.0995,3.126
7.5P,2,20,0.2902,0.0901,3.126
7.5P,2,22,0.2890,0.0799,3.126
7.5P,2,24,0.2882,0.0719,3.126
7.5P,3,2,0.3088,0.2740,6.555
7.5P,3,4,0.3072,0.2448,6.555
7.5P,3,6,0.3057,0.2208,6.555
7.5P,3,8,0.3037,0.1981,6.555
7.5P,3,10,0.3020,0.1794,6.555
7.5P,3,12,0.3003,0.1618,6.555
7.5P,3,14,0.2992,0.1475,6.555
7.5P,3,16,0.2981,0.1356,6.555
7.5P,3,18,0.2969,0.1239,6.555
7.5P,3,20,0.2961,0.1151,6.555
7.5P,3,22,0.2953,0.1057,6.555
7.5P,3,24,0.2944,0.0967,6.555
7.5P,3,26,0.2938,0.0892,6.555
7.5P,3,28,0.2930,0.0812,6.555
7.5P,3,30,0.2922,0.0750,6.555
7.5P,4,2,0.3093,0.2859,12.000
7.5P,4,4,0.3084,0.2622,12.000
7.5P,4,6,0.3076,0.2416,12.000
7.5P,4,8,0.3066,0.2228,12.000
7.5P,4,10,0.3056,0.2060,12.000
7.5P,4,12,0.3045,0.1905,12.000
7.5P,4,14,0.3035,0.1755,12.000
7.5P,4,16,0.3028,0.1621,12.000
7.5P,4,18,0.3016,0.1500,12.000
7.5P,4,20,0.3010,0.1396,12.000
7.5P,4,22,0.3001,0.1306,12.000
7.5P,4,24,0.2993,0.1225,12.000
7.5P,4,26,0.2986,0.1135,12.000
7.5P,4,28,0.2979,0.1062,12.000
7.5P,4,30,0.2969,0.0979,12.000
7.5P,4,32,0.2962,0.0906,12.000
7.5P,5,2,0.3103,0.2959,19.770
7.5P,5,4,0.3100,0.2750,19.770
7.5P,5,6,0.3093,0.2555,19.770
7.5P,5,8,0.3087,0.2375,19.770
7.5P,5,10,0.3080,0.2230,19.770
7.5P,5,12,0.3071,0.2080,19.770
7.5P,5,14,0.3068,0.1951,19.770
7.5P,5,16,0.3060,0.1830,19.770
7.5P,5,18,0.3052,0.1711,19.770
7.5P,5,20,0.3042,0.1606,19.770
7.5P,5,22,0.3038,0.1500,19.770
7.5P,5,24,0.3030,0.1423,19.770
7.5P,5,26,0.3022,0.1331,19.770
7.5P,5,28,0.3018,0.1253,19.770
7.5P,5,30,0.3010,0.1170,19.770
7.5P,6,2,0.3107,0.2993,30.050
7.5P,6,4,0.3107,0.2831,30.050
7.5P,6,6,0.3101,0.2650,30.050
7.5P,6,8,0.3099,0.2502,30.050
7.5P,6,10,0.3092,0.2350,30.050
7.5P,6,12,0.3090,0.2222,30.050
7.5P,6,14,0.3084,0.2095,30.050
7.5P,6,16,0.3080,0.1976,30.050
7.5P,6,18,0.3075,0.1870,30.050
7.5P,6,20,0.3069,0.1745,30.050
7.5P,6,22,0.3062,0.1638,30.050
7.5P,6,24,0.3058,0.1547,30.050
7.5P,7,2,0.3109,0.3037,43.060
7.5P,7,4,0.3111,0.2880,43.060
7.5P,7,6,0.3111,0.2730,43.060
7.5P,7,8,0.3109,0.2584,43.060
7.5P,7,10,0.3108,0.2442,43.060
7.5P,7,12,0.3104,0.2320,43.060
7.5P,7,14,0.3101,0.2192,43.060
7.5P,7,16,0.3099,0.2074,43.060
7.5P,7,18,0.3093,0.1962,43.060
7.5P,8,2,0.3107,0.3070,59.100
7.5P,8,4,0.3114,0.2915,59.100
7.5P,8,6,0.3114,0.2785,59.100
7.5P,8,8,0.3116,0.2626,59.100
7.5P,8,10,0.3116,0.2497,59.100
7.5P,8,12,0.3117,0.2370,59.100
7.5P,9,2,0.3107,0.3081,78.660
7.5P,9,4,0.3117,0.2928,78.660
7.5P,9,6,0.3120,0.2788,78.660
10P,1,2,0.3132,0.2404,1.210
10P,1,4,0.3132,0.2032,1.210
10P,1,6,0.3126,0.1737,1.210
10P,1,8,0.3114,0.1481,1.210
10P,1,10,0.3102,0.1282,1.210
10P,1,12,0.3094,0.1110,1.210
10P,1,14,0.3084,0.0952,1.210
10P,1,16,0.3078,0.0839,1.210
10P,1,18,0.3069,0.0748,1.210
10P,2,2,0.3161,0.2691,3.126
10P,2,4,0.3189,0.2390,3.126
10P,2,6,0.3207,0.2132,3.126
10P,2,8,0.3219,0.1862,3.126
10P,2,10,0.3230,0.1659,3.126
10P,2,12,0.3233,0.1477,3.126
10P,2,14,0.3235,0.1317,3.126
10P,2,16,0.3235,0.1181,3.126
10P,2,18,0.3233,0.1063,3.126
10P,2,20,0.3231,0.0962,3.126
10P,2,22,0.3230,0.0861,3.126
10P,3,2,0.3170,0.2790,6.555
10P,3,4,0.3214,0.2517,6.555
10P,3,6,0.3243,0.2293,6.555
10P,3,8,0.3269,0.2075,6.555
10P,3,10,0.3286,0.1889,6.555
10P,3,12,0.3301,0.1715,6.555
10P,3,14,0.3309,0.1572,6.555
10P,3,16,0.3320,0.1456,6.555
10P,3,18,0.3329,0.1332,6.555
10P,3,20,0.3332,0.1240,6.555
10P,3,22,0.3340,0.1146,6.555
10P,3,24,0.3341,0.1055,6.555
10P,3,26,0.3343,0.0978,6.555
10P,4,2,0.3162,0.2902,12.000
10P,4,4,0.3210,0.2686,12.000
10P,4,6,0.3248,0.2493,12.000
10P,4,8,0.3280,0.2318,12.000
10P,4,10,0.3306,0.2162,12.000
10P,4,12,0.3331,0.2014,12.000
10P,4,14,0.3351,0.1875,12.000
10P,4,16,0.3370,0.1756,12.000
10P,4,18,0.3386,0.1626,12.000
10P,4,20,0.3400,0.1500,12.000
10P,4,22,0.3411,0.1424,12.000
10P,4,24,0.3421,0.1337,12.000
10P,4,26,0.3428,0.1248,12.000
10P,4,28,0.3432,0.1172,12.000
10P,4,30,0.3440,0.1080,12.000
10P,5,2,0.3148,0.2986,19.770
10P,5,4,0.3198,0.2807,19.770
10P,5,6,0.3243,0.2630,19.770
10P,5,8,0.3280,0.2464,19.770
10P,5,10,0.3308,0.2328,19.770
10P,5,12,0.3335,0.2187,19.770
10P,5,14,0.3360,0.2066,19.770
10P,5,16,0.3382,0.1951,19.770
10P,5,18,0.3401,0.1840,19.770
10P,5,20,0.3422,0.1735,19.770
10P,5,22,0.3437,0.1644,19.770
10P,5,24,0.3450,0.1555,19.770
10P,5,26,0.3468,0.1460,19.770
10P,5,28,0.3478,0.1388,19.770
10P,5,30,0.3490,0.1308,19.770
10P,6,2,0.3146,0.3018,30.050
10P,6,4,0.3181,0.2871,30.050
10P,6,6,0.3226,0.2716,30.050
10P,6,8,0.3259,0.2584,30.050
10P,6,10,0.3293,0.2450,30.050
10P,6,12,0.3321,0.2329,30.050
10P,6,14,0.3349,0.2203,30.050
10P,6,16,0.3370,0.2095,30.050
10P,6,18,0.3388,0.1995,30.050
10P,6,20,0.3409,0.1882,30.050
10P,6,22,0.3426,0.1785,30.050
10P,6,24,0.3441,0.1698,30.050
10P,6,26,0.3457,0.1604,30.050
10P,7,2,0.3138,0.3054,43.060
10P,7,4,0.3181,0.2920,43.060
10P,7,6,0.3221,0.2786,43.060
10P,7,8,0.3256,0.2654,43.060
10P,7,10,0.3288,0.2531,43.060
10P,7,12,0.3314,0.2423,43.060
10P,7,14,0.3341,0.2308,43.060
10P,7,16,0.3368,0.2192,43.060
10P,7,18,0.3391,0.2088,43.060
10P,7,20,0.3410,0.1988,43.060
10P,7,22,0.3430,0.1883,43.060
10P,8,2,0.3131,0.3084,59.100
10P,8,4,0.3175,0.2955,59.100
10P,8,6,0.3213,0.2829,59.100
10P,8,8,0.3250,0.2700,59.100
10P,8,10,0.3282,0.2582,59.100
10P,8,12,0.3312,0.2470,59.100
10P,8,14,0.3342,0.2349,59.100
10P,9,2,0.3128,0.3094,78.660
10P,9,4,0.3176,0.2966,78.660
10P,9,6,0.3218,0.2845,78.660
