h,V,C,x,y,Y
2.5BG,9,6,0.2652,0.3433,78.660
2.5BG,9,8,0.2509,0.3507,78.660
2.5BG,9,10,0.2382,0.3568,78.660
5BG,1,2,0.2500,0.3141,1.210
5BG,1,4,0.1753,0.3021,1.210
5BG,1,6,0.1093,0.2860,1.210
5BG,2,2,0.2697,0.3175,3.126
5BG,2,4,0.2234,0.3150,3.126
5BG,2,6,0.1843,0.3110,3.126
5BG,2,8,0.1405,0.3037,3.126
5BG,2,10,0.1050,0.2956,3.126
5BG,2,12,0.0769,0.2880,3.126
5BG,3,2,0.2742,0.3192,6.555
5BG,3,4,0.2343,0.3200,6.555
5BG,3,6,0.2020,0.3188,6.555
5BG,3,8,0.1703,0.3159,6.555
5BG,3,10,0.1410,0.3118,6.555
5BG,3,12,0.1158,0.3071,6.555
5BG,3,14,0.0940,0.3027,6.555
5BG,3,16,0.0735,0.2979,6.555
5BG,3,18,0.0580,0.2940,6.555
5BG,4,2,0.2799,0.3208,12.000
5BG,4,4,0.2480,0.3232,12.000
5BG,4,6,0.2182,0.3240,12.000
5BG,4,8,0.1890,0.3234,12.000
5BG,4,10,0.1618,0.3219,12.000
5BG,4,12,0.1379,0.3198,12.000
5BG,4,14,0.1170,0.3170,12.000
5BG,4,16,0.0992,0.3141,12.000
5BG,4,18,0.0828,0.3108,12.000
5BG,4,20,0.0675,0.3075,12.000
5BG,5,2,0.2841,0.3210,19.770
5BG,5,4,0.2591,0.3246,19.770
5BG,5,6,0.2360,0.3270,19.770
5BG,5,8,0.2100,0.3280,19.770
5BG,5,10,0.1850,0.3280,19.770
5BG,5,12,0.1614,0.3280,19.770
5BG,5,14,0.1448,0.3275,19.770
5BG,5,16,0.1243,0.3261,19.770
5BG,5,18,0.1046,0.3244,19.770
5BG,5,20,0.0904,0.3231,19.770
5BG,5,22,0.0781,0.3211,19.770
5BG,6,2,0.2872,0.3219,30.050
5BG,6,4,0.2648,0.3262,30.050
5BG,6,6,0.2441,0.3290,30.050
5BG,6,8,0.2236,0.3311,30.050
5BG,6,10,0.2037,0.3329,30.050
5BG,6,12,0.1844,0.3337,30.050
5BG,6,14,0.1662,0.3343,30.050
5BG,6,16,0.1491,0.3345,30.050
5BG,6,18,0.1325,0.3345,30.050
5BG,6,20,0.1168,0.3344,30.050
5BG,7,2,0.2898,0.3225,43.060
5BG,7,4,0.2712,0.3269,43.060
5BG,7,6,0.2543,0.3302,43.060
5BG,7,8,0.2354,0.3335,43.060
5BG,7,10,0.2163,0.3361,43.060
5BG,7,12,0.1997,0.3379,43.060
5BG,7,14,0.1838,0.3390,43.060
5BG,7,16,0.1675,0.3401,43.060
5BG,7,18,0.1515,0.3410,43.060
5BG,7,20,0.1380,0.3412,43.060
5BG,8,2,0.2919,0.3228,59.100
5BG,8,4,0.2752,0.3278,59.100
5BG,8,6,0.2588,0.3318,59.100
5BG,8,8,0.2419,0.3352,59.100
5BG,8,10,0.2264,0.3383,59.100
5BG,8,12,0.2101,0.3412,59.100
5BG,8,14,0.1958,0.3432,59.100
5BG,8,16,0.1814,0.3450,59.100
5BG,9,2,0.2930,0.3232,78.660
5BG,9,4,0.2768,0.3287,78.660
5BG,9,6,0.2599,0.3338,78.660
5BG,9,8,0.2437,0.3378,78.660
5BG,9,10,0.2301,0.3405,78.660
7.5BG,1,2,0.2430,0.3023,1.210
7.5BG,1,4,0.1702,0.2768,1.210
7.5BG,1,6,0.1059,0.2485,1.210
7.5BG,2,2,0.2651,0.3098,3.126
7.5BG,2,4,0.2162,0.2981,3.126
7.5BG,2,6,0.1747,0.2853,3.126
7.5BG,2,8,0.1325,0.2710,3.126
7.5BG,2,10,0.0991,0.2582,3.126
7.5BG,2,12,0.0724,0.2478,3.126
7.5BG,3,2,0.2699,0.3120,6.555
7.5BG,3,4,0.2272,0.3041,6.555
7.5BG,3,6,0.1928,0.2958,6.555
7.5BG,3,8,0.1620,0.2872,6.555
7.5BG,3,10,0.1326,0.2784,6.555
7.5BG,3,12,0.1086,0.2706,6.555
7.5BG,3,14,0.0874,0.2627,6.555
7.5BG,3,16,0.0691,0.2559,6.555
7.5BG,4,2,0.2764,0.3148,12.000
7.5BG,4,4,0.2429,0.3108,12.000
7.5BG,4,6,0.2113,0.3052,12.000
7.5BG,4,8,0.1815,0.2985,12.000
7.5BG,4,10,0.1540,0.2910,12.000
7.5BG,4,12,0.1298,0.2840,12.000
7.5BG,4,14,0.1092,0.2774,12.000
7.5BG,4,16,0.0922,0.2718,12.000
7.5BG,4,18,0.0768,0.2667,12.000
7.5BG,5,2,0.2812,0.3161,19.770
7.5BG,5,4,0.2550,0.3150,19.770
7.5BG,5,6,0.2292,0.3125,19.770
7.5BG,5,8,0.2030,0.3082,19.770
7.5BG,5,10,0.1776,0.3032,19.770
7.5BG,5,12,0.1537,0.2976,19.770
7.5BG,5,14,0.1364,0.2932,19.770
7.5BG,5,16,0.1167,0.2880,19.770
7.5BG,5,18,0.0982,0.2828,19.770
7.5BG,6,2,0.2849,0.3172,30.050
7.5BG,6,4,0.2604,0.3169,30.050
7.5BG,6,6,0.2384,0.3155,30.050
7.5BG,6,8,0.2171,0.3138,30.050
7.5BG,6,10,0.1961,0.3110,30.050
7.5BG,6,12,0.1762,0.3081,30.050
7.5BG,6,14,0.1585,0.3052,30.050
7.5BG,6,16,0.1408,0.3017,30.050
7.5BG,6,18,0.1248,0.2981,30.050
7.5BG,7,2,0.2878,0.3182,43.060
7.5BG,7,4,0.2671,0.3189,43.060
7.5BG,7,6,0.2490,0.3186,43.060
7.5BG,7,8,0.2292,0.3178,43.060
7.5BG,7,10,0.2094,0.3165,43.060
7.5BG,7,12,0.1914,0.3148,43.060
7.5BG,7,14,0.1751,0.3129,43.060
7.5BG,7,16,0.1584,0.3101,43.060
7.5BG,7,18,0.1427,0.3076,43.060
7.5BG,8,2,0.2900,0.3183,59.100
7.5BG,8,4,0.2718,0.3200,59.100
7.5BG,8,6,0.2525,0.3198,59.100
7.5BG,8,8,0.2352,0.3198,59.100
7.5BG,8,10,0.2184,0.3196,59.100
7.5BG,8,12,0.2010,0.3188,59.100
7.5BG,8,14,0.1868,0.3179,59.100
7.5BG,8,16,0.1721,0.3168,59.100
7.5BG,9,2,0.2911,0.3188,78.660
7.5BG,9,4,0.2728,0.3208,78.660
7.5BG,9,6,0.2543,0.3220,78.660
7.5BG,9,8,0.2361,0.3225,78.660
7.5BG,9,10,0.2215,0.3226,78.660
10BG,1,2,0.2362,0.2882,1.210
10BG,1,4,0.1658,0.2496,1.210
10BG,1,6,0.1074,0.2129,1.210
10BG,2,2,0.2606,0.3010,3.126
10BG,2,4,0.2096,0.2790,3.126
10BG,2,6,0.1669,0.2570,3.126
10BG,2,8,0.1258,0.2331,3.126
10BG,2,10,0.0929,0.2133,3.126
10BG,3,2,0.2660,0.3050,6.555
10BG,3,4,0.2221,0.2886,6.555
10BG,3,6,0.1861,0.2722,6.555
10BG,3,8,0.1551,0.2571,6.555
10BG,3,10,0.1250,0.2411,6.555
10BG,3,12,0.1018,0.2281,6.555
10BG,3,14,0.0798,0.2151,6.555
10BG,4,2,0.2740,0.3091,12.000
10BG,4,4,0.2384,0.2984,12.000
10BG,4,6,0.2065,0.2863,12.000
10BG,4,8,0.1760,0.2730,12.000
10BG,4,10,0.1480,0.2600,12.000
10BG,4,12,0.1248,0.2484,12.000
10BG,4,14,0.1033,0.2376,12.000
10BG,4,16,0.0888,0.2298,12.000
10BG,5,2,0.2796,0.3111,19.770
10BG,5,4,0.2512,0.3040,19.770
10BG,5,6,0.2234,0.2952,19.770
10BG,5,8,0.1970,0.2860,19.770
10BG,5,10,0.1716,0.2760,19.770
10BG,5,12,0.1485,0.2662,19.770
10BG,5,14,0.1308,0.2582,19.770
10BG,5,16,0.1108,0.2489,19.770
10BG,6,2,0.2837,0.3132,30.050
10BG,6,4,0.2578,0.3078,30.050
10BG,6,6,0.2335,0.3015,30.050
10BG,6,8,0.2116,0.2950,30.050
10BG,6,10,0.1909,0.2881,30.050
10BG,6,12,0.1698,0.2802,30.050
10BG,6,14,0.1518,0.2729,30.050
10BG,6,16,0.1337,0.2651,30.050
10BG,6,18,0.1181,0.2581,30.050
10BG,7,2,0.2869,0.3143,43.060
10BG,7,4,0.2642,0.3109,43.060
10BG,7,6,0.2448,0.3069,43.060
10BG,7,8,0.2235,0.3014,43.060
10BG,7,10,0.2035,0.2956,43.060
10BG,7,12,0.1841,0.2892,43.060
10BG,7,14,0.1671,0.2832,43.060
10BG,7,16,0.1489,0.2768,43.060
10BG,8,2,0.2894,0.3152,59.100
10BG,8,4,0.2686,0.3130,59.100
10BG,8,6,0.2489,0.3099,59.100
10BG,8,8,0.2302,0.3063,59.100
10BG,8,10,0.2120,0.3025,59.100
10BG,8,12,0.1937,0.2978,59.100
10BG,8,14,0.1788,0.2936,59.100
10BG,9,2,0.2907,0.3159,78.660
10BG,9,4,0.2700,0.3140,78.660
10BG,9,6,0.2501,0.3118,78.660
