h,V,C,x,y,Y
5Y,3,2,0.3646,0.3748,6.555
5Y,3,4,0.4191,0.4283,6.555
5Y,3,6,0.4670,0.4711,6.555
5Y,4,2,0.3590,0.3701,12.000
5Y,4,4,0.4069,0.4188,12.000
5Y,4,6,0.4451,0.4550,12.000
5Y,4,8,0.4745,0.4810,12.000
5Y,5,2,0.3500,0.3620,19.770
5Y,5,4,0.3915,0.4057,19.770
5Y,5,6,0.4302,0.4435,19.770
5Y,5,8,0.4579,0.4692,19.770
5Y,5,10,0.4777,0.4876,19.770
5Y,5,12,0.4932,0.5019,19.770
5Y,6,2,0.3457,0.3580,30.050
5Y,6,4,0.3794,0.3955,30.050
5Y,6,6,0.4140,0.4305,30.050
5Y,6,8,0.4426,0.4588,30.050
5Y,6,10,0.4639,0.4790,30.050
5Y,6,12,0.4780,0.4920,30.050
5Y,6,14,0.4905,0.5038,30.050
5Y,7,2,0.3419,0.3540,43.060
5Y,7,4,0.3718,0.3885,43.060
5Y,7,6,0.4009,0.4198,43.060
5Y,7,8,0.4271,0.4462,43.060
5Y,7,10,0.4509,0.4696,43.060
5Y,7,12,0.4677,0.4857,43.060
5Y,7,14,0.4791,0.4965,43.060
5Y,7,16,0.4875,0.5047,43.060
5Y,8,2,0.3394,0.3518,59.100
5Y,8,4,0.3650,0.3826,59.100
5Y,8,6,0.3913,0.4117,59.100
5Y,8,8,0.4158,0.4378,59.100
5Y,8,10,0.4376,0.4601,59.100
5Y,8,12,0.4562,0.4788,59.100
5Y,8,14,0.4699,0.4920,59.100
5Y,8,16,0.4791,0.5012,59.100
5Y,8,18,0.4847,0.5069,59.100
5Y,9,2,0.3378,0.3504,78.660
5Y,9,4,0.3621,0.3799,78.660
5Y,9,6,0.3858,0.4071,78.660
5Y,9,8,0.4080,0.4319,78.660
5Y,9,10,0.4275,0.4529,78.660
5Y,9,12,0.4455,0.4719,78.660
5Y,9,14,0.4602,0.4869,78.660
5Y,9,16,0.4711,0.4977,78.660
5Y,9,18,0.4782,0.5049,78.660
5Y,9,20,0.4830,0.5092,78.660
7.5Y,1,2,0.4042,0.4287,1.210
7.5Y,2,2,0.3660,0.3858,3.126
7.5Y,2,4,0.4401,0.4723,3.126
7.5Y,3,2,0.3589,0.3778,6.555
7.5Y,3,4,0.4086,0.4379,6.555
7.5Y,3,6,0.4526,0.4889,6.555
7.5Y,4,2,0.3542,0.3727,12.000
7.5Y,4,4,0.3982,0.4272,12.000
7.5Y,4,6,0.4331,0.4688,12.000
7.5Y,4,8,0.4595,0.4990,12.000
7.5Y,5,2,0.3470,0.3640,19.770
7.5Y,5,4,0.3850,0.4120,19.770
7.5Y,5,6,0.4199,0.4551,19.770
7.5Y,5,8,0.4450,0.4850,19.770
7.5Y,5,10,0.4632,0.5057,19.770
7.5Y,5,12,0.4767,0.5208,19.770
7.5Y,6,2,0.3431,0.3601,30.050
7.5Y,6,4,0.3745,0.4004,30.050
7.5Y,6,6,0.4060,0.4400,30.050
7.5Y,6,8,0.4321,0.4719,30.050
7.5Y,6,10,0.4512,0.4943,30.050
7.5Y,6,12,0.4638,0.5087,30.050
7.5Y,6,14,0.4754,0.5220,30.050
7.5Y,7,2,0.3396,0.3558,43.060
7.5Y,7,4,0.3677,0.3925,43.060
7.5Y,7,6,0.3943,0.4264,43.060
7.5Y,7,8,0.4184,0.4568,43.060
7.5Y,7,10,0.4400,0.4830,43.060
7.5Y,7,12,0.4547,0.5005,43.060
7.5Y,7,14,0.4652,0.5128,43.060
7.5Y,7,16,0.4728,0.5215,43.060
7.5Y,8,2,0.3379,0.3540,59.100
7.5Y,8,4,0.3622,0.3861,59.100
7.5Y,8,6,0.3862,0.4175,59.100
7.5Y,8,8,0.4088,0.4466,59.100
7.5Y,8,10,0.4283,0.4712,59.100
7.5Y,8,12,0.4455,0.4917,59.100
7.5Y,8,14,0.4574,0.5062,59.100
7.5Y,8,16,0.4658,0.5158,59.100
7.5Y,8,18,0.4709,0.5220,59.100
7.5Y,9,2,0.3365,0.3527,78.660
7.5Y,9,4,0.3591,0.3832,78.660
7.5Y,9,6,0.3811,0.4123,78.660
7.5Y,9,8,0.4019,0.4392,78.660
7.5Y,9,10,0.4201,0.4622,78.660
7.5Y,9,12,0.4369,0.4829,78.660
7.5Y,9,14,0.4503,0.4993,78.660
7.5Y,9,16,0.4595,0.5104,78.660
7.5Y,9,18,0.4663,0.5188,78.660
10Y,1,2,0.3802,0.4212,1.210
10Y,2,2,0.3556,0.3848,3.126
10Y,2,4,0.4188,0.4789,3.126
10Y,3,2,0.3513,0.3789,6.555
10Y,3,4,0.3961,0.4452,6.555
10Y,3,6,0.4345,0.5026,6.555
10Y,4,2,0.3476,0.3732,12.000
10Y,4,4,0.3871,0.4321,12.000
10Y,4,6,0.4190,0.4795,12.000
10Y,4,8,0.4430,0.5153,12.000
10Y,5,2,0.3422,0.3648,19.770
10Y,5,4,0.3762,0.4158,19.770
10Y,5,6,0.4072,0.4621,19.770
10Y,5,8,0.4307,0.4967,19.770
10Y,5,10,0.4468,0.5209,19.770
10Y,5,12,0.4590,0.5390,19.770
10Y,6,2,0.3398,0.3611,30.050
10Y,6,4,0.3679,0.4033,30.050
10Y,6,6,0.3960,0.4452,30.050
10Y,6,8,0.4201,0.4812,30.050
10Y,6,10,0.4372,0.5068,30.050
10Y,6,12,0.4488,0.5237,30.050
10Y,6,14,0.4593,0.5392,30.050
10Y,7,2,0.3369,0.3569,43.060
10Y,7,4,0.3624,0.3951,43.060
10Y,7,6,0.3864,0.4305,43.060
10Y,7,8,0.4090,0.4641,43.060
10Y,7,10,0.4289,0.4937,43.060
10Y,7,12,0.4420,0.5131,43.060
10Y,7,14,0.4516,0.5277,43.060
10Y,7,16,0.4582,0.5375,43.060
10Y,8,2,0.3359,0.3552,59.100
10Y,8,4,0.3581,0.3883,59.100
10Y,8,6,0.3803,0.4216,59.100
10Y,8,8,0.4008,0.4520,59.100
10Y,8,10,0.4190,0.4791,59.100
10Y,8,12,0.4341,0.5020,59.100
10Y,8,14,0.4450,0.5181,59.100
10Y,8,16,0.4525,0.5295,59.100
10Y,8,18,0.4570,0.5366,59.100
10Y,9,2,0.3349,0.3537,78.660
10Y,9,4,0.3558,0.3852,78.660
10Y,9,6,0.3761,0.4155,78.660
10Y,9,8,0.3957,0.4450,78.660
10Y,9,10,0.4120,0.4694,78.660
10Y,9,12,0.4271,0.4920,78.660
10Y,9,14,0.4393,0.5101,78.660
10Y,9,16,0.4477,0.5225,78.660
10Y,9,18,0.4540,0.5320,78.660
