h,V,C,x,y,Y
7.5PB,4,10,0.2158,0.1811,12.000
7.5PB,4,12,0.2037,0.1629,12.000
7.5PB,4,14,0.1941,0.1468,12.000
7.5PB,4,16,0.1861,0.1316,12.000
7.5PB,4,18,0.1798,0.1185,12.000
7.5PB,4,20,0.1742,0.1058,12.000
7.5PB,4,22,0.1713,0.0980,12.000
7.5PB,4,24,0.1684,0.0899,12.000
7.5PB,4,26,0.1659,0.0825,12.000
7.5PB,5,2,0.2918,0.2908,19.770
7.5PB,5,4,0.2739,0.2666,19.770
7.5PB,5,6,0.2563,0.2417,19.770
7.5PB,5,8,0.2417,0.2204,19.770
7.5PB,5,10,0.2285,0.2020,19.770
7.5PB,5,12,0.2157,0.1830,19.770
7.5PB,5,14,0.2042,0.1661,19.770
7.5PB,5,16,0.1945,0.1511,19.770
7.5PB,5,18,0.1862,0.1365,19.770
7.5PB,5,20,0.1794,0.1239,19.770
7.5PB,6,2,0.2955,0.2963,30.050
7.5PB,6,4,0.2798,0.2752,30.050
7.5PB,6,6,0.2638,0.2531,30.050
7.5PB,6,8,0.2505,0.2347,30.050
7.5PB,6,10,0.2378,0.2168,30.050
7.5PB,6,12,0.2241,0.1975,30.050
7.5PB,6,14,0.2119,0.1799,30.050
7.5PB,7,2,0.2982,0.3003,43.060
7.5PB,7,4,0.2833,0.2809,43.060
7.5PB,7,6,0.2687,0.2612,43.060
7.5PB,7,8,0.2546,0.2418,43.060
7.5PB,7,10,0.2410,0.2224,43.060
7.5PB,8,2,0.3003,0.3034,59.100
7.5PB,8,4,0.2856,0.2846,59.100
7.5PB,8,6,0.2702,0.2648,59.100
7.5PB,9,2,0.3015,0.3052,78.660
10PB,1,2,0.2677,0.2280,1.210
10PB,1,4,0.2459,0.1828,1.210
10PB,1,6,0.2290,0.1470,1.210
10PB,1,8,0.2190,0.1228,1.210
10PB,1,10,0.2120,0.1029,1.210
10PB,1,12,0.2070,0.0869,1.210
10PB,1,14,0.2038,0.0745,1.210
10PB,1,16,0.2008,0.0638,1.210
10PB,1,18,0.1991,0.0564,1.210
10PB,1,20,0.1976,0.0493,1.210
10PB,1,22,0.1965,0.0436,1.210
10PB,1,24,0.1952,0.0380,1.210
10PB,1,26,0.1942,0.0326,1.210
10PB,1,28,0.1936,0.0281,1.210
10PB,1,30,0.1928,0.0240,1.210
10PB,2,2,0.2803,0.2567,3.126
10PB,2,4,0.2600,0.2162,3.126
10PB,2,6,0.2440,0.1840,3.126
10PB,2,8,0.2294,0.1551,3.126
10PB,2,10,0.2200,0.1330,3.126
10PB,2,12,0.2139,0.1170,3.126
10PB,2,14,0.2087,0.1026,3.126
10PB,2,16,0.2052,0.0910,3.126
10PB,2,18,0.2021,0.0808,3.126
10PB,2,20,0.1998,0.0718,3.126
10PB,2,22,0.1978,0.0643,3.126
10PB,2,24,0.1962,0.0578,3.126
10PB,2,26,0.1949,0.0520,3.126
10PB,2,28,0.1937,0.0471,3.126
10PB,2,30,0.1925,0.0420,3.126
10PB,2,32,0.1918,0.0379,3.126
10PB,2,34,0.1911,0.0344,3.126
10PB,3,2,0.2847,0.2670,6.555
10PB,3,4,0.2660,0.2319,6.555
10PB,3,6,0.2511,0.2031,6.555
10PB,3,8,0.2387,0.1786,6.555
10PB,3,10,0.2278,0.1565,6.555
10PB,3,12,0.2206,0.1407,6.555
10PB,3,14,0.2142,0.1250,6.555
10PB,3,16,0.2092,0.1118,6.555
10PB,3,18,0.2060,0.1020,6.555
10PB,3,20,0.2030,0.0930,6.555
10PB,3,22,0.2004,0.0847,6.555
10PB,3,24,0.1982,0.0772,6.555
10PB,3,26,0.1963,0.0708,6.555
10PB,3,28,0.1950,0.0650,6.555
10PB,3,30,0.1938,0.0599,6.555
10PB,3,32,0.1926,0.0542,6.555
10PB,3,34,0.1918,0.0503,6.555
10PB,4,2,0.2911,0.2804,12.000
10PB,4,4,0.2759,0.2522,12.000
10PB,4,6,0.2618,0.2263,12.000
10PB,4,8,0.2497,0.2038,12.000
10PB,4,10,0.2388,0.1837,12.000
10PB,4,12,0.2298,0.1659,12.000
10PB,4,14,0.2220,0.1503,12.000
10PB,4,16,0.2170,0.1373,12.000
10PB,4,18,0.2120,0.1256,12.000
10PB,4,20,0.2075,0.1140,12.000
10PB,4,22,0.2048,0.1064,12.000
10PB,4,24,0.2020,0.0985,12.000
10PB,4,26,0.1994,0.0904,12.000
10PB,4,28,0.1971,0.0840,12.000
10PB,4,30,0.1952,0.0778,12.000
10PB,5,2,0.2959,0.2905,19.770
10PB,5,4,0.2821,0.2659,19.770
10PB,5,6,0.2686,0.2412,19.770
10PB,5,8,0.2572,0.2211,19.770
10PB,5,10,0.2478,0.2030,19.770
10PB,5,12,0.2384,0.1857,19.770
10PB,5,14,0.2299,0.1698,19.770
10PB,5,16,0.2224,0.1555,19.770
10PB,5,18,0.2174,0.1444,19.770
10PB,5,20,0.2121,0.1329,19.770
10PB,5,22,0.2082,0.1225,19.770
10PB,6,2,0.2988,0.2961,30.050
10PB,6,4,0.2863,0.2747,30.050
10PB,6,6,0.2740,0.2533,30.050
10PB,6,8,0.2637,0.2352,30.050
10PB,6,10,0.2540,0.2176,30.050
10PB,6,12,0.2440,0.1998,30.050
10PB,6,14,0.2352,0.1839,30.050
10PB,6,16,0.2265,0.1671,30.050
10PB,7,2,0.3005,0.3000,43.060
10PB,7,4,0.2886,0.2801,43.060
10PB,7,6,0.2776,0.2612,43.060
10PB,7,8,0.2670,0.2425,43.060
10PB,7,10,0.2563,0.2240,43.060
10PB,7,12,0.2465,0.2058,43.060
10PB,8,2,0.3027,0.3035,59.100
10PB,8,4,0.2911,0.2848,59.100
10PB,8,6,0.2792,0.2649,59.100
10PB,8,8,0.2677,0.2443,59.100
10PB,9,2,0.3038,0.3054,78.660
10PB,9,4,0.2910,0.2850,78.660
