h,V,C,x,y,Y
7.5GY,3,2,0.3180,0.3644,6.555
7.5GY,3,4,0.3270,0.4288,6.555
7.5GY,3,6,0.3333,0.4967,6.555
7.5GY,3,8,0.3341,0.5700,6.555
7.5GY,3,10,0.3266,0.6448,6.555
7.5GY,4,2,0.3185,0.3604,12.000
7.5GY,4,4,0.3281,0.4157,12.000
7.5GY,4,6,0.3355,0.4739,12.000
7.5GY,4,8,0.3400,0.5348,12.000
7.5GY,4,10,0.3395,0.5913,12.000
7.5GY,4,12,0.3348,0.6468,12.000
7.5GY,5,2,0.3188,0.3560,19.770
7.5GY,5,4,0.3274,0.3994,19.770
7.5GY,5,6,0.3354,0.4483,19.770
7.5GY,5,8,0.3412,0.4976,19.770
7.5GY,5,10,0.3451,0.5490,19.770
7.5GY,5,12,0.3450,0.5949,19.770
7.5GY,5,14,0.3429,0.6335,19.770
7.5GY,6,2,0.3193,0.3550,30.050
7.5GY,6,4,0.3275,0.3922,30.050
7.5GY,6,6,0.3351,0.4321,30.050
7.5GY,6,8,0.3418,0.4768,30.050
7.5GY,6,10,0.3463,0.5196,30.050
7.5GY,6,12,0.3488,0.5596,30.050
7.5GY,6,14,0.3498,0.5985,30.050
7.5GY,6,16,0.3498,0.6282,30.050
7.5GY,7,2,0.3190,0.3516,43.060
7.5GY,7,4,0.3267,0.3848,43.060
7.5GY,7,6,0.3341,0.4191,43.060
7.5GY,7,8,0.3406,0.4558,43.060
7.5GY,7,10,0.3461,0.4950,43.060
7.5GY,7,12,0.3502,0.5328,43.060
7.5GY,7,14,0.3532,0.5700,43.060
7.5GY,7,16,0.3549,0.6000,43.060
7.5GY,7,18,0.3555,0.6242,43.060
7.5GY,8,2,0.3194,0.3502,59.100
7.5GY,8,4,0.3266,0.3809,59.100
7.5GY,8,6,0.3339,0.4129,59.100
7.5GY,8,8,0.3408,0.4452,59.100
7.5GY,8,10,0.3463,0.4791,59.100
7.5GY,8,12,0.3511,0.5144,59.100
7.5GY,8,14,0.3546,0.5490,59.100
7.5GY,8,16,0.3569,0.5798,59.100
7.5GY,8,18,0.3585,0.6063,59.100
7.5GY,8,20,0.3592,0.6235,59.100
7.5GY,9,2,0.3198,0.3500,78.660
7.5GY,9,4,0.3274,0.3793,78.660
7.5GY,9,6,0.3351,0.4111,78.660
7.5GY,9,8,0.3414,0.4415,78.660
7.5GY,9,10,0.3471,0.4735,78.660
7.5GY,9,12,0.3518,0.5042,78.660
7.5GY,9,14,0.3551,0.5339,78.660
7.5GY,9,16,0.3581,0.5654,78.660
7.5GY,9,18,0.3602,0.5920,78.660
10GY,1,2,0.3006,0.3720,1.210
10GY,1,4,0.2722,0.4903,1.210
10GY,1,6,0.2232,0.6392,1.210
10GY,2,2,0.3069,0.3580,3.126
10GY,2,4,0.2986,0.4240,3.126
10GY,2,6,0.2852,0.4972,3.126
10GY,2,8,0.2628,0.5837,3.126
10GY,2,10,0.2307,0.6814,3.126
10GY,2,12,0.1907,0.7798,3.126
10GY,3,2,0.3088,0.3578,6.555
10GY,3,4,0.3053,0.4123,6.555
10GY,3,6,0.2992,0.4717,6.555
10GY,3,8,0.2887,0.5361,6.555
10GY,3,10,0.2724,0.6026,6.555
10GY,3,12,0.2531,0.6700,6.555
10GY,3,14,0.2283,0.7423,6.555
10GY,4,2,0.3109,0.3550,12.000
10GY,4,4,0.3100,0.4018,12.000
10GY,4,6,0.3069,0.4550,12.000
10GY,4,8,0.3008,0.5095,12.000
10GY,4,10,0.2908,0.5672,12.000
10GY,4,12,0.2758,0.6282,12.000
10GY,4,14,0.2590,0.6858,12.000
10GY,4,16,0.2422,0.7360,12.000
10GY,5,2,0.3110,0.3508,19.770
10GY,5,4,0.3111,0.3881,19.770
10GY,5,6,0.3108,0.4301,19.770
10GY,5,8,0.3080,0.4759,19.770
10GY,5,10,0.3028,0.5237,19.770
10GY,5,12,0.2940,0.5751,19.770
10GY,5,14,0.2838,0.6208,19.770
10GY,5,16,0.2702,0.6700,19.770
10GY,5,18,0.2549,0.7179,19.770
10GY,6,2,0.3112,0.3496,30.050
10GY,6,4,0.3124,0.3822,30.050
10GY,6,6,0.3128,0.4175,30.050
10GY,6,8,0.3116,0.4563,30.050
10GY,6,10,0.3086,0.4949,30.050
10GY,6,12,0.3037,0.5358,30.050
10GY,6,14,0.2962,0.5802,30.050
10GY,6,16,0.2872,0.6199,30.050
10GY,6,18,0.2763,0.6616,30.050
10GY,6,20,0.2648,0.7004,30.050
10GY,7,2,0.3117,0.3469,43.060
10GY,7,4,0.3133,0.3764,43.060
10GY,7,6,0.3142,0.4058,43.060
10GY,7,8,0.3140,0.4387,43.060
10GY,7,10,0.3123,0.4732,43.060
10GY,7,12,0.3092,0.5095,43.060
10GY,7,14,0.3047,0.5458,43.060
10GY,7,16,0.2981,0.5835,43.060
10GY,7,18,0.2905,0.6186,43.060
10GY,7,20,0.2816,0.6563,43.060
10GY,7,22,0.2728,0.6893,43.060
10GY,8,2,0.3121,0.3459,59.100
10GY,8,4,0.3140,0.3727,59.100
10GY,8,6,0.3150,0.4014,59.100
10GY,8,8,0.3149,0.4284,59.100
10GY,8,10,0.3140,0.4601,59.100
10GY,8,12,0.3124,0.4926,59.100
10GY,8,14,0.3091,0.5247,59.100
10GY,8,16,0.3043,0.5578,59.100
10GY,8,18,0.2987,0.5919,59.100
10GY,8,20,0.2918,0.6255,59.100
10GY,8,22,0.2846,0.6564,59.100
10GY,8,24,0.2781,0.6840,59.100
10GY,9,2,0.3124,0.3454,78.660
10GY,9,4,0.3144,0.3711,78.660
10GY,9,6,0.3153,0.4008,78.660
10GY,9,8,0.3157,0.4259,78.660
10GY,9,10,0.3155,0.4558,78.660
10GY,9,12,0.3139,0.4829,78.660
10GY,9,14,0.3115,0.5129,78.660
10GY,9,16,0.3079,0.5440,78.660
10GY,9,18,0.3032,0.5748,78.660
