H,V,C,x,y,Y
5G,6,30,0.071,0.586,30.03
5G,6,32,0.053,0.599,30.03
5G,6,34,0.031,0.614,30.03
5G,7,2,0.3001,0.3366,43.06
5G,7,4,0.2902,0.3548,43.06
5G,7,6,0.2801,0.3721,43.06
5G,7,8,0.2687,0.3901,43.06
5G,7,10,0.2554,0.4087,43.06
5G,7,12,0.2416,0.4267,43.06
5G,7,14,0.2262,0.445,43.06
5G,7,16,0.2111,0.4616,43.06
5G,7,18,0.1967,0.4771,43.06
5G,7,20,0.1805,0.4933,43.06
5G,7,22,0.1659,0.5074,43.06
5G,7,24,0.1521,0.52,43.06
5G,7,26,0.1397,0.5312,43.06
5G,7,28,0.123,0.546,43.06
5G,7,30,0.105,0.56,43.06
5G,7,32,0.088,0.573,43.06
5G,7,34,0.069,0.587,43.06
5G,8,2,0.3009,0.3359,59.1
5G,8,4,0.2924,0.3523,59.1
5G,8,6,0.2822,0.3702,59.1
5G,8,8,0.2723,0.3865,59.1
5G,8,10,0.2613,0.4026,59.1
5G,8,12,0.2489,0.4191,59.1
5G,8,14,0.2368,0.4348,59.1
5G,8,16,0.224,0.45,59.1
5G,8,18,0.2103,0.4652,59.1
5G,8,20,0.1956,0.4806,59.1
5G,8,22,0.1821,0.494,59.1
5G,8,24,0.168,0.507,59.1
5G,8,26,0.151,0.521,59.1
5G,8,28,0.134,0.537,59.1
5G,8,30,0.115,0.553,59.1
5G,8,32,0.096,0.564,59.1
5G,9,2,0.3017,0.3357,78.66
5G,9,4,0.2933,0.3519,78.66
5G,9,6,0.2832,0.3697,78.66
5G,9,8,0.2735,0.3854,78.66
5G,9,10,0.2639,0.4001,78.66
5G,9,12,0.2528,0.416,78.66
5G,9,14,0.242,0.43,78.66
5G,9,16,0.229,0.446,78.66
5G,9,18,0.214,0.461,78.66
5G,9,20,0.2,0.474,78.66
5G,9,22,0.185,0.487,78.66
5G,9,24,0.17,0.499,78.66
5G,9,26,0.157,0.509,78.66
5G,9,28,0.143,0.519,78.66
5G,10,2,0.301,0.337,102.57
5G,10,4,0.293,0.353,102.57
5G,10,6,0.283,0.369,102.57
5G,10,8,0.274,0.384,102.57
5G,10,10,0.265,0.398,102.57
5G,10,12,0.256,0.412,102.57
5G,10,14,0.245,0.426,102.57
5G,10,16,0.235,0.44,102.57
5G,10,18,0.222,0.457,102.57
7.5G,0.2,2,0.097,0.458,0.237
7.5G,0.2,4,-0.181,0.575,0.237
7.5G,0.4,2,0.226,0.38,0.467
7.5G,0.4,4,-0.011,0.501,0.467
7.5G,0.6,2,0.259,0.363,0.699
7.5G,0.6,4,0.137,0.44,0.699
7.5G,0.6,6,-0.102,0.541,0.699
7.5G,0.8,2,0.272,0.355,0.943
7.5G,0.8,4,0.191,0.414,0.943
7.5G,0.8,6,0.073,0.476,0.943
7.5G,0.8,8,-0.143,0.561,0.943
7.5G,1,2,0.2758,0.3484,1.21
7.5G,1,4,0.2159,0.3967,1.21
7.5G,1,6,0.1344,0.4505,1.21
7.5G,1,8,0.053,0.4943,1.21
7.5G,1,10,-0.02,0.528,1.21
7.5G,2,2,0.2869,0.34,3.126
7.5G,2,4,0.254,0.3705,3.126
7.5G,2,6,0.22,0.3983,3.126
7.5G,2,8,0.1842,0.4244,3.126
7.5G,2,10,0.1442,0.4505,3.126
7.5G,2,12,0.1022,0.4759,3.126
7.5G,2,14,0.0629,0.4973,3.126
7.5G,2,16,0.0276,0.5153,3.126
7.5G,2,18,-0.01,0.532,3.126
7.5G,3,2,0.289,0.3391,6.55
7.5G,3,4,0.2618,0.3667,6.55
7.5G,3,6,0.2346,0.3901,6.55
7.5G,3,8,0.2088,0.4101,6.55
7.5G,3,10,0.18,0.431,6.55
7.5G,3,12,0.1516,0.4505,6.55
7.5G,3,14,0.1262,0.4667,6.55
7.5G,3,16,0.1023,0.4818,6.55
7.5G,3,18,0.0798,0.4954,6.55
7.5G,3,20,0.0568,0.5082,6.55
7.5G,3,22,0.0332,0.5206,6.55
7.5G,3,24,0.006,0.534,6.55
7.5G,4,2,0.2919,0.3371,12
7.5G,4,4,0.2702,0.3602,12
7.5G,4,6,0.2467,0.3822,12
7.5G,4,8,0.2232,0.4022,12
7.5G,4,10,0.1989,0.4219,12
7.5G,4,12,0.1706,0.4419,12
7.5G,4,14,0.15,0.4562,12
7.5G,4,16,0.1293,0.4703,12
7.5G,4,18,0.1086,0.4842,12
7.5G,4,20,0.0928,0.4942,12
7.5G,4,22,0.077,0.504,12
7.5G,4,24,0.0581,0.5151,12
7.5G,4,26,0.0392,0.5258,12
7.5G,4,28,0.02,0.536,12
7.5G,4,30,0.002,0.546,12
7.5G,5,2,0.2945,0.3355,19.77
7.5G,5,4,0.2775,0.3545,19.77
7.5G,5,6,0.2598,0.3724,19.77
7.5G,5,8,0.2395,0.3915,19.77
7.5G,5,10,0.22,0.4082,19.77
7.5G,5,12,0.1964,0.4271,19.77
7.5G,5,14,0.1776,0.4415,19.77
7.5G,5,16,0.1571,0.4561,19.77
7.5G,5,18,0.1372,0.4705,19.77
7.5G,5,20,0.1212,0.4817,19.77
7.5G,5,22,0.105,0.4927,19.77
7.5G,5,24,0.0878,0.5039,19.77
7.5G,5,26,0.073,0.5131,19.77
7.5G,5,28,0.0585,0.5224,19.77
7.5G,5,30,0.041,0.532,19.77
7.5G,5,32,0.021,0.542,19.77
7.5G,6,2,0.2958,0.3344,30.03
7.5G,6,4,0.2807,0.3522,30.03
7.5G,6,6,0.2662,0.3672,30.03
7.5G,6,8,0.251,0.3829,30.03
7.5G,6,10,0.235,0.3979,30.03
7.5G,6,12,0.2171,0.4138,30.03
7.5G,6,14,0.2001,0.4278,30.03
7.5G,6,16,0.1832,0.4414,30.03
7.5G,6,18,0.1654,0.4551,30.03
7.5G,6,20,0.1485,0.4677,30.03
7.5G,6,22,0.1325,0.4795,30.03
7.5G,6,24,0.1159,0.491,30.03
7.5G,6,26,0.101,0.5018,30.03
7.5G,6,28,0.0858,0.5127,30.03
7.5G,6,30,0.068,0.524,30.03
7.5G,6,32,0.052,0.535,30.03
7.5G,6,34,0.034,0.546,30.03
7.5G,7,2,0.2972,0.3333,43.06
7.5G,7,4,0.285,0.3482,43.06
7.5G,7,6,0.2728,0.3622,43.06
7.5G,7,8,0.2595,0.3764,43.06
7.5G,7,10,0.2445,0.3914,43.06
7.5G,7,12,0.2295,0.4058,43.06
7.5G,7,14,0.2139,0.4199,43.06
7.5G,7,16,0.1982,0.433,43.06
7.5G,7,18,0.1841,0.4448,43.06
7.5G,7,20,0.1688,0.457,43.06
7.5G,7,22,0.1539,0.4683,43.06
7.5G,7,24,0.1415,0.4778,43.06
7.5G,7,26,0.1303,0.4858,43.06
7.5G,7,28,0.115,0.497,43.06
7.5G,7,30,0.099,0.507,43.06
7.5G,7,32,0.084,0.517,43.06
7.5G,7,34,0.069,0.527,43.06
7.5G,8,2,0.2981,0.3326,59.1
7.5G,8,4,0.2874,0.3464,59.1
7.5G,8,6,0.2754,0.3608,59.1
7.5G,8,8,0.2639,0.3733,59.1
7.5G,8,10,0.2515,0.3867,59.1
7.5G,8,12,0.238,0.4002,59.1
7.5G,8,14,0.2254,0.4125,59.1
7.5G,8,16,0.212,0.4252,59.1
7.5G,8,18,0.198,0.4372,59.1
7.5G,8,20,0.1845,0.4492,59.1
7.5G,8,22,0.17,0.459,59.1
7.5G,8,24,0.155,0.471,59.1
7.5G,8,26,0.139,0.483,59.1
7.5G,8,28,0.123,0.494,59.1
7.5G,8,30,0.105,0.507,59.1
7.5G,9,2,0.2987,0.3323,78.66
7.5G,9,4,0.2882,0.3461,78.66
7.5G,9,6,0.2763,0.3607,78.66
7.5G,9,8,0.2652,0.3738,78.66
7.5G,9,10,0.2545,0.3855,78.66
7.5G,9,12,0.2419,0.3985,78.66
7.5G,9,14,0.229,0.41,78.66
7.5G,9,16,0.216,0.423,78.66
7.5G,9,18,0.201,0.436,78.66
7.5G,9,20,0.187,0.446,78.66
7.5G,9,22,0.174,0.457,78.66
7.5G,9,24,0.16,0.467,78.66
7.5G,10,2,0.298,0.333,102.57
7.5G,10,4,0.288,0.346,102.57
7.5G,10,6,0.277,0.36,102.57
7.5G,10,8,0.266,0.374,102.57
7.5G,10,10,0.256,0.385,102.57
7.5G,10,12,0.246,0.397,102.57
7.5G,10,14,0.235,0.409,102.57
7.5G,10,16,0.224,0.42,102.57
10G,0.2,2,0.08,0.397,0.237
10G,0.2,4,-0.137,0.425,0.237
10G,0.4,2,0.213,0.361,0.467
10G,0.4,4,-0.004,0.405,0.467
10G,0.6,2,0.247,0.349,0.699
10G,0.6,4,0.124,0.389,0.699
10G,0.6,6,-0.068,0.425,0.699
10G,0.8,2,0.265,0.346,0.943
10G,0.8,4,0.178,0.382,0.943
10G,0.8,6,0.07,0.408,0.943
10G,0.8,8,-0.1,0.428,0.943
10G,1,2,0.2689,0.3407,1.21
10G,1,4,0.204,0.3724,1.21
10G,1,6,0.1249,0.4019,1.21
10G,1,8,0.0511,0.4158,1.21
10G,1,10,-0.018,0.424,1.21
10G,2,2,0.282,0.3341,3.126
10G,2,4,0.2442,0.3559,3.126
10G,2,6,0.2092,0.3739,3.126
10G,2,8,0.1705,0.3911,3.126
10G,2,10,0.1321,0.4059,3.126
10G,2,12,0.0934,0.4183,3.126
10G,2,14,0.0599,0.427,3.126
10G,2,16,0.0285,0.4327,3.126
10G,2,18,-0.007,0.441,3.126
10G,3,2,0.2844,0.3337,6.55
10G,3,4,0.2525,0.3537,6.55
10G,3,6,0.224,0.3699,6.55
10G,3,8,0.197,0.3841,6.55
10G,3,10,0.1688,0.3974,6.55
10G,3,12,0.1411,0.4095,6.55
10G,3,14,0.1161,0.4192,6.55
10G,3,16,0.0925,0.4275,6.55
10G,3,18,0.0718,0.434,6.55
10G,3,20,0.0528,0.4393,6.55
10G,3,22,0.0333,0.4444,6.55
10G,3,24,0.009,0.45,6.55
10G,4,2,0.288,0.3327,12
10G,4,4,0.2628,0.3498,12
10G,4,6,0.2374,0.3655,12
10G,4,8,0.2124,0.3799,12
10G,4,10,0.1876,0.3933,12
10G,4,12,0.1602,0.407,12
10G,4,14,0.1398,0.4168,12
10G,4,16,0.1212,0.4245,12
10G,4,18,0.1006,0.433,12
10G,4,20,0.085,0.4388,12
10G,4,22,0.0702,0.444,12
10G,4,24,0.0553,0.4492,12
10G,4,26,0.04,0.4545,12
10G,4,28,0.023,0.46,12
10G,4,30,0.008,0.465,12
10G,5,2,0.291,0.331,19.77
10G,5,4,0.2711,0.3455,19.77
10G,5,6,0.2519,0.3587,19.77
10G,5,8,0.2297,0.373,19.77
10G,5,10,0.2095,0.3853,19.77
10G,5,12,0.1852,0.3992,19.77
10G,5,14,0.1671,0.4089,19.77
10G,5,16,0.1469,0.4192,19.77
10G,5,18,0.1275,0.4288,19.77
10G,5,20,0.112,0.436,19.77
10G,5,22,0.0958,0.4428,19.77
10G,5,24,0.0811,0.4491,19.77
10G,5,26,0.069,0.4542,19.77
10G,5,28,0.0572,0.459,19.77
10G,5,30,0.041,0.466,19.77
10G,5,32,0.023,0.474,19.77
10G,6,2,0.2929,0.3303,30.03
10G,6,4,0.2749,0.3443,30.03
10G,6,6,0.2591,0.3558,30.03
10G,6,8,0.242,0.3679,30.03
10G,6,10,0.2247,0.3796,30.03
10G,6,12,0.206,0.3914,30.03
10G,6,14,0.1895,0.4015,30.03
10G,6,16,0.1722,0.4113,30.03
10G,6,18,0.1551,0.4208,30.03
10G,6,20,0.1382,0.4299,30.03
10G,6,22,0.123,0.4378,30.03
10G,6,24,0.107,0.4458,30.03
10G,6,26,0.0941,0.452,30.03
10G,6,28,0.081,0.458,30.03
10G,6,30,0.066,0.465,30.03
10G,6,32,0.052,0.471,30.03
10G,6,34,0.035,0.48,30.03
10G,7,2,0.2945,0.3297,43.06
10G,7,4,0.2803,0.3415,43.06
10G,7,6,0.2662,0.3526,43.06
10G,7,8,0.2513,0.3635,43.06
10G,7,10,0.2352,0.3748,43.06
10G,7,12,0.2195,0.3854,43.06
10G,7,14,0.2033,0.3956,43.06
10G,7,16,0.1881,0.4049,43.06
10G,7,18,0.1734,0.4135,43.06
10G,7,20,0.1589,0.422,43.06
10G,7,22,0.1434,0.4306,43.06
10G,7,24,0.131,0.4377,43.06
10G,7,26,0.121,0.443,43.06
10G,7,28,0.108,0.449,43.06
10G,7,30,0.094,0.457,43.06
10G,7,32,0.083,0.463,43.06
10G,8,2,0.2957,0.3293,59.1
10G,8,4,0.2828,0.3403,59.1
10G,8,6,0.2693,0.3512,59.1
10G,8,8,0.2564,0.3611,59.1
10G,8,10,0.243,0.371,59.1
10G,8,12,0.2282,0.3811,59.1
10G,8,14,0.2148,0.3903,59.1
10G,8,16,0.2012,0.3992,59.1
10G,8,18,0.1866,0.4086,59.1
10G,8,20,0.1734,0.4164,59.1
10G,8,22,0.159,0.424,59.1
10G,8,24,0.142,0.433,59.1
10G,8,26,0.127,0.441,59.1
10G,8,28,0.112,0.448,59.1
10G,9,2,0.2965,0.3293,78.66
10G,9,4,0.284,0.3402,78.66
10G,9,6,0.2703,0.3513,78.66
10G,9,8,0.2574,0.3618,78.66
10G,9,10,0.2457,0.3702,78.66
10G,9,12,0.2325,0.3796,78.66
10G,9,14,0.217,0.388,78.66
10G,9,16,0.203,0.396,78.66
10G,9,18,0.188,0.405,78.66
10G,9,20,0.175,0.411,78.66
10G,9,22,0.161,0.419,78.66
10G,9,24,0.147,0.425,78.66
10G,10,2,0.296,0.331,102.57
10G,10,4,0.284,0.341,102.57
10G,10,6,0.271,0.351,102.57
10G,10,8,0.258,0.361,102.57
10G,10,10,0.248,0.369,102.57
10G,10,12,0.235,0.378,102.57
10G,10,14,0.223,0.387,102.57
