H,V,C,x,y,Y
5PB,2,38,0.09,0.028,3.126
5PB,2,40,0.089,0.025,3.126
5PB,2,42,0.087,0.022,3.126
5PB,2,44,0.086,0.019,3.126
5PB,2,46,0.084,0.016,3.126
5PB,3,2,0.2708,0.2719,6.55
5PB,3,4,0.2393,0.2361,6.55
5PB,3,6,0.2122,0.2052,6.55
5PB,3,8,0.1908,0.1799,6.55
5PB,3,10,0.1718,0.1562,6.55
5PB,3,12,0.1557,0.1356,6.55
5PB,3,14,0.1431,0.1184,6.55
5PB,3,16,0.1318,0.1024,6.55
5PB,3,18,0.1228,0.0895,6.55
5PB,3,20,0.117,0.08,6.55
5PB,3,22,0.112,0.072,6.55
5PB,3,24,0.107,0.064,6.55
5PB,3,26,0.104,0.059,6.55
5PB,3,28,0.102,0.054,6.55
5PB,3,30,0.099,0.05,6.55
5PB,3,32,0.097,0.045,6.55
5PB,3,34,0.095,0.042,6.55
5PB,3,36,0.094,0.04,6.55
5PB,3,38,0.092,0.037,6.55
5PB,3,40,0.091,0.034,6.55
5PB,3,42,0.09,0.032,6.55
5PB,3,44,0.089,0.03,6.55
5PB,3,46,0.088,0.028,6.55
5PB,3,48,0.087,0.025,6.55
5PB,3,50,0.086,0.022,6.55
5PB,4,2,0.2816,0.2842,12
5PB,4,4,0.2562,0.256,12
5PB,4,6,0.2325,0.23,12
5PB,4,8,0.2103,0.205,12
5PB,4,10,0.1925,0.1843,12
5PB,4,12,0.1773,0.1659,12
5PB,4,14,0.1627,0.1479,12
5PB,4,16,0.1504,0.1317,12
5PB,4,18,0.1392,0.1167,12
5PB,4,20,0.1288,0.1027,12
5PB,4,22,0.122,0.092,12
5PB,4,24,0.118,0.084,12
5PB,4,26,0.115,0.078,12
5PB,4,28,0.111,0.073,12
5PB,4,30,0.108,0.068,12
5PB,4,32,0.106,0.064,12
5PB,4,34,0.104,0.06,12
5PB,4,36,0.102,0.055,12
5PB,4,38,0.098,0.048,12
5PB,4,40,0.096,0.044,12
5PB,5,2,0.2882,0.2923,19.77
5PB,5,4,0.2662,0.2687,19.77
5PB,5,6,0.2447,0.2449,19.77
5PB,5,8,0.2255,0.2239,19.77
5PB,5,10,0.208,0.2041,19.77
5PB,5,12,0.1918,0.1858,19.77
5PB,5,14,0.1773,0.1689,19.77
5PB,5,16,0.1638,0.1521,19.77
5PB,5,18,0.1518,0.1365,19.77
5PB,5,20,0.142,0.123,19.77
5PB,5,22,0.134,0.113,19.77
5PB,5,24,0.124,0.1,19.77
5PB,5,26,0.116,0.089,19.77
5PB,5,28,0.109,0.079,19.77
5PB,5,30,0.104,0.07,19.77
5PB,5,32,0.097,0.062,19.77
5PB,6,2,0.2923,0.2978,30.03
5PB,6,4,0.2734,0.2778,30.03
5PB,6,6,0.2533,0.2558,30.03
5PB,6,8,0.236,0.2365,30.03
5PB,6,10,0.2197,0.2188,30.03
5PB,6,12,0.2026,0.1999,30.03
5PB,6,14,0.1873,0.1822,30.03
5PB,6,16,0.171,0.164,30.03
5PB,6,18,0.162,0.153,30.03
5PB,6,20,0.151,0.14,30.03
5PB,6,22,0.143,0.129,30.03
5PB,6,24,0.135,0.118,30.03
5PB,6,26,0.126,0.107,30.03
5PB,7,2,0.2952,0.3011,43.06
5PB,7,4,0.2773,0.2828,43.06
5PB,7,6,0.2596,0.2643,43.06
5PB,7,8,0.2427,0.2458,43.06
5PB,7,10,0.2254,0.2267,43.06
5PB,7,12,0.208,0.208,43.06
5PB,7,14,0.194,0.191,43.06
5PB,7,16,0.181,0.175,43.06
5PB,7,18,0.17,0.161,43.06
5PB,8,2,0.2974,0.3039,59.1
5PB,8,4,0.2798,0.2861,59.1
5PB,8,6,0.2614,0.267,59.1
5PB,8,8,0.244,0.249,59.1
5PB,8,10,0.227,0.229,59.1
5PB,8,12,0.214,0.214,59.1
5PB,8,14,0.2,0.194,59.1
5PB,9,2,0.2991,0.3057,78.66
5PB,9,4,0.281,0.287,78.66
5PB,9,6,0.262,0.268,78.66
5PB,9,8,0.247,0.252,78.66
5PB,9,10,0.232,0.235,78.66
5PB,10,2,0.299,0.307,102.57
5PB,10,4,0.282,0.288,102.57
5PB,10,6,0.265,0.27,102.57
7.5PB,0.2,2,0.192,0.13,0.237
7.5PB,0.2,4,0.171,0.087,0.237
7.5PB,0.2,6,0.159,0.061,0.237
7.5PB,0.2,8,0.152,0.045,0.237
7.5PB,0.2,10,0.148,0.034,0.237
7.5PB,0.2,12,0.145,0.025,0.237
7.5PB,0.2,14,0.142,0.018,0.237
7.5PB,0.2,16,0.139,0.012,0.237
7.5PB,0.2,18,0.137,0.006,0.237
7.5PB,0.2,20,0.136,0,0.237
7.5PB,0.4,2,0.22,0.18,0.467
7.5PB,0.4,4,0.192,0.13,0.467
7.5PB,0.4,6,0.175,0.095,0.467
7.5PB,0.4,8,0.165,0.072,0.467
7.5PB,0.4,10,0.16,0.058,0.467
7.5PB,0.4,12,0.155,0.046,0.467
7.5PB,0.4,14,0.152,0.04,0.467
7.5PB,0.4,16,0.15,0.032,0.467
7.5PB,0.4,18,0.147,0.026,0.467
7.5PB,0.4,20,0.145,0.02,0.467
7.5PB,0.4,22,0.143,0.016,0.467
7.5PB,0.4,24,0.141,0.01,0.467
7.5PB,0.4,26,0.139,0.005,0.467
7.5PB,0.4,28,0.137,0.001,0.467
7.5PB,0.6,2,0.239,0.208,0.699
7.5PB,0.6,4,0.208,0.155,0.699
7.5PB,0.6,6,0.188,0.117,0.699
7.5PB,0.6,8,0.176,0.092,0.699
7.5PB,0.6,10,0.168,0.074,0.699
7.5PB,0.6,12,0.163,0.062,0.699
7.5PB,0.6,14,0.159,0.053,0.699
7.5PB,0.6,16,0.156,0.045,0.699
7.5PB,0.6,18,0.153,0.037,0.699
7.5PB,0.6,20,0.15,0.03,0.699
7.5PB,0.6,22,0.148,0.025,0.699
7.5PB,0.6,24,0.146,0.02,0.699
7.5PB,0.6,26,0.144,0.014,0.699
7.5PB,0.6,28,0.142,0.008,0.699
7.5PB,0.6,30,0.14,0.004,0.699
7.5PB,0.8,2,0.247,0.221,0.943
7.5PB,0.8,4,0.216,0.17,0.943
7.5PB,0.8,6,0.194,0.131,0.943
7.5PB,0.8,8,0.179,0.104,0.943
7.5PB,0.8,10,0.17,0.089,0.943
7.5PB,0.8,12,0.162,0.072,0.943
7.5PB,0.8,14,0.155,0.056,0.943
7.5PB,0.8,16,0.15,0.046,0.943
7.5PB,0.8,18,0.147,0.039,0.943
7.5PB,0.8,20,0.144,0.032,0.943
7.5PB,0.8,22,0.14,0.025,0.943
7.5PB,0.8,24,0.137,0.018,0.943
7.5PB,0.8,26,0.135,0.013,0.943
7.5PB,0.8,28,0.133,0.009,0.943
7.5PB,0.8,30,0.131,0.005,0.943
7.5PB,0.8,32,0.13,0.002,0.943
7.5PB,0.8,34,0.129,-0.001,0.943
7.5PB,0.8,36,0.128,-0.004,0.943
7.5PB,1,2,0.2547,0.231,1.21
7.5PB,1,4,0.2232,0.1821,1.21
7.5PB,1,6,0.2,0.1422,1.21
7.5PB,1,8,0.1872,0.1141,1.21
7.5PB,1,10,0.1804,0.095,1.21
7.5PB,1,12,0.1763,0.0804,1.21
7.5PB,1,14,0.1738,0.0688,1.21
7.5PB,1,16,0.172,0.0583,1.21
7.5PB,1,18,0.1709,0.0518,1.21
7.5PB,1,20,0.1701,0.0454,1.21
7.5PB,1,22,0.1696,0.0402,1.21
7.5PB,1,24,0.1691,0.0352,1.21
7.5PB,1,26,0.1689,0.0309,1.21
7.5PB,1,28,0.1686,0.027,1.21
7.5PB,1,30,0.1684,0.0234,1.21
7.5PB,1,32,0.1682,0.0202,1.21
7.5PB,1,34,0.1682,0.018,1.21
7.5PB,1,36,0.1681,0.016,1.21
7.5PB,1,38,0.168,0.014,1.21
7.5PB,1,40,0.168,0.012,1.21
7.5PB,1,42,0.168,0.01,1.21
7.5PB,1,44,0.168,0.008,1.21
7.5PB,1,46,0.168,0.006,1.21
7.5PB,1,48,0.168,0.004,1.21
7.5PB,2,2,0.2712,0.2582,3.126
7.5PB,2,4,0.242,0.2148,3.126
7.5PB,2,6,0.2189,0.179,3.126
7.5PB,2,8,0.2005,0.1495,3.126
7.5PB,2,10,0.1882,0.1258,3.126
7.5PB,2,12,0.1813,0.1094,3.126
7.5PB,2,14,0.1762,0.0955,3.126
7.5PB,2,16,0.1728,0.0839,3.126
7.5PB,2,18,0.1701,0.0742,3.126
7.5PB,2,20,0.1685,0.0666,3.126
7.5PB,2,22,0.167,0.0594,3.126
7.5PB,2,24,0.166,0.0538,3.126
7.5PB,2,26,0.1653,0.0492,3.126
7.5PB,2,28,0.1647,0.0451,3.126
7.5PB,2,30,0.164,0.0409,3.126
7.5PB,2,32,0.1635,0.0373,3.126
7.5PB,2,34,0.163,0.034,3.126
7.5PB,2,36,0.1628,0.031,3.126
7.5PB,2,38,0.1623,0.028,3.126
7.5PB,2,40,0.162,0.025,3.126
7.5PB,2,42,0.162,0.022,3.126
7.5PB,2,44,0.162,0.019,3.126
7.5PB,2,46,0.161,0.016,3.126
7.5PB,2,48,0.161,0.013,3.126
7.5PB,2,50,0.16,0.01,3.126
7.5PB,3,2,0.2777,0.2687,6.55
7.5PB,3,4,0.252,0.2319,6.55
7.5PB,3,6,0.2311,0.201,6.55
7.5PB,3,8,0.2149,0.1761,6.55
7.5PB,3,10,0.2005,0.1536,6.55
7.5PB,3,12,0.1903,0.1353,6.55
7.5PB,3,14,0.1824,0.1188,6.55
7.5PB,3,16,0.1765,0.1048,6.55
7.5PB,3,18,0.173,0.0948,6.55
7.5PB,3,20,0.1702,0.0867,6.55
7.5PB,3,22,0.1677,0.0782,6.55
7.5PB,3,24,0.1658,0.0711,6.55
7.5PB,3,26,0.1642,0.0655,6.55
7.5PB,3,28,0.1632,0.0609,6.55
7.5PB,3,30,0.1621,0.0556,6.55
7.5PB,3,32,0.1612,0.0511,6.55
7.5PB,3,34,0.1608,0.048,6.55
7.5PB,3,36,0.159,0.044,6.55
7.5PB,3,38,0.158,0.04,6.55
7.5PB,3,40,0.158,0.037,6.55
7.5PB,3,42,0.157,0.034,6.55
7.5PB,3,44,0.157,0.031,6.55
7.5PB,3,46,0.157,0.028,6.55
7.5PB,3,48,0.156,0.025,6.55
7.5PB,3,50,0.156,0.022,6.55
7.5PB,4,2,0.2861,0.2819,12
7.5PB,4,4,0.2657,0.2528,12
7.5PB,4,6,0.2471,0.2266,12
7.5PB,4,8,0.2304,0.2023,12
7.5PB,4,10,0.2158,0.1811,12
7.5PB,4,12,0.2037,0.1629,12
7.5PB,4,14,0.1941,0.1468,12
7.5PB,4,16,0.1861,0.1316,12
7.5PB,4,18,0.1798,0.1185,12
7.5PB,4,20,0.1742,0.1058,12
7.5PB,4,22,0.1713,0.098,12
7.5PB,4,24,0.1684,0.0899,12
7.5PB,4,26,0.1659,0.0825,12
7.5PB,4,28,0.164,0.077,12
7.5PB,4,30,0.162,0.072,12
7.5PB,4,32,0.16,0.066,12
7.5PB,4,34,0.158,0.06,12
7.5PB,4,36,0.157,0.054,12
7.5PB,4,38,0.155,0.049,12
7.5PB,4,40,0.153,0.044,12
7.5PB,5,2,0.2918,0.2908,19.77
7.5PB,5,4,0.2739,0.2666,19.77
7.5PB,5,6,0.2563,0.2417,19.77
7.5PB,5,8,0.2417,0.2204,19.77
7.5PB,5,10,0.2285,0.202,19.77
7.5PB,5,12,0.2157,0.183,19.77
7.5PB,5,14,0.2042,0.1661,19.77
7.5PB,5,16,0.1945,0.1511,19.77
7.5PB,5,18,0.1862,0.1365,19.77
7.5PB,5,20,0.1794,0.1239,19.77
7.5PB,5,22,0.175,0.114,19.77
7.5PB,5,24,0.17,0.103,19.77
7.5PB,5,26,0.165,0.094,19.77
7.5PB,5,28,0.162,0.086,19.77
7.5PB,5,30,0.158,0.078,19.77
7.5PB,5,32,0.154,0.07,19.77
7.5PB,5,34,0.15,0.062,19.77
7.5PB,6,2,0.2955,0.2963,30.03
7.5PB,6,4,0.2798,0.2752,30.03
7.5PB,6,6,0.2638,0.2531,30.03
7.5PB,6,8,0.2505,0.2347,30.03
7.5PB,6,10,0.2378,0.2168,30.03
7.5PB,6,12,0.2241,0.1975,30.03
7.5PB,6,14,0.2119,0.1799,30.03
7.5PB,6,16,0.199,0.163,30.03
7.5PB,6,18,0.192,0.151,30.03
7.5PB,6,20,0.185,0.139,30.03
7.5PB,6,22,0.179,0.128,30.03
7.5PB,6,24,0.173,0.118,30.03
7.5PB,6,26,0.166,0.105,30.03
7.5PB,7,2,0.2982,0.3003,43.06
7.5PB,7,4,0.2833,0.2809,43.06
7.5PB,7,6,0.2687,0.2612,43.06
7.5PB,7,8,0.2546,0.2418,43.06
7.5PB,7,10,0.241,0.2224,43.06
7.5PB,7,12,0.228,0.204,43.06
7.5PB,7,14,0.217,0.189,43.06
7.5PB,7,16,0.207,0.173,43.06
7.5PB,7,18,0.198,0.16,43.06
7.5PB,7,20,0.188,0.146,43.06
7.5PB,8,2,0.3003,0.3034,59.1
7.5PB,8,4,0.2856,0.2846,59.1
7.5PB,8,6,0.2702,0.2648,59.1
7.5PB,8,8,0.255,0.244,59.1
7.5PB,8,10,0.241,0.224,59.1
7.5PB,8,12,0.232,0.21,59.1
7.5PB,8,14,0.221,0.193,59.1
7.5PB,9,2,0.3015,0.3052,78.66
7.5PB,9,4,0.286,0.285,78.66
7.5PB,9,6,0.271,0.266,78.66
7.5PB,9,8,0.257,0.245,78.66
7.5PB,9,10,0.247,0.227,78.66
7.5PB,10,2,0.302,0.307,102.57
7.5PB,10,4,0.286,0.286,102.57
7.5PB,10,6,0.273,0.268,102.57
10PB,0.2,2,0.227,0.126,0.237
10PB,0.2,4,0.213,0.088,0.237
10PB,0.2,6,0.206,0.064,0.237
10PB,0.2,8,0.202,0.049,0.237
10PB,0.2,10,0.2,0.04,0.237
10PB,0.2,12,0.198,0.031,0.237
10PB,0.2,14,0.196,0.024,0.237
10PB,0.2,16,0.195,0.018,0.237
10PB,0.2,18,0.193,0.012,0.237
10PB,0.2,20,0.192,0.006,0.237
10PB,0.4,2,0.241,0.176,0.467
10PB,0.4,4,0.223,0.131,0.467
10PB,0.4,6,0.212,0.1,0.467
10PB,0.4,8,0.206,0.078,0.467
10PB,0.4,10,0.202,0.062,0.467
10PB,0.4,12,0.199,0.05,0.467
10PB,0.4,14,0.197,0.043,0.467
10PB,0.4,16,0.195,0.036,0.467
10PB,0.4,18,0.193,0.029,0.467
10PB,0.4,20,0.192,0.024,0.467
10PB,0.4,22,0.191,0.018,0.467
10PB,0.4,24,0.19,0.013,0.467
10PB,0.4,26,0.188,0.008,0.467
10PB,0.4,28,0.187,0.004,0.467
10PB,0.6,2,0.257,0.204,0.699
10PB,0.6,4,0.237,0.157,0.699
10PB,0.6,6,0.225,0.124,0.699
10PB,0.6,8,0.216,0.098,0.699
10PB,0.6,10,0.211,0.082,0.699
10PB,0.6,12,0.208,0.07,0.699
10PB,0.6,14,0.204,0.058,0.699
10PB,0.6,16,0.202,0.05,0.699
10PB,0.6,18,0.2,0.042,0.699
10PB,0.6,20,0.198,0.035,0.699
10PB,0.6,22,0.196,0.029,0.699
10PB,0.6,24,0.195,0.024,0.699
10PB,0.6,26,0.194,0.018,0.699
10PB,0.6,28,0.192,0.012,0.699
10PB,0.6,30,0.19,0.006,0.699
10PB,0.8,2,0.263,0.219,0.943
10PB,0.8,4,0.242,0.17,0.943
10PB,0.8,6,0.229,0.137,0.943
10PB,0.8,8,0.22,0.112,0.943
10PB,0.8,10,0.215,0.097,0.943
10PB,0.8,12,0.21,0.081,0.943
10PB,0.8,14,0.206,0.068,0.943
10PB,0.8,16,0.203,0.057,0.943
10PB,0.8,18,0.2,0.05,0.943
10PB,0.8,20,0.199,0.043,0.943
10PB,0.8,22,0.197,0.036,0.943
10PB,0.8,24,0.196,0.03,0.943
10PB,0.8,26,0.194,0.026,0.943
10PB,0.8,28,0.193,0.021,0.943
10PB,0.8,30,0.192,0.018,0.943
10PB,0.8,32,0.191,0.014,0.943
10PB,0.8,34,0.19,0.01,0.943
10PB,0.8,36,0.189,0.008,0.943
10PB,1,2,0.2677,0.228,1.21
10PB,1,4,0.2459,0.1828,1.21
10PB,1,6,0.229,0.147,1.21
10PB,1,8,0.219,0.1228,1.21
10PB,1,10,0.212,0.1029,1.21
10PB,1,12,0.207,0.0869,1.21
10PB,1,14,0.2038,0.0745,1.21
10PB,1,16,0.2008,0.0638,1.21
10PB,1,18,0.1991,0.0564,1.21
10PB,1,20,0.1976,0.0493,1.21
10PB,1,22,0.1965,0.0436,1.21
10PB,1,24,0.1952,0.038,1.21
10PB,1,26,0.1942,0.0326,1.21
10PB,1,28,0.1936,0.0281,1.21
10PB,1,30,0.1928,0.024,1.21
10PB,1,32,0.193,0.021,1.21
10PB,1,34,0.193,0.019,1.21
10PB,1,36,0.193,0.016,1.21
10PB,1,38,0.193,0.014,1.21
10PB,1,40,0.193,0.013,1.21
10PB,1,42,0.192,0.011,1.21
10PB,1,44,0.192,0.009,1.21
10PB,1,46,0.192,0.007,1.21
10PB,1,48,0.192,0.005,1.21
10PB,2,2,0.2803,0.2567,3.126
10PB,2,4,0.26,0.2162,3.126
10PB,2,6,0.244,0.184,3.126
10PB,2,8,0.2294,0.1551,3.126
10PB,2,10,0.22,0.133,3.126
10PB,2,12,0.2139,0.117,3.126
10PB,2,14,0.2087,0.1026,3.126
10PB,2,16,0.2052,0.091,3.126
10PB,2,18,0.2021,0.0808,3.126
10PB,2,20,0.1998,0.0718,3.126
10PB,2,22,0.1978,0.0643,3.126
10PB,2,24,0.1962,0.0578,3.126
10PB,2,26,0.1949,0.052,3.126
10PB,2,28,0.1937,0.0471,3.126
10PB,2,30,0.1925,0.042,3.126
10PB,2,32,0.1918,0.0379,3.126
10PB,2,34,0.1911,0.0344,3.126
10PB,2,36,0.19,0.031,3.126
10PB,2,38,0.19,0.028,3.126
10PB,2,40,0.19,0.025,3.126
10PB,2,42,0.189,0.022,3.126
10PB,2,44,0.189,0.019,3.126
10PB,2,46,0.189,0.016,3.126
10PB,2,48,0.188,0.013,3.126
10PB,2,50,0.188,0.01,3.126
10PB,3,2,0.2847,0.267,6.55
10PB,3,4,0.266,0.2319,6.55
10PB,3,6,0.2511,0.2031,6.55
10PB,3,8,0.2387,0.1786,6.55
10PB,3,10,0.2278,0.1565,6.55
10PB,3,12,0.2206,0.1407,6.55
10PB,3,14,0.2142,0.125,6.55
10PB,3,16,0.2092,0.1118,6.55
10PB,3,18,0.206,0.102,6.55
10PB,3,20,0.203,0.093,6.55
10PB,3,22,0.2004,0.0847,6.55
10PB,3,24,0.1982,0.0772,6.55
10PB,3,26,0.1963,0.0708,6.55
10PB,3,28,0.195,0.065,6.55
10PB,3,30,0.1938,0.0599,6.55
10PB,3,32,0.1926,0.0542,6.55
10PB,3,34,0.1918,0.0503,6.55
10PB,3,36,0.19,0.046,6.55
10PB,3,38,0.19,0.042,6.55
10PB,3,40,0.189,0.038,6.55
10PB,3,42,0.189,0.034,6.55
10PB,3,44,0.188,0.031,6.55
10PB,3,46,0.188,0.028,6.55
10PB,3,48,0.188,0.025,6.55
10PB,3,50,0.188,0.022,6.55
10PB,4,2,0.2911,0.2804,12
10PB,4,4,0.2759,0.2522,12
10PB,4,6,0.2618,0.2263,12
10PB,4,8,0.2497,0.2038,12
10PB,4,10,0.2388,0.1837,12
10PB,4,12,0.2298,0.1659,12
10PB,4,14,0.222,0.1503,12
10PB,4,16,0.217,0.1373,12
10PB,4,18,0.212,0.1256,12
10PB,4,20,0.2075,0.114,12
10PB,4,22,0.2048,0.1064,12
