H,V,C,x,y,Y
2.5B,9,10,0.211,0.29,78.66
2.5B,9,12,0.193,0.284,78.66
2.5B,9,14,0.176,0.278,78.66
2.5B,9,16,0.158,0.271,78.66
2.5B,10,2,0.293,0.313,102.57
2.5B,10,4,0.27,0.308,102.57
2.5B,10,6,0.249,0.304,102.57
2.5B,10,8,0.232,0.299,102.57
2.5B,10,10,0.215,0.293,102.57
5B,0.2,2,0.111,0.164,0.237
5B,0.2,4,0.063,0.114,0.237
5B,0.4,2,0.172,0.223,0.467
5B,0.4,4,0.102,0.159,0.467
5B,0.4,6,0.067,0.119,0.467
5B,0.6,2,0.202,0.245,0.699
5B,0.6,4,0.134,0.187,0.699
5B,0.6,6,0.088,0.145,0.699
5B,0.6,8,0.044,0.1,0.699
5B,0.8,2,0.218,0.258,0.943
5B,0.8,4,0.154,0.207,0.943
5B,0.8,6,0.106,0.163,0.943
5B,0.8,8,0.069,0.127,0.943
5B,1,2,0.2291,0.2677,1.21
5B,1,4,0.1667,0.2168,1.21
5B,1,6,0.1212,0.1745,1.21
5B,1,8,0.084,0.139,1.21
5B,1,10,0.055,0.103,1.21
5B,2,2,0.2559,0.2874,3.126
5B,2,4,0.2048,0.2518,3.126
5B,2,6,0.1617,0.2162,3.126
5B,2,8,0.1245,0.1827,3.126
5B,2,10,0.0965,0.1558,3.126
5B,2,12,0.077,0.136,3.126
5B,3,2,0.2617,0.2921,6.55
5B,3,4,0.2176,0.2632,6.55
5B,3,6,0.1835,0.2375,6.55
5B,3,8,0.1527,0.2119,6.55
5B,3,10,0.1259,0.1879,6.55
5B,3,12,0.1042,0.1681,6.55
5B,3,14,0.086,0.15,6.55
5B,3,16,0.071,0.137,6.55
5B,4,2,0.2723,0.2992,12
5B,4,4,0.2363,0.2782,12
5B,4,6,0.206,0.2572,12
5B,4,8,0.1759,0.2345,12
5B,4,10,0.1512,0.2148,12
5B,4,12,0.1299,0.1963,12
5B,4,14,0.1098,0.1785,12
5B,4,16,0.094,0.163,12
5B,4,18,0.079,0.15,12
5B,5,2,0.2794,0.3032,19.77
5B,5,4,0.2493,0.2879,19.77
5B,5,6,0.2215,0.2701,19.77
5B,5,8,0.1958,0.2519,19.77
5B,5,10,0.1729,0.2347,19.77
5B,5,12,0.1505,0.2172,19.77
5B,5,14,0.132,0.2021,19.77
5B,5,16,0.1132,0.1863,19.77
5B,5,18,0.098,0.172,19.77
5B,5,20,0.086,0.16,19.77
5B,6,2,0.2842,0.3063,30.03
5B,6,4,0.2579,0.2938,30.03
5B,6,6,0.232,0.2789,30.03
5B,6,8,0.2088,0.2635,30.03
5B,6,10,0.1883,0.2487,30.03
5B,6,12,0.1685,0.2339,30.03
5B,6,14,0.1496,0.2193,30.03
5B,6,16,0.131,0.2048,30.03
5B,6,18,0.117,0.192,30.03
5B,6,20,0.102,0.181,30.03
5B,7,2,0.2875,0.3078,43.06
5B,7,4,0.2633,0.2972,43.06
5B,7,6,0.241,0.2854,43.06
5B,7,8,0.2204,0.2729,43.06
5B,7,10,0.1986,0.2579,43.06
5B,7,12,0.1778,0.243,43.06
5B,7,14,0.1615,0.2307,43.06
5B,7,16,0.145,0.219,43.06
5B,7,18,0.128,0.206,43.06
5B,7,20,0.114,0.195,43.06
5B,8,2,0.2908,0.3096,59.1
5B,8,4,0.2671,0.2998,59.1
5B,8,6,0.2457,0.2888,59.1
5B,8,8,0.2237,0.2761,59.1
5B,8,10,0.204,0.263,59.1
5B,8,12,0.182,0.247,59.1
5B,8,14,0.166,0.236,59.1
5B,8,16,0.148,0.221,59.1
5B,8,18,0.132,0.207,59.1
5B,9,2,0.2919,0.3102,78.66
5B,9,4,0.2675,0.3005,78.66
5B,9,6,0.246,0.29,78.66
5B,9,8,0.228,0.281,78.66
5B,9,10,0.21,0.272,78.66
5B,9,12,0.191,0.26,78.66
5B,9,14,0.175,0.251,78.66
5B,9,16,0.157,0.241,78.66
5B,10,2,0.294,0.312,102.57
5B,10,4,0.268,0.302,102.57
5B,10,6,0.248,0.296,102.57
5B,10,8,0.23,0.288,102.57
7.5B,0.2,2,0.121,0.157,0.237
7.5B,0.2,4,0.074,0.109,0.237
7.5B,0.4,2,0.176,0.213,0.467
7.5B,0.4,4,0.113,0.151,0.467
7.5B,0.4,6,0.081,0.111,0.467
7.5B,0.6,2,0.204,0.235,0.699
7.5B,0.6,4,0.143,0.178,0.699
7.5B,0.6,6,0.099,0.136,0.699
7.5B,0.6,8,0.06,0.096,0.699
7.5B,0.8,2,0.22,0.249,0.943
7.5B,0.8,4,0.16,0.196,0.943
7.5B,0.8,6,0.115,0.153,0.943
7.5B,0.8,8,0.082,0.12,0.943
7.5B,0.8,10,0.049,0.089,0.943
7.5B,1,2,0.2291,0.2579,1.21
7.5B,1,4,0.1716,0.2048,1.21
7.5B,1,6,0.1303,0.1639,1.21
7.5B,1,8,0.0968,0.128,1.21
7.5B,1,10,0.071,0.097,1.21
7.5B,2,2,0.2545,0.2799,3.126
7.5B,2,4,0.2063,0.24,3.126
7.5B,2,6,0.1658,0.2026,3.126
7.5B,2,8,0.1313,0.1692,3.126
7.5B,2,10,0.1051,0.1422,3.126
7.5B,2,12,0.088,0.124,3.126
7.5B,2,14,0.07,0.106,3.126
7.5B,3,2,0.2616,0.2857,6.55
7.5B,3,4,0.22,0.2536,6.55
7.5B,3,6,0.1875,0.2258,6.55
7.5B,3,8,0.1583,0.1987,6.55
7.5B,3,10,0.1343,0.1756,6.55
7.5B,3,12,0.1131,0.1542,6.55
7.5B,3,14,0.095,0.136,6.55
7.5B,3,16,0.083,0.123,6.55
7.5B,4,2,0.2733,0.2947,12
7.5B,4,4,0.2388,0.2704,12
7.5B,4,6,0.2102,0.247,12
7.5B,4,8,0.1821,0.2232,12
7.5B,4,10,0.1601,0.2028,12
7.5B,4,12,0.1393,0.1837,12
7.5B,4,14,0.1204,0.1655,12
7.5B,4,16,0.102,0.149,12
7.5B,4,18,0.091,0.138,12
7.5B,5,2,0.2803,0.3,19.77
7.5B,5,4,0.2511,0.2808,19.77
7.5B,5,6,0.2248,0.2612,19.77
7.5B,5,8,0.2007,0.2417,19.77
7.5B,5,10,0.1792,0.223,19.77
7.5B,5,12,0.1584,0.2042,19.77
7.5B,5,14,0.1404,0.1878,19.77
7.5B,5,16,0.123,0.1711,19.77
7.5B,5,18,0.109,0.157,19.77
7.5B,5,20,0.098,0.146,19.77
7.5B,6,2,0.2854,0.3037,30.03
7.5B,6,4,0.2602,0.2881,30.03
7.5B,6,6,0.2352,0.2708,30.03
7.5B,6,8,0.2132,0.2537,30.03
7.5B,6,10,0.1934,0.2374,30.03
7.5B,6,12,0.1734,0.2203,30.03
7.5B,6,14,0.1556,0.2043,30.03
7.5B,6,16,0.1376,0.1879,30.03
7.5B,6,18,0.123,0.174,30.03
7.5B,6,20,0.111,0.162,30.03
7.5B,6,22,0.1,0.151,30.03
7.5B,7,2,0.2888,0.3058,43.06
7.5B,7,4,0.2651,0.2927,43.06
7.5B,7,6,0.2436,0.2787,43.06
7.5B,7,8,0.2225,0.2631,43.06
7.5B,7,10,0.2016,0.2466,43.06
7.5B,7,12,0.1818,0.2303,43.06
7.5B,7,14,0.165,0.216,43.06
7.5B,7,16,0.149,0.202,43.06
7.5B,7,18,0.132,0.187,43.06
7.5B,7,20,0.121,0.175,43.06
7.5B,8,2,0.2922,0.3077,59.1
7.5B,8,4,0.2688,0.2956,59.1
7.5B,8,6,0.2472,0.2821,59.1
7.5B,8,8,0.2252,0.2668,59.1
7.5B,8,10,0.205,0.25,59.1
7.5B,8,12,0.184,0.233,59.1
7.5B,8,14,0.168,0.219,59.1
7.5B,8,16,0.151,0.204,59.1
7.5B,9,2,0.2937,0.3087,78.66
7.5B,9,4,0.2688,0.2961,78.66
7.5B,9,6,0.247,0.285,78.66
7.5B,9,8,0.228,0.273,78.66
7.5B,9,10,0.211,0.262,78.66
7.5B,9,12,0.194,0.252,78.66
7.5B,10,2,0.295,0.31,102.57
7.5B,10,4,0.269,0.298,102.57
7.5B,10,6,0.249,0.287,102.57
10B,0.2,2,0.133,0.149,0.237
10B,0.2,4,0.088,0.102,0.237
10B,0.2,6,0.063,0.074,0.237
10B,0.4,2,0.183,0.203,0.467
10B,0.4,4,0.126,0.145,0.467
10B,0.4,6,0.093,0.105,0.467
10B,0.4,8,0.067,0.067,0.467
10B,0.6,2,0.209,0.227,0.699
10B,0.6,4,0.153,0.172,0.699
10B,0.6,6,0.115,0.128,0.699
10B,0.6,8,0.084,0.091,0.699
10B,0.8,2,0.222,0.241,0.943
10B,0.8,4,0.168,0.187,0.943
10B,0.8,6,0.128,0.145,0.943
10B,0.8,8,0.097,0.112,0.943
10B,0.8,10,0.071,0.083,0.943
10B,1,2,0.2309,0.2491,1.21
10B,1,4,0.1783,0.1974,1.21
10B,1,6,0.1392,0.1563,1.21
10B,1,8,0.1077,0.1218,1.21
10B,1,10,0.084,0.094,1.21
10B,2,2,0.2558,0.2725,3.126
10B,2,4,0.2102,0.2313,3.126
10B,2,6,0.1716,0.1937,3.126
10B,2,8,0.1396,0.1603,3.126
10B,2,10,0.1157,0.1346,3.126
10B,2,12,0.099,0.115,3.126
10B,2,14,0.083,0.097,3.126
10B,3,2,0.2631,0.2801,6.55
10B,3,4,0.2246,0.2467,6.55
10B,3,6,0.1933,0.2173,6.55
10B,3,8,0.1658,0.1905,6.55
10B,3,10,0.1432,0.1675,6.55
10B,3,12,0.1228,0.146,6.55
10B,3,14,0.1065,0.1285,6.55
10B,3,16,0.095,0.115,6.55
10B,3,18,0.084,0.1,6.55
10B,4,2,0.2753,0.291,12
10B,4,4,0.2429,0.2648,12
10B,4,6,0.2157,0.2407,12
10B,4,8,0.1893,0.216,12
10B,4,10,0.1681,0.1954,12
10B,4,12,0.1487,0.176,12
10B,4,14,0.131,0.158,12
10B,4,16,0.1155,0.1416,12
10B,4,18,0.103,0.128,12
10B,4,20,0.092,0.117,12
10B,5,2,0.2821,0.2966,19.77
10B,5,4,0.2547,0.2757,19.77
10B,5,6,0.2299,0.2548,19.77
10B,5,8,0.2067,0.2344,19.77
10B,5,10,0.186,0.2149,19.77
10B,5,12,0.1666,0.1964,19.77
10B,5,14,0.1492,0.1797,19.77
10B,5,16,0.1326,0.1632,19.77
10B,5,18,0.1203,0.1505,19.77
10B,5,20,0.108,0.137,19.77
10B,5,22,0.096,0.126,19.77
10B,6,2,0.2871,0.3012,30.03
10B,6,4,0.2637,0.284,30.03
10B,6,6,0.2399,0.265,30.03
10B,6,8,0.2189,0.2468,30.03
10B,6,10,0.2,0.2298,30.03
10B,6,12,0.1803,0.2114,30.03
10B,6,14,0.1629,0.1947,30.03
10B,6,16,0.1454,0.1778,30.03
10B,6,18,0.131,0.164,30.03
10B,6,20,0.12,0.153,30.03
10B,6,22,0.111,0.144,30.03
10B,6,24,0.099,0.133,30.03
10B,7,2,0.2908,0.3039,43.06
10B,7,4,0.2685,0.2886,43.06
10B,7,6,0.2478,0.2728,43.06
10B,7,8,0.2277,0.2559,43.06
10B,7,10,0.2078,0.2382,43.06
10B,7,12,0.1883,0.2203,43.06
10B,7,14,0.172,0.206,43.06
10B,7,16,0.156,0.19,43.06
10B,7,18,0.141,0.176,43.06
10B,7,20,0.128,0.162,43.06
10B,8,2,0.2935,0.3062,59.1
10B,8,4,0.2718,0.2911,59.1
10B,8,6,0.2512,0.276,59.1
10B,8,8,0.2294,0.2587,59.1
10B,8,10,0.21,0.242,59.1
10B,8,12,0.19,0.224,59.1
10B,8,14,0.174,0.206,59.1
10B,9,2,0.2949,0.3076,78.66
10B,9,4,0.2712,0.2924,78.66
10B,9,6,0.25,0.278,78.66
10B,9,8,0.233,0.265,78.66
10B,9,10,0.216,0.25,78.66
10B,10,2,0.296,0.309,102.57
10B,10,4,0.272,0.294,102.57
10B,10,6,0.251,0.28,102.57
