H,V,C,x,y,Y
2.5R,4,24,0.654,0.236,12
2.5R,5,2,0.336,0.3158,19.77
2.5R,5,4,0.366,0.3148,19.77
2.5R,5,6,0.396,0.313,19.77
2.5R,5,8,0.4252,0.3101,19.77
2.5R,5,10,0.4533,0.3058,19.77
2.5R,5,12,0.482,0.3002,19.77
2.5R,5,14,0.5047,0.295,19.77
2.5R,5,16,0.53,0.288,19.77
2.5R,5,18,0.554,0.2804,19.77
2.5R,5,20,0.5784,0.2719,19.77
2.5R,5,22,0.593,0.265,19.77
2.5R,5,24,0.607,0.259,19.77
2.5R,5,26,0.62,0.253,19.77
2.5R,5,28,0.631,0.248,19.77
2.5R,6,2,0.3318,0.3166,30.03
2.5R,6,4,0.3566,0.3163,30.03
2.5R,6,6,0.3832,0.3158,30.03
2.5R,6,8,0.4065,0.3144,30.03
2.5R,6,10,0.432,0.3118,30.03
2.5R,6,12,0.4568,0.3082,30.03
2.5R,6,14,0.479,0.3041,30.03
2.5R,6,16,0.5041,0.2983,30.03
2.5R,6,18,0.5262,0.2928,30.03
2.5R,6,20,0.545,0.288,30.03
2.5R,6,22,0.561,0.282,30.03
2.5R,6,24,0.574,0.276,30.03
2.5R,6,26,0.588,0.271,30.03
2.5R,6,28,0.597,0.265,30.03
2.5R,7,2,0.3284,0.317,43.06
2.5R,7,4,0.3499,0.3171,43.06
2.5R,7,6,0.3728,0.317,43.06
2.5R,7,8,0.3961,0.316,43.06
2.5R,7,10,0.4183,0.3144,43.06
2.5R,7,12,0.4435,0.3119,43.06
2.5R,7,14,0.466,0.3082,43.06
2.5R,7,16,0.4885,0.3039,43.06
2.5R,7,18,0.507,0.3,43.06
2.5R,7,20,0.523,0.296,43.06
2.5R,7,22,0.536,0.291,43.06
2.5R,7,24,0.553,0.287,43.06
2.5R,8,2,0.3236,0.3169,59.1
2.5R,8,4,0.346,0.3177,59.1
2.5R,8,6,0.3671,0.3175,59.1
2.5R,8,8,0.39,0.3171,59.1
2.5R,8,10,0.4125,0.316,59.1
2.5R,8,12,0.439,0.314,59.1
2.5R,8,14,0.46,0.311,59.1
2.5R,8,16,0.476,0.308,59.1
2.5R,8,18,0.493,0.306,59.1
2.5R,8,20,0.51,0.303,59.1
2.5R,9,2,0.322,0.3168,78.66
2.5R,9,4,0.3445,0.3179,78.66
2.5R,9,6,0.3665,0.3183,78.66
2.5R,9,8,0.384,0.318,78.66
2.5R,9,10,0.406,0.316,78.66
2.5R,9,12,0.429,0.314,78.66
2.5R,9,14,0.448,0.311,78.66
2.5R,10,2,0.324,0.318,102.57
2.5R,10,4,0.345,0.318,102.57
2.5R,10,6,0.366,0.318,102.57
2.5R,10,8,0.385,0.318,102.57
5R,0.2,2,0.501,0.204,0.237
5R,0.2,4,0.556,0.159,0.237
5R,0.4,2,0.441,0.255,0.467
5R,0.4,4,0.498,0.219,0.467
5R,0.4,6,0.537,0.19,0.467
5R,0.4,8,0.575,0.161,0.467
5R,0.6,2,0.411,0.274,0.699
5R,0.6,4,0.469,0.246,0.699
5R,0.6,6,0.514,0.221,0.699
5R,0.6,8,0.551,0.197,0.699
5R,0.6,10,0.586,0.176,0.699
5R,0.8,2,0.399,0.286,0.943
5R,0.8,4,0.45,0.261,0.943
5R,0.8,6,0.496,0.237,0.943
5R,0.8,8,0.536,0.214,0.943
5R,0.8,10,0.565,0.197,0.943
5R,0.8,12,0.591,0.18,0.943
5R,1,2,0.3908,0.2929,1.21
5R,1,4,0.442,0.2728,1.21
5R,1,6,0.4885,0.2515,1.21
5R,1,8,0.5282,0.2297,1.21
5R,1,10,0.5604,0.21,1.21
5R,1,12,0.595,0.187,1.21
5R,2,2,0.3692,0.3111,3.126
5R,2,4,0.4184,0.3032,3.126
5R,2,6,0.4642,0.2934,3.126
5R,2,8,0.5143,0.28,3.126
5R,2,10,0.5557,0.2633,3.126
5R,2,12,0.593,0.2465,3.126
5R,2,14,0.6302,0.2287,3.126
5R,2,16,0.659,0.212,3.126
5R,3,2,0.3645,0.319,6.55
5R,3,4,0.4148,0.319,6.55
5R,3,6,0.4592,0.3168,6.55
5R,3,8,0.5064,0.3114,6.55
5R,3,10,0.55,0.3024,6.55
5R,3,12,0.5884,0.2904,6.55
5R,3,14,0.6204,0.2789,6.55
5R,3,16,0.652,0.266,6.55
5R,3,18,0.682,0.251,6.55
5R,3,20,0.71,0.234,6.55
5R,4,2,0.3508,0.32,12
5R,4,4,0.3916,0.3223,12
5R,4,6,0.4299,0.3226,12
5R,4,8,0.469,0.3209,12
5R,4,10,0.5043,0.3176,12
5R,4,12,0.5385,0.3129,12
5R,4,14,0.5734,0.3057,12
5R,4,16,0.6039,0.2978,12
5R,4,18,0.6329,0.2881,12
5R,4,20,0.658,0.278,12
5R,4,22,0.678,0.27,12
5R,4,24,0.699,0.26,12
5R,5,2,0.3392,0.3192,19.77
5R,5,4,0.374,0.322,19.77
5R,5,6,0.4078,0.3238,19.77
5R,5,8,0.4413,0.324,19.77
5R,5,10,0.4747,0.3227,19.77
5R,5,12,0.5071,0.3194,19.77
5R,5,14,0.5341,0.3158,19.77
5R,5,16,0.5637,0.3102,19.77
5R,5,18,0.5918,0.3038,19.77
5R,5,20,0.6142,0.297,19.77
5R,5,22,0.634,0.29,19.77
5R,5,24,0.648,0.284,19.77
5R,5,26,0.662,0.279,19.77
5R,5,28,0.674,0.274,19.77
5R,6,2,0.3343,0.319,30.03
5R,6,4,0.3628,0.3221,30.03
5R,6,6,0.3921,0.3244,30.03
5R,6,8,0.4187,0.3251,30.03
5R,6,10,0.448,0.325,30.03
5R,6,12,0.476,0.3234,30.03
5R,6,14,0.502,0.3212,30.03
5R,6,16,0.5297,0.3179,30.03
5R,6,18,0.5552,0.3138,30.03
5R,6,20,0.575,0.309,30.03
5R,6,22,0.593,0.304,30.03
5R,6,24,0.607,0.299,30.03
5R,6,26,0.618,0.295,30.03
5R,6,28,0.632,0.289,30.03
5R,6,30,0.643,0.283,30.03
5R,7,2,0.3306,0.319,43.06
5R,7,4,0.3552,0.3222,43.06
5R,7,6,0.3805,0.3244,43.06
5R,7,8,0.4067,0.3256,43.06
5R,7,10,0.432,0.326,43.06
5R,7,12,0.4595,0.3252,43.06
5R,7,14,0.4848,0.3238,43.06
5R,7,16,0.51,0.321,43.06
5R,7,18,0.53,0.318,43.06
5R,7,20,0.547,0.315,43.06
5R,7,22,0.563,0.311,43.06
5R,7,24,0.58,0.306,43.06
5R,8,2,0.3254,0.3186,59.1
5R,8,4,0.351,0.3224,59.1
5R,8,6,0.3743,0.3248,59.1
5R,8,8,0.4001,0.3263,59.1
5R,8,10,0.4249,0.327,59.1
5R,8,12,0.454,0.326,59.1
5R,8,14,0.476,0.325,59.1
5R,8,16,0.494,0.324,59.1
5R,8,18,0.513,0.322,59.1
5R,9,2,0.324,0.3188,78.66
5R,9,4,0.3495,0.3226,78.66
5R,9,6,0.3734,0.3256,78.66
5R,9,8,0.395,0.326,78.66
5R,9,10,0.418,0.326,78.66
5R,9,12,0.444,0.325,78.66
5R,10,2,0.326,0.32,102.57
5R,10,4,0.348,0.322,102.57
5R,10,6,0.372,0.325,102.57
5R,10,8,0.392,0.326,102.57
7.5R,0.2,2,0.543,0.224,0.237
7.5R,0.2,4,0.626,0.178,0.237
7.5R,0.4,2,0.466,0.272,0.467
7.5R,0.4,4,0.539,0.238,0.467
7.5R,0.4,6,0.588,0.208,0.467
7.5R,0.4,8,0.635,0.176,0.467
7.5R,0.6,2,0.431,0.29,0.699
7.5R,0.6,4,0.502,0.264,0.699
7.5R,0.6,6,0.558,0.24,0.699
7.5R,0.6,8,0.604,0.214,0.699
7.5R,0.6,10,0.64,0.192,0.699
7.5R,0.8,2,0.411,0.297,0.943
7.5R,0.8,4,0.477,0.276,0.943
7.5R,0.8,6,0.534,0.255,0.943
7.5R,0.8,8,0.584,0.234,0.943
7.5R,0.8,10,0.624,0.216,0.943
7.5R,0.8,12,0.66,0.199,0.943
7.5R,1,2,0.402,0.3034,1.21
7.5R,1,4,0.466,0.2888,1.21
7.5R,1,6,0.5235,0.2698,1.21
7.5R,1,8,0.5722,0.2487,1.21
7.5R,1,10,0.6111,0.229,1.21
7.5R,1,12,0.654,0.204,1.21
7.5R,2,2,0.3751,0.3181,3.126
7.5R,2,4,0.4335,0.3169,3.126
7.5R,2,6,0.4875,0.3123,3.126
7.5R,2,8,0.5433,0.3027,3.126
7.5R,2,10,0.5952,0.2874,3.126
7.5R,2,12,0.6392,0.2704,3.126
7.5R,2,14,0.6791,0.252,3.126
7.5R,2,16,0.714,0.234,3.126
7.5R,3,2,0.369,0.3248,6.55
7.5R,3,4,0.424,0.3302,6.55
7.5R,3,6,0.4738,0.3316,6.55
7.5R,3,8,0.5251,0.3297,6.55
7.5R,3,10,0.573,0.324,6.55
7.5R,3,12,0.6158,0.3129,6.55
7.5R,3,14,0.6492,0.3012,6.55
7.5R,3,16,0.6817,0.2872,6.55
7.5R,3,18,0.714,0.271,6.55
7.5R,3,20,0.747,0.251,6.55
7.5R,4,2,0.3538,0.3236,12
7.5R,4,4,0.399,0.33,12
7.5R,4,6,0.4415,0.334,12
7.5R,4,8,0.485,0.3359,12
7.5R,4,10,0.5235,0.3351,12
7.5R,4,12,0.5603,0.3321,12
7.5R,4,14,0.5959,0.3269,12
7.5R,4,16,0.626,0.3192,12
7.5R,4,18,0.6538,0.31,12
7.5R,4,20,0.6806,0.2988,12
7.5R,4,22,0.703,0.291,12
7.5R,4,24,0.726,0.28,12
7.5R,5,2,0.3425,0.3229,19.77
7.5R,5,4,0.3806,0.3294,19.77
7.5R,5,6,0.418,0.3348,19.77
7.5R,5,8,0.4563,0.3387,19.77
7.5R,5,10,0.4927,0.3399,19.77
7.5R,5,12,0.528,0.3389,19.77
7.5R,5,14,0.559,0.337,19.77
7.5R,5,16,0.5901,0.3331,19.77
7.5R,5,18,0.6161,0.3277,19.77
7.5R,5,20,0.6388,0.3216,19.77
7.5R,5,22,0.661,0.317,19.77
7.5R,5,24,0.68,0.312,19.77
7.5R,5,26,0.692,0.307,19.77
7.5R,5,28,0.708,0.302,19.77
7.5R,6,2,0.3381,0.3228,30.03
7.5R,6,4,0.3692,0.3291,30.03
7.5R,6,6,0.4,0.334,30.03
7.5R,6,8,0.4318,0.3383,30.03
7.5R,6,10,0.4655,0.3412,30.03
7.5R,6,12,0.4961,0.3428,30.03
7.5R,6,14,0.5265,0.3431,30.03
7.5R,6,16,0.556,0.342,30.03
7.5R,6,18,0.5829,0.3396,30.03
7.5R,6,20,0.603,0.336,30.03
7.5R,6,22,0.625,0.333,30.03
7.5R,6,24,0.639,0.33,30.03
7.5R,6,26,0.652,0.326,30.03
7.5R,6,28,0.667,0.321,30.03
7.5R,6,30,0.679,0.316,30.03
7.5R,7,2,0.3335,0.322,43.06
7.5R,7,4,0.3611,0.3282,43.06
7.5R,7,6,0.3888,0.3336,43.06
7.5R,7,8,0.4196,0.3382,43.06
7.5R,7,10,0.447,0.3413,43.06
7.5R,7,12,0.4777,0.3435,43.06
7.5R,7,14,0.5059,0.345,43.06
7.5R,7,16,0.5341,0.3452,43.06
7.5R,7,18,0.554,0.343,43.06
7.5R,7,20,0.573,0.341,43.06
7.5R,7,22,0.592,0.338,43.06
7.5R,7,24,0.607,0.335,43.06
7.5R,7,26,0.622,0.332,43.06
7.5R,8,2,0.3277,0.3211,59.1
7.5R,8,4,0.3564,0.3279,59.1
7.5R,8,6,0.383,0.3335,59.1
7.5R,8,8,0.4118,0.3385,59.1
7.5R,8,10,0.4388,0.3419,59.1
7.5R,8,12,0.47,0.345,59.1
7.5R,8,14,0.492,0.344,59.1
7.5R,8,16,0.514,0.344,59.1
7.5R,8,18,0.536,0.343,59.1
7.5R,8,20,0.553,0.343,59.1
7.5R,9,2,0.3263,0.321,78.66
7.5R,9,4,0.3551,0.3283,78.66
7.5R,9,6,0.3812,0.3348,78.66
7.5R,9,8,0.407,0.338,78.66
7.5R,9,10,0.431,0.34,78.66
7.5R,9,12,0.457,0.34,78.66
7.5R,9,14,0.48,0.34,78.66
7.5R,10,2,0.329,0.322,102.57
7.5R,10,4,0.354,0.329,102.57
7.5R,10,6,0.38,0.334,102.57
7.5R,10,8,0.402,0.337,102.57
10R,0.2,2,0.592,0.246,0.237
10R,0.2,4,0.696,0.198,0.237
10R,0.4,2,0.49,0.289,0.467
10R,0.4,4,0.582,0.258,0.467
10R,0.4,6,0.649,0.229,0.467
10R,0.4,8,0.706,0.196,0.467
10R,0.6,2,0.447,0.305,0.699
10R,0.6,4,0.537,0.284,0.699
10R,0.6,6,0.605,0.261,0.699
10R,0.6,8,0.66,0.235,0.699
10R,0.6,10,0.704,0.214,0.699
10R,0.8,2,0.423,0.309,0.943
10R,0.8,4,0.508,0.296,0.943
10R,0.8,6,0.578,0.28,0.943
10R,0.8,8,0.635,0.259,0.943
10R,0.8,10,0.685,0.24,0.943
10R,0.8,12,0.725,0.218,0.943
10R,1,2,0.4128,0.3154,1.21
10R,1,4,0.4933,0.3068,1.21
10R,1,6,0.5584,0.2921,1.21
10R,1,8,0.6178,0.2713,1.21
10R,1,10,0.6661,0.2499,1.21
10R,1,12,0.711,0.227,1.21
10R,2,2,0.3811,0.3274,3.126
10R,2,4,0.4481,0.333,3.126
10R,2,6,0.5095,0.3331,3.126
10R,2,8,0.5713,0.3259,3.126
10R,2,10,0.6247,0.312,3.126
10R,2,12,0.6732,0.2937,3.126
10R,2,14,0.7165,0.2734,3.126
10R,2,16,0.752,0.254,3.126
10R,3,2,0.3728,0.3314,6.55
10R,3,4,0.4308,0.3412,6.55
10R,3,6,0.4854,0.3467,6.55
10R,3,8,0.5393,0.3477,6.55
10R,3,10,0.5871,0.344,6.55
10R,3,12,0.6322,0.3361,6.55
10R,3,14,0.6703,0.3249,6.55
10R,3,16,0.703,0.314,6.55
10R,3,18,0.739,0.302,6.55
10R,3,20,0.778,0.286,6.55
10R,4,2,0.3582,0.3294,12
10R,4,4,0.4078,0.3412,12
10R,4,6,0.4535,0.35,12
10R,4,8,0.4995,0.3557,12
10R,4,10,0.5418,0.358,12
10R,4,12,0.5801,0.3588,12
10R,4,14,0.6154,0.3568,12
10R,4,16,0.6409,0.3533,12
10R,4,18,0.671,0.348,12
10R,4,20,0.698,0.344,12
10R,4,22,0.726,0.338,12
10R,4,24,0.756,0.332,12
10R,5,2,0.3465,0.3278,19.77
10R,5,4,0.3879,0.3398,19.77
10R,5,6,0.4299,0.3499,19.77
10R,5,8,0.4713,0.3575,19.77
10R,5,10,0.5113,0.363,19.77
10R,5,12,0.5481,0.366,19.77
10R,5,14,0.5771,0.3664,19.77
10R,5,16,0.6037,0.3657,19.77
10R,5,18,0.6297,0.3642,19.77
10R,5,20,0.655,0.361,19.77
10R,5,22,0.68,0.357,19.77
10R,5,24,0.702,0.354,19.77
10R,5,26,0.721,0.35,19.77
10R,6,2,0.3417,0.3268,30.03
10R,6,4,0.3768,0.3381,30.03
10R,6,6,0.4103,0.3473,30.03
10R,6,8,0.4449,0.355,30.03
10R,6,10,0.4812,0.3619,30.03
10R,6,12,0.515,0.3667,30.03
10R,6,14,0.5468,0.3697,30.03
10R,6,16,0.5741,0.3713,30.03
10R,6,18,0.6009,0.372,30.03
10R,6,20,0.624,0.371,30.03
10R,6,22,0.646,0.37,30.03
10R,6,24,0.664,0.37,30.03
10R,6,26,0.679,0.369,30.03
10R,6,28,0.696,0.368,30.03
10R,6,30,0.714,0.365,30.03
10R,7,2,0.336,0.3253,43.06
10R,7,4,0.3671,0.336,43.06
10R,7,6,0.3984,0.3452,43.06
10R,7,8,0.4308,0.3533,43.06
10R,7,10,0.46,0.3596,43.06
10R,7,12,0.493,0.3659,43.06
10R,7,14,0.5234,0.37,43.06
10R,7,16,0.5519,0.3729,43.06
10R,7,18,0.571,0.373,43.06
10R,7,20,0.592,0.374,43.06
10R,7,22,0.614,0.374,43.06
10R,7,24,0.63,0.372,43.06
10R,7,26,0.647,0.369,43.06
10R,8,2,0.3301,0.3237,59.1
10R,8,4,0.3621,0.3349,59.1
10R,8,6,0.391,0.3442,59.1
10R,8,8,0.4212,0.3526,59.1
10R,8,10,0.449,0.3589,59.1
10R,8,12,0.481,0.365,59.1
10R,8,14,0.507,0.369,59.1
10R,8,16,0.529,0.371,59.1
10R,8,18,0.551,0.374,59.1
10R,8,20,0.569,0.374,59.1
10R,8,22,0.588,0.375,59.1
10R,8,24,0.607,0.375,59.1
10R,8,26,0.625,0.375,59.1
10R,9,2,0.3284,0.3233,78.66
10R,9,4,0.36,0.3348,78.66
10R,9,6,0.388,0.3439,78.66
10R,9,8,0.416,0.35,78.66
10R,9,10,0.441,0.356,78.66
10R,9,12,0.465,0.361,78.66
10R,9,14,0.49,0.364,78.66
10R,9,16,0.51,0.368,78.66
10R,10,2,0.332,0.326,102.57
10R,10,4,0.359,0.336,102.57
10R,10,6,0.386,0.344,102.57
10R,10,8,0.411,0.349,102.57
