H,V,C,x,y,Y
2.5P,4,40,0.218,0.051,12
2.5P,5,2,0.3,0.2912,19.77
2.5P,5,4,0.2898,0.2667,19.77
2.5P,5,6,0.2806,0.2444,19.77
2.5P,5,8,0.2728,0.224,19.77
2.5P,5,10,0.2665,0.2075,19.77
2.5P,5,12,0.2608,0.1913,19.77
2.5P,5,14,0.256,0.1774,19.77
2.5P,5,16,0.2515,0.1644,19.77
2.5P,5,18,0.2476,0.1532,19.77
2.5P,5,20,0.2438,0.1419,19.77
2.5P,5,22,0.2402,0.1315,19.77
2.5P,5,24,0.2372,0.1223,19.77
2.5P,5,26,0.2348,0.114,19.77
2.5P,5,28,0.231,0.104,19.77
2.5P,5,30,0.229,0.097,19.77
2.5P,5,32,0.226,0.088,19.77
2.5P,5,34,0.223,0.08,19.77
2.5P,5,36,0.221,0.072,19.77
2.5P,5,38,0.219,0.066,19.77
2.5P,6,2,0.3016,0.296,30.03
2.5P,6,4,0.2932,0.2759,30.03
2.5P,6,6,0.2842,0.255,30.03
2.5P,6,8,0.277,0.2372,30.03
2.5P,6,10,0.2703,0.2204,30.03
2.5P,6,12,0.2647,0.2052,30.03
2.5P,6,14,0.2593,0.1909,30.03
2.5P,6,16,0.2548,0.1768,30.03
2.5P,6,18,0.2504,0.1658,30.03
2.5P,6,20,0.246,0.153,30.03
2.5P,6,22,0.242,0.142,30.03
2.5P,6,24,0.239,0.132,30.03
2.5P,6,26,0.235,0.121,30.03
2.5P,6,28,0.231,0.112,30.03
2.5P,6,30,0.228,0.102,30.03
2.5P,6,32,0.225,0.093,30.03
2.5P,7,2,0.3031,0.3,43.06
2.5P,7,4,0.295,0.281,43.06
2.5P,7,6,0.2873,0.2633,43.06
2.5P,7,8,0.2799,0.2459,43.06
2.5P,7,10,0.2729,0.2289,43.06
2.5P,7,12,0.2664,0.2127,43.06
2.5P,7,14,0.261,0.198,43.06
2.5P,7,16,0.256,0.185,43.06
2.5P,7,18,0.252,0.176,43.06
2.5P,7,20,0.248,0.162,43.06
2.5P,7,22,0.244,0.15,43.06
2.5P,7,24,0.24,0.14,43.06
2.5P,8,2,0.3048,0.304,59.1
2.5P,8,4,0.2962,0.285,59.1
2.5P,8,6,0.2881,0.2671,59.1
2.5P,8,8,0.28,0.2488,59.1
2.5P,8,10,0.274,0.231,59.1
2.5P,8,12,0.268,0.218,59.1
2.5P,8,14,0.263,0.204,59.1
2.5P,8,16,0.259,0.194,59.1
2.5P,8,18,0.255,0.183,59.1
2.5P,9,2,0.305,0.3051,78.66
2.5P,9,4,0.2963,0.2865,78.66
2.5P,9,6,0.288,0.268,78.66
2.5P,9,8,0.28,0.249,78.66
2.5P,9,10,0.273,0.23,78.66
2.5P,10,2,0.305,0.307,102.57
2.5P,10,4,0.296,0.288,102.57
2.5P,10,6,0.289,0.27,102.57
5P,0.2,2,0.275,0.129,0.237
5P,0.2,4,0.269,0.093,0.237
5P,0.2,6,0.266,0.072,0.237
5P,0.2,8,0.264,0.056,0.237
5P,0.2,10,0.263,0.047,0.237
5P,0.2,12,0.263,0.039,0.237
5P,0.2,14,0.262,0.032,0.237
5P,0.4,2,0.281,0.182,0.467
5P,0.4,4,0.272,0.138,0.467
5P,0.4,6,0.265,0.11,0.467
5P,0.4,8,0.26,0.087,0.467
5P,0.4,10,0.257,0.069,0.467
5P,0.4,12,0.253,0.057,0.467
5P,0.4,14,0.252,0.048,0.467
5P,0.4,16,0.25,0.04,0.467
5P,0.4,18,0.248,0.034,0.467
5P,0.4,20,0.247,0.028,0.467
5P,0.6,2,0.287,0.207,0.699
5P,0.6,4,0.28,0.166,0.699
5P,0.6,6,0.274,0.136,0.699
5P,0.6,8,0.27,0.11,0.699
5P,0.6,10,0.268,0.094,0.699
5P,0.6,12,0.266,0.08,0.699
5P,0.6,14,0.264,0.065,0.699
5P,0.6,16,0.263,0.056,0.699
5P,0.6,18,0.262,0.046,0.699
5P,0.6,20,0.261,0.041,0.699
5P,0.6,22,0.26,0.034,0.699
5P,0.6,24,0.26,0.03,0.699
5P,0.8,2,0.292,0.224,0.943
5P,0.8,4,0.283,0.179,0.943
5P,0.8,6,0.279,0.151,0.943
5P,0.8,8,0.275,0.127,0.943
5P,0.8,10,0.269,0.112,0.943
5P,0.8,12,0.266,0.095,0.943
5P,0.8,14,0.263,0.08,0.943
5P,0.8,16,0.262,0.069,0.943
5P,0.8,18,0.26,0.062,0.943
5P,0.8,20,0.258,0.056,0.943
5P,0.8,22,0.257,0.049,0.943
5P,0.8,24,0.256,0.044,0.943
5P,0.8,26,0.256,0.039,0.943
5P,0.8,28,0.255,0.035,0.943
5P,0.8,30,0.254,0.03,0.943
5P,1,2,0.2936,0.233,1.21
5P,1,4,0.2854,0.1927,1.21
5P,1,6,0.2794,0.1628,1.21
5P,1,8,0.2742,0.1375,1.21
5P,1,10,0.2701,0.1178,1.21
5P,1,12,0.267,0.1006,1.21
5P,1,14,0.2645,0.0863,1.21
5P,1,16,0.2625,0.0746,1.21
5P,1,18,0.2612,0.0667,1.21
5P,1,20,0.2601,0.0586,1.21
5P,1,22,0.259,0.0509,1.21
5P,1,24,0.258,0.046,1.21
5P,1,26,0.258,0.039,1.21
5P,1,28,0.257,0.034,1.21
5P,1,30,0.256,0.028,1.21
5P,1,32,0.256,0.024,1.21
5P,2,2,0.2984,0.2612,3.126
5P,2,4,0.2908,0.2261,3.126
5P,2,6,0.285,0.1992,3.126
5P,2,8,0.2791,0.1707,3.126
5P,2,10,0.2748,0.15,3.126
5P,2,12,0.2709,0.132,3.126
5P,2,14,0.2676,0.1163,3.126
5P,2,16,0.2652,0.1045,3.126
5P,2,18,0.2632,0.0935,3.126
5P,2,20,0.2612,0.0838,3.126
5P,2,22,0.2597,0.075,3.126
5P,2,24,0.2582,0.0669,3.126
5P,2,26,0.2569,0.0594,3.126
5P,2,28,0.2559,0.0525,3.126
5P,2,30,0.255,0.045,3.126
5P,2,32,0.254,0.039,3.126
5P,2,34,0.253,0.035,3.126
5P,2,36,0.252,0.031,3.126
5P,3,2,0.2997,0.27,6.55
5P,3,4,0.2928,0.2386,6.55
5P,3,6,0.287,0.2135,6.55
5P,3,8,0.2819,0.191,6.55
5P,3,10,0.2772,0.1707,6.55
5P,3,12,0.2739,0.1539,6.55
5P,3,14,0.2707,0.1397,6.55
5P,3,16,0.268,0.1272,6.55
5P,3,18,0.2657,0.1163,6.55
5P,3,20,0.2639,0.1074,6.55
5P,3,22,0.262,0.0978,6.55
5P,3,24,0.2602,0.0891,6.55
5P,3,26,0.259,0.0822,6.55
5P,3,28,0.2579,0.075,6.55
5P,3,30,0.2568,0.069,6.55
5P,3,32,0.2557,0.063,6.55
5P,3,34,0.255,0.056,6.55
5P,3,36,0.254,0.051,6.55
5P,3,38,0.253,0.046,6.55
5P,3,40,0.252,0.041,6.55
5P,3,42,0.251,0.036,6.55
5P,4,2,0.3022,0.2825,12
5P,4,4,0.2958,0.2565,12
5P,4,6,0.2903,0.2347,12
5P,4,8,0.2855,0.215,12
5P,4,10,0.2814,0.1967,12
5P,4,12,0.2778,0.1808,12
5P,4,14,0.2747,0.166,12
5P,4,16,0.2718,0.152,12
5P,4,18,0.2693,0.1408,12
5P,4,20,0.267,0.13,12
5P,4,22,0.2652,0.1218,12
5P,4,24,0.2635,0.1132,12
5P,4,26,0.2618,0.1052,12
5P,4,28,0.26,0.0971,12
5P,4,30,0.2588,0.0907,12
5P,4,32,0.2574,0.0833,12
5P,4,34,0.256,0.074,12
5P,4,36,0.255,0.069,12
5P,4,38,0.254,0.063,12
5P,4,40,0.254,0.056,12
5P,5,2,0.3045,0.2928,19.77
5P,5,4,0.2986,0.2699,19.77
5P,5,6,0.2932,0.2487,19.77
5P,5,8,0.2885,0.2296,19.77
5P,5,10,0.2845,0.2137,19.77
5P,5,12,0.2806,0.1977,19.77
5P,5,14,0.2775,0.1847,19.77
5P,5,16,0.2744,0.1718,19.77
5P,5,18,0.2718,0.1604,19.77
5P,5,20,0.2694,0.1499,19.77
5P,5,22,0.2673,0.1398,19.77
5P,5,24,0.2652,0.1304,19.77
5P,5,26,0.2635,0.1224,19.77
5P,5,28,0.2618,0.1135,19.77
5P,5,30,0.259,0.105,19.77
5P,5,32,0.256,0.096,19.77
5P,5,34,0.255,0.088,19.77
5P,5,36,0.253,0.081,19.77
5P,5,38,0.252,0.075,19.77
5P,5,40,0.251,0.069,19.77
5P,6,2,0.305,0.2967,30.03
5P,6,4,0.3001,0.2778,30.03
5P,6,6,0.295,0.2585,30.03
5P,6,8,0.2905,0.2421,30.03
5P,6,10,0.2862,0.226,30.03
5P,6,12,0.2829,0.2121,30.03
5P,6,14,0.2794,0.1979,30.03
5P,6,16,0.2761,0.1852,30.03
5P,6,18,0.2731,0.1738,30.03
5P,6,20,0.2702,0.1621,30.03
5P,6,22,0.267,0.149,30.03
5P,6,24,0.265,0.14,30.03
5P,6,26,0.263,0.13,30.03
5P,6,28,0.26,0.12,30.03
5P,6,30,0.258,0.111,30.03
5P,6,32,0.256,0.103,30.03
5P,6,34,0.254,0.095,30.03
5P,6,36,0.252,0.089,30.03
5P,7,2,0.3059,0.301,43.06
5P,7,4,0.3009,0.2831,43.06
5P,7,6,0.2961,0.2663,43.06
5P,7,8,0.2918,0.2504,43.06
5P,7,10,0.2872,0.2343,43.06
5P,7,12,0.2833,0.2197,43.06
5P,7,14,0.2801,0.2068,43.06
5P,7,16,0.277,0.194,43.06
5P,7,18,0.274,0.182,43.06
5P,7,20,0.271,0.17,43.06
5P,7,22,0.268,0.158,43.06
5P,7,24,0.265,0.148,43.06
5P,7,26,0.262,0.137,43.06
5P,7,28,0.26,0.128,43.06
5P,8,2,0.3065,0.3047,59.1
5P,8,4,0.3012,0.2868,59.1
5P,8,6,0.2963,0.2704,59.1
5P,8,8,0.2914,0.2534,59.1
5P,8,10,0.287,0.238,59.1
5P,8,12,0.283,0.224,59.1
5P,8,14,0.28,0.211,59.1
5P,8,16,0.278,0.201,59.1
5P,8,18,0.276,0.191,59.1
5P,8,20,0.273,0.179,59.1
5P,8,22,0.27,0.168,59.1
5P,9,2,0.3067,0.306,78.66
5P,9,4,0.3003,0.287,78.66
5P,9,6,0.296,0.271,78.66
5P,9,8,0.292,0.253,78.66
5P,9,10,0.286,0.235,78.66
5P,9,12,0.284,0.221,78.66
5P,9,14,0.281,0.208,78.66
5P,10,2,0.307,0.307,102.57
5P,10,4,0.302,0.289,102.57
5P,10,6,0.298,0.274,102.57
5P,10,8,0.294,0.258,102.57
7.5P,0.2,2,0.288,0.131,0.237
7.5P,0.2,4,0.283,0.094,0.237
7.5P,0.2,6,0.28,0.074,0.237
7.5P,0.2,8,0.277,0.058,0.237
7.5P,0.2,10,0.276,0.049,0.237
7.5P,0.2,12,0.275,0.04,0.237
7.5P,0.4,2,0.296,0.185,0.467
7.5P,0.4,4,0.289,0.142,0.467
7.5P,0.4,6,0.284,0.114,0.467
7.5P,0.4,8,0.28,0.091,0.467
7.5P,0.4,10,0.276,0.072,0.467
7.5P,0.4,12,0.273,0.059,0.467
7.5P,0.4,14,0.272,0.049,0.467
7.5P,0.4,16,0.27,0.042,0.467
7.5P,0.4,18,0.269,0.034,0.467
7.5P,0.6,2,0.301,0.211,0.699
7.5P,0.6,4,0.296,0.17,0.699
7.5P,0.6,6,0.292,0.141,0.699
7.5P,0.6,8,0.288,0.115,0.699
7.5P,0.6,10,0.284,0.098,0.699
7.5P,0.6,12,0.281,0.083,0.699
7.5P,0.6,14,0.279,0.067,0.699
7.5P,0.6,16,0.277,0.056,0.699
7.5P,0.6,18,0.276,0.049,0.699
7.5P,0.6,20,0.275,0.042,0.699
7.5P,0.8,2,0.304,0.228,0.943
7.5P,0.8,4,0.298,0.184,0.943
7.5P,0.8,6,0.294,0.156,0.943
7.5P,0.8,8,0.291,0.132,0.943
7.5P,0.8,10,0.29,0.118,0.943
7.5P,0.8,12,0.287,0.101,0.943
7.5P,0.8,14,0.284,0.084,0.943
7.5P,0.8,16,0.283,0.072,0.943
7.5P,0.8,18,0.281,0.066,0.943
7.5P,0.8,20,0.28,0.06,0.943
7.5P,0.8,22,0.279,0.054,0.943
7.5P,0.8,24,0.278,0.049,0.943
7.5P,0.8,26,0.278,0.044,0.943
7.5P,1,2,0.303,0.2361,1.21
7.5P,1,4,0.2991,0.1974,1.21
7.5P,1,6,0.296,0.1682,1.21
7.5P,1,8,0.2932,0.1429,1.21
7.5P,1,10,0.2905,0.1229,1.21
7.5P,1,12,0.2884,0.1059,1.21
7.5P,1,14,0.2868,0.0903,1.21
7.5P,1,16,0.2852,0.079,1.21
7.5P,1,18,0.2841,0.0706,1.21
7.5P,1,20,0.2831,0.0625,1.21
7.5P,1,22,0.282,0.055,1.21
7.5P,1,24,0.282,0.049,1.21
7.5P,1,26,0.281,0.042,1.21
7.5P,2,2,0.3071,0.2647,3.126
7.5P,2,4,0.3048,0.2321,3.126
7.5P,2,6,0.3025,0.2058,3.126
7.5P,2,8,0.3,0.1781,3.126
7.5P,2,10,0.2979,0.1569,3.126
7.5P,2,12,0.2956,0.1392,3.126
7.5P,2,14,0.2938,0.1235,3.126
7.5P,2,16,0.2922,0.1106,3.126
7.5P,2,18,0.2912,0.0995,3.126
7.5P,2,20,0.2902,0.0901,3.126
7.5P,2,22,0.289,0.0799,3.126
7.5P,2,24,0.2882,0.0719,3.126
7.5P,2,26,0.287,0.064,3.126
7.5P,2,28,0.286,0.055,3.126
7.5P,2,30,0.284,0.046,3.126
7.5P,3,2,0.3088,0.274,6.55
7.5P,3,4,0.3072,0.2448,6.55
7.5P,3,6,0.3057,0.2208,6.55
7.5P,3,8,0.3037,0.1981,6.55
7.5P,3,10,0.302,0.1794,6.55
7.5P,3,12,0.3003,0.1618,6.55
7.5P,3,14,0.2992,0.1475,6.55
7.5P,3,16,0.2981,0.1356,6.55
7.5P,3,18,0.2969,0.1239,6.55
7.5P,3,20,0.2961,0.1151,6.55
7.5P,3,22,0.2953,0.1057,6.55
7.5P,3,24,0.2944,0.0967,6.55
7.5P,3,26,0.2938,0.0892,6.55
7.5P,3,28,0.293,0.0812,6.55
7.5P,3,30,0.2922,0.075,6.55
7.5P,3,32,0.292,0.067,6.55
7.5P,3,34,0.291,0.06,6.55
7.5P,3,36,0.29,0.054,6.55
7.5P,3,38,0.289,0.048,6.55
7.5P,4,2,0.3093,0.2859,12
7.5P,4,4,0.3084,0.2622,12
7.5P,4,6,0.3076,0.2416,12
7.5P,4,8,0.3066,0.2228,12
7.5P,4,10,0.3056,0.206,12
7.5P,4,12,0.3045,0.1905,12
7.5P,4,14,0.3035,0.1755,12
7.5P,4,16,0.3028,0.1621,12
7.5P,4,18,0.3016,0.15,12
7.5P,4,20,0.301,0.1396,12
7.5P,4,22,0.3001,0.1306,12
7.5P,4,24,0.2993,0.1225,12
7.5P,4,26,0.2986,0.1135,12
7.5P,4,28,0.2979,0.1062,12
7.5P,4,30,0.2969,0.0979,12
7.5P,4,32,0.2962,0.0906,12
7.5P,4,34,0.295,0.082,12
7.5P,4,36,0.295,0.075,12
7.5P,4,38,0.294,0.069,12
7.5P,4,40,0.293,0.062,12
7.5P,5,2,0.3103,0.2959,19.77
7.5P,5,4,0.31,0.275,19.77
7.5P,5,6,0.3093,0.2555,19.77
7.5P,5,8,0.3087,0.2375,19.77
7.5P,5,10,0.308,0.223,19.77
7.5P,5,12,0.3071,0.208,19.77
7.5P,5,14,0.3068,0.1951,19.77
7.5P,5,16,0.306,0.183,19.77
7.5P,5,18,0.3052,0.1711,19.77
7.5P,5,20,0.3042,0.1606,19.77
7.5P,5,22,0.3038,0.15,19.77
7.5P,5,24,0.303,0.1423,19.77
7.5P,5,26,0.3022,0.1331,19.77
7.5P,5,28,0.3018,0.1253,19.77
7.5P,5,30,0.301,0.117,19.77
7.5P,5,32,0.3,0.108,19.77
7.5P,5,34,0.3,0.1,19.77
7.5P,5,36,0.299,0.093,19.77
7.5P,5,38,0.298,0.088,19.77
7.5P,5,40,0.298,0.081,19.77
7.5P,6,2,0.3107,0.2993,30.03
7.5P,6,4,0.3107,0.2831,30.03
7.5P,6,6,0.3101,0.265,30.03
7.5P,6,8,0.3099,0.2502,30.03
7.5P,6,10,0.3092,0.235,30.03
7.5P,6,12,0.309,0.2222,30.03
7.5P,6,14,0.3084,0.2095,30.03
7.5P,6,16,0.308,0.1976,30.03
7.5P,6,18,0.3075,0.187,30.03
7.5P,6,20,0.3069,0.1745,30.03
7.5P,6,22,0.3062,0.1638,30.03
7.5P,6,24,0.3058,0.1547,30.03
7.5P,6,26,0.305,0.144,30.03
7.5P,6,28,0.304,0.136,30.03
7.5P,6,30,0.303,0.126,30.03
7.5P,6,32,0.302,0.118,30.03
7.5P,6,34,0.301,0.111,30.03
7.5P,6,36,0.301,0.105,30.03
7.5P,7,2,0.3109,0.3037,43.06
7.5P,7,4,0.3111,0.288,43.06
7.5P,7,6,0.3111,0.273,43.06
7.5P,7,8,0.3109,0.2584,43.06
7.5P,7,10,0.3108,0.2442,43.06
7.5P,7,12,0.3104,0.232,43.06
7.5P,7,14,0.3101,0.2192,43.06
7.5P,7,16,0.3099,0.2074,43.06
7.5P,7,18,0.3093,0.1962,43.06
7.5P,7,20,0.308,0.185,43.06
7.5P,7,22,0.308,0.174,43.06
7.5P,7,24,0.307,0.164,43.06
7.5P,7,26,0.306,0.154,43.06
7.5P,7,28,0.305,0.145,43.06
7.5P,7,30,0.304,0.136,43.06
7.5P,8,2,0.3107,0.307,59.1
7.5P,8,4,0.3114,0.2915,59.1
7.5P,8,6,0.3114,0.2785,59.1
7.5P,8,8,0.3116,0.2626,59.1
7.5P,8,10,0.3116,0.2497,59.1
7.5P,8,12,0.3117,0.237,59.1
7.5P,8,14,0.311,0.224,59.1
7.5P,8,16,0.311,0.214,59.1
7.5P,8,18,0.311,0.204,59.1
7.5P,8,20,0.311,0.194,59.1
7.5P,8,22,0.311,0.184,59.1
7.5P,8,24,0.311,0.173,59.1
7.5P,8,26,0.311,0.162,59.1
7.5P,9,2,0.3107,0.3081,78.66
7.5P,9,4,0.3117,0.2928,78.66
7.5P,9,6,0.312,0.2788,78.66
7.5P,9,8,0.311,0.262,78.66
7.5P,9,10,0.31,0.247,78.66
7.5P,9,12,0.308,0.233,78.66
7.5P,9,14,0.306,0.22,78.66
7.5P,9,16,0.305,0.208,78.66
7.5P,10,2,0.31,0.308,102.57
7.5P,10,4,0.311,0.294,102.57
7.5P,10,6,0.311,0.28,102.57
7.5P,10,8,0.311,0.266,102.57
10P,0.2,2,0.3,0.134,0.237
10P,0.2,4,0.296,0.097,0.237
10P,0.2,6,0.293,0.075,0.237
10P,0.2,8,0.291,0.06,0.237
10P,0.2,10,0.29,0.051,0.237
10P,0.4,2,0.309,0.189,0.467
10P,0.4,4,0.304,0.146,0.467
10P,0.4,6,0.302,0.119,0.467
10P,0.4,8,0.298,0.095,0.467
10P,0.4,10,0.296,0.073,0.467
10P,0.4,12,0.294,0.061,0.467
10P,0.4,14,0.293,0.052,0.467
10P,0.4,16,0.291,0.043,0.467
10P,0.6,2,0.311,0.214,0.699
10P,0.6,4,0.308,0.174,0.699
10P,0.6,6,0.306,0.145,0.699
10P,0.6,8,0.304,0.119,0.699
10P,0.6,10,0.302,0.101,0.699
10P,0.6,12,0.301,0.087,0.699
10P,0.6,14,0.299,0.069,0.699
10P,0.6,16,0.298,0.06,0.699
10P,0.6,18,0.297,0.051,0.699
10P,0.8,2,0.312,0.232,0.943
10P,0.8,4,0.31,0.189,0.943
10P,0.8,6,0.309,0.162,0.943
10P,0.8,8,0.308,0.137,0.943
10P,0.8,10,0.307,0.123,0.943
10P,0.8,12,0.306,0.106,0.943
10P,0.8,14,0.304,0.089,0.943
10P,0.8,16,0.303,0.078,0.943
10P,0.8,18,0.302,0.071,0.943
10P,0.8,20,0.302,0.065,0.943
10P,0.8,22,0.302,0.059,0.943
10P,0.8,24,0.302,0.053,0.943
10P,1,2,0.3132,0.2404,1.21
10P,1,4,0.3132,0.2032,1.21
10P,1,6,0.3126,0.1737,1.21
10P,1,8,0.3114,0.1481,1.21
10P,1,10,0.3102,0.1282,1.21
10P,1,12,0.3094,0.111,1.21
10P,1,14,0.3084,0.0952,1.21
10P,1,16,0.3078,0.0839,1.21
10P,1,18,0.3069,0.0748,1.21
10P,1,20,0.307,0.066,1.21
10P,1,22,0.306,0.058,1.21
10P,1,24,0.305,0.051,1.21
10P,2,2,0.3161,0.2691,3.126
10P,2,4,0.3189,0.239,3.126
10P,2,6,0.3207,0.2132,3.126
10P,2,8,0.3219,0.1862,3.126
10P,2,10,0.323,0.1659,3.126
10P,2,12,0.3233,0.1477,3.126
10P,2,14,0.3235,0.1317,3.126
10P,2,16,0.3235,0.1181,3.126
10P,2,18,0.3233,0.1063,3.126
10P,2,20,0.3231,0.0962,3.126
10P,2,22,0.323,0.0861,3.126
10P,2,24,0.322,0.076,3.126
10P,2,26,0.322,0.068,3.126
10P,2,28,0.322,0.058,3.126
10P,3,2,0.317,0.279,6.55
10P,3,4,0.3214,0.2517,6.55
10P,3,6,0.3243,0.2293,6.55
10P,3,8,0.3269,0.2075,6.55
10P,3,10,0.3286,0.1889,6.55
10P,3,12,0.3301,0.1715,6.55
10P,3,14,0.3309,0.1572,6.55
10P,3,16,0.332,0.1456,6.55
10P,3,18,0.3329,0.1332,6.55
10P,3,20,0.3332,0.124,6.55
10P,3,22,0.334,0.1146,6.55
10P,3,24,0.3341,0.1055,6.55
10P,3,26,0.3343,0.0978,6.55
10P,3,28,0.335,0.088,6.55
