H,V,C,x,y,Y
2.5RP,6,8,0.3437,0.2688,30.03
2.5RP,6,10,0.3509,0.2578,30.03
2.5RP,6,12,0.3582,0.2462,30.03
2.5RP,6,14,0.3652,0.2355,30.03
2.5RP,6,16,0.3718,0.2251,30.03
2.5RP,6,18,0.3773,0.2158,30.03
2.5RP,6,20,0.3833,0.2056,30.03
2.5RP,6,22,0.3877,0.1978,30.03
2.5RP,6,24,0.3927,0.1892,30.03
2.5RP,6,26,0.397,0.181,30.03
2.5RP,6,28,0.401,0.174,30.03
2.5RP,6,30,0.406,0.166,30.03
2.5RP,6,32,0.41,0.159,30.03
2.5RP,6,34,0.413,0.153,30.03
2.5RP,6,36,0.416,0.148,30.03
2.5RP,7,2,0.317,0.3076,43.06
2.5RP,7,4,0.3254,0.2971,43.06
2.5RP,7,6,0.3338,0.2854,43.06
2.5RP,7,8,0.3417,0.2745,43.06
2.5RP,7,10,0.3487,0.2648,43.06
2.5RP,7,12,0.3555,0.2545,43.06
2.5RP,7,14,0.362,0.2448,43.06
2.5RP,7,16,0.3688,0.2342,43.06
2.5RP,7,18,0.3751,0.2241,43.06
2.5RP,7,20,0.3811,0.2143,43.06
2.5RP,7,22,0.385,0.206,43.06
2.5RP,7,24,0.389,0.2,43.06
2.5RP,7,26,0.394,0.192,43.06
2.5RP,7,28,0.398,0.184,43.06
2.5RP,7,30,0.402,0.178,43.06
2.5RP,8,2,0.3154,0.31,59.1
2.5RP,8,4,0.3239,0.3,59.1
2.5RP,8,6,0.3327,0.2898,59.1
2.5RP,8,8,0.3406,0.2793,59.1
2.5RP,8,10,0.3479,0.2699,59.1
2.5RP,8,12,0.3552,0.2594,59.1
2.5RP,8,14,0.3621,0.2496,59.1
2.5RP,8,16,0.369,0.24,59.1
2.5RP,8,18,0.373,0.233,59.1
2.5RP,8,20,0.379,0.224,59.1
2.5RP,8,22,0.385,0.215,59.1
2.5RP,8,24,0.389,0.206,59.1
2.5RP,8,26,0.394,0.197,59.1
2.5RP,9,2,0.3149,0.3108,78.66
2.5RP,9,4,0.3234,0.301,78.66
2.5RP,9,6,0.3322,0.291,78.66
2.5RP,9,8,0.34,0.28,78.66
2.5RP,9,10,0.349,0.271,78.66
2.5RP,9,12,0.356,0.261,78.66
2.5RP,9,14,0.364,0.251,78.66
2.5RP,9,16,0.371,0.243,78.66
2.5RP,10,2,0.315,0.311,102.57
2.5RP,10,4,0.323,0.301,102.57
2.5RP,10,6,0.332,0.291,102.57
2.5RP,10,8,0.339,0.282,102.57
2.5RP,10,10,0.344,0.275,102.57
5RP,0.2,2,0.337,0.143,0.237
5RP,0.2,4,0.341,0.106,0.237
5RP,0.2,6,0.342,0.084,0.237
5RP,0.2,8,0.342,0.069,0.237
5RP,0.4,2,0.337,0.199,0.467
5RP,0.4,4,0.344,0.158,0.467
5RP,0.4,6,0.348,0.131,0.467
5RP,0.4,8,0.35,0.106,0.467
5RP,0.4,10,0.353,0.082,0.467
5RP,0.4,12,0.353,0.07,0.467
5RP,0.6,2,0.337,0.226,0.699
5RP,0.6,4,0.347,0.189,0.699
5RP,0.6,6,0.354,0.159,0.699
5RP,0.6,8,0.359,0.135,0.699
5RP,0.6,10,0.363,0.114,0.699
5RP,0.6,12,0.366,0.099,0.699
5RP,0.6,14,0.37,0.08,0.699
5RP,0.6,16,0.373,0.068,0.699
5RP,0.8,2,0.336,0.243,0.943
5RP,0.8,4,0.347,0.206,0.943
5RP,0.8,6,0.355,0.179,0.943
5RP,0.8,8,0.362,0.154,0.943
5RP,0.8,10,0.366,0.139,0.943
5RP,0.8,12,0.37,0.12,0.943
5RP,0.8,14,0.373,0.105,0.943
5RP,0.8,16,0.376,0.094,0.943
5RP,0.8,18,0.378,0.086,0.943
5RP,0.8,20,0.379,0.081,0.943
5RP,1,2,0.3378,0.2542,1.21
5RP,1,4,0.3503,0.2196,1.21
5RP,1,6,0.3588,0.192,1.21
5RP,1,8,0.366,0.1662,1.21
5RP,1,10,0.3727,0.1458,1.21
5RP,1,12,0.3772,0.1283,1.21
5RP,1,14,0.3811,0.1138,1.21
5RP,1,16,0.384,0.102,1.21
5RP,1,18,0.386,0.092,1.21
5RP,1,20,0.389,0.079,1.21
5RP,2,2,0.3383,0.2829,3.126
5RP,2,4,0.3558,0.2597,3.126
5RP,2,6,0.3708,0.238,3.126
5RP,2,8,0.3858,0.214,3.126
5RP,2,10,0.3971,0.1939,3.126
5RP,2,12,0.408,0.1764,3.126
5RP,2,14,0.418,0.1598,3.126
5RP,2,16,0.4269,0.1454,3.126
5RP,2,18,0.4338,0.134,3.126
5RP,2,20,0.442,0.121,3.126
5RP,2,22,0.448,0.11,3.126
5RP,3,2,0.337,0.294,6.55
5RP,3,4,0.3586,0.2742,6.55
5RP,3,6,0.3765,0.2569,6.55
5RP,3,8,0.393,0.2395,6.55
5RP,3,10,0.4073,0.2235,6.55
5RP,3,12,0.4199,0.2089,6.55
5RP,3,14,0.4313,0.1944,6.55
5RP,3,16,0.4418,0.1809,6.55
5RP,3,18,0.4503,0.1695,6.55
5RP,3,20,0.4577,0.1593,6.55
5RP,3,22,0.467,0.145,6.55
5RP,3,24,0.472,0.136,6.55
5RP,3,26,0.479,0.127,6.55
5RP,4,2,0.331,0.301,12
5RP,4,4,0.3491,0.2872,12
5RP,4,6,0.3671,0.2733,12
5RP,4,8,0.3833,0.26,12
5RP,4,10,0.396,0.2489,12
5RP,4,12,0.4104,0.2361,12
5RP,4,14,0.4225,0.2249,12
5RP,4,16,0.4339,0.2139,12
5RP,4,18,0.4455,0.2023,12
5RP,4,20,0.4571,0.1906,12
5RP,4,22,0.4656,0.1821,12
5RP,4,24,0.473,0.172,12
5RP,4,26,0.482,0.162,12
5RP,4,28,0.489,0.154,12
5RP,4,30,0.499,0.143,12
5RP,5,2,0.3256,0.3065,19.77
5RP,5,4,0.3421,0.2954,19.77
5RP,5,6,0.3585,0.2842,19.77
5RP,5,8,0.3748,0.2729,19.77
5RP,5,10,0.388,0.263,19.77
5RP,5,12,0.4022,0.2523,19.77
5RP,5,14,0.4142,0.2428,19.77
5RP,5,16,0.4261,0.2331,19.77
5RP,5,18,0.4372,0.2242,19.77
5RP,5,20,0.4484,0.215,19.77
5RP,5,22,0.4581,0.2068,19.77
5RP,5,24,0.4683,0.1978,19.77
5RP,5,26,0.476,0.19,19.77
5RP,5,28,0.483,0.183,19.77
5RP,5,30,0.491,0.176,19.77
5RP,5,32,0.498,0.169,19.77
5RP,6,2,0.3232,0.3085,30.03
5RP,6,4,0.3371,0.3001,30.03
5RP,6,6,0.352,0.2904,30.03
5RP,6,8,0.3648,0.282,30.03
5RP,6,10,0.3769,0.2738,30.03
5RP,6,12,0.39,0.2646,30.03
5RP,6,14,0.4023,0.2552,30.03
5RP,6,16,0.4136,0.2467,30.03
5RP,6,18,0.4245,0.2382,30.03
5RP,6,20,0.4368,0.2283,30.03
5RP,6,22,0.4449,0.2219,30.03
5RP,6,24,0.452,0.215,30.03
5RP,6,26,0.462,0.207,30.03
5RP,6,28,0.468,0.201,30.03
5RP,6,30,0.474,0.196,30.03
5RP,6,32,0.481,0.189,30.03
5RP,7,2,0.3206,0.3104,43.06
5RP,7,4,0.3332,0.3032,43.06
5RP,7,6,0.347,0.2949,43.06
5RP,7,8,0.3603,0.2869,43.06
5RP,7,10,0.3713,0.2798,43.06
5RP,7,12,0.3841,0.271,43.06
5RP,7,14,0.3958,0.2628,43.06
5RP,7,16,0.4076,0.254,43.06
5RP,7,18,0.4186,0.2459,43.06
5RP,7,20,0.426,0.239,43.06
5RP,7,22,0.436,0.232,43.06
5RP,7,24,0.443,0.226,43.06
5RP,7,26,0.452,0.217,43.06
5RP,7,28,0.46,0.211,43.06
5RP,8,2,0.318,0.312,59.1
5RP,8,4,0.3308,0.3052,59.1
5RP,8,6,0.344,0.2978,59.1
5RP,8,8,0.357,0.29,59.1
5RP,8,10,0.3685,0.2828,59.1
5RP,8,12,0.3818,0.2742,59.1
5RP,8,14,0.393,0.267,59.1
5RP,8,16,0.402,0.26,59.1
5RP,8,18,0.411,0.253,59.1
5RP,8,20,0.42,0.245,59.1
5RP,8,22,0.429,0.237,59.1
5RP,8,24,0.437,0.23,59.1
5RP,9,2,0.3172,0.3126,78.66
5RP,9,4,0.3301,0.306,78.66
5RP,9,6,0.3431,0.2988,78.66
5RP,9,8,0.355,0.292,78.66
5RP,9,10,0.368,0.284,78.66
5RP,9,12,0.38,0.276,78.66
5RP,9,14,0.389,0.269,78.66
5RP,9,16,0.4,0.263,78.66
5RP,10,2,0.318,0.313,102.57
5RP,10,4,0.332,0.307,102.57
5RP,10,6,0.345,0.3,102.57
5RP,10,8,0.355,0.293,102.57
5RP,10,10,0.363,0.288,102.57
7.5RP,0.2,2,0.37,0.152,0.237
7.5RP,0.2,4,0.381,0.115,0.237
7.5RP,0.2,6,0.388,0.093,0.237
7.5RP,0.2,8,0.393,0.077,0.237
7.5RP,0.4,2,0.36,0.209,0.467
7.5RP,0.4,4,0.374,0.169,0.467
7.5RP,0.4,6,0.384,0.141,0.467
7.5RP,0.4,8,0.391,0.117,0.467
7.5RP,0.4,10,0.398,0.09,0.467
7.5RP,0.6,2,0.355,0.236,0.699
7.5RP,0.6,4,0.373,0.2,0.699
7.5RP,0.6,6,0.387,0.17,0.699
7.5RP,0.6,8,0.397,0.146,0.699
7.5RP,0.6,10,0.406,0.124,0.699
7.5RP,0.6,12,0.413,0.106,0.699
7.5RP,0.6,14,0.421,0.087,0.699
7.5RP,0.8,2,0.35,0.251,0.943
7.5RP,0.8,4,0.369,0.217,0.943
7.5RP,0.8,6,0.384,0.19,0.943
7.5RP,0.8,8,0.397,0.165,0.943
7.5RP,0.8,10,0.405,0.149,0.943
7.5RP,0.8,12,0.413,0.132,0.943
7.5RP,0.8,14,0.421,0.115,0.943
7.5RP,0.8,16,0.427,0.104,0.943
7.5RP,1,2,0.3498,0.2617,1.21
7.5RP,1,4,0.3705,0.23,1.21
7.5RP,1,6,0.3865,0.2036,1.21
7.5RP,1,8,0.4005,0.1793,1.21
7.5RP,1,10,0.4132,0.158,1.21
7.5RP,1,12,0.424,0.14,1.21
7.5RP,1,14,0.433,0.125,1.21
7.5RP,1,16,0.44,0.113,1.21
7.5RP,2,2,0.3459,0.2892,3.126
7.5RP,2,4,0.3702,0.2683,3.126
7.5RP,2,6,0.3918,0.249,3.126
7.5RP,2,8,0.4137,0.2276,3.126
7.5RP,2,10,0.4321,0.2082,3.126
7.5RP,2,12,0.4481,0.1903,3.126
7.5RP,2,14,0.4624,0.1737,3.126
7.5RP,2,16,0.4744,0.1595,3.126
7.5RP,2,18,0.485,0.146,3.126
7.5RP,2,20,0.497,0.132,3.126
7.5RP,3,2,0.345,0.3001,6.55
7.5RP,3,4,0.3739,0.2851,6.55
7.5RP,3,6,0.399,0.2708,6.55
7.5RP,3,8,0.4234,0.2556,6.55
7.5RP,3,10,0.4445,0.2419,6.55
7.5RP,3,12,0.4654,0.2273,6.55
7.5RP,3,14,0.4831,0.214,6.55
7.5RP,3,16,0.4991,0.2011,6.55
7.5RP,3,18,0.513,0.1893,6.55
7.5RP,3,20,0.528,0.178,6.55
7.5RP,3,22,0.542,0.165,6.55
7.5RP,4,2,0.3371,0.3061,12
7.5RP,4,4,0.3612,0.2963,12
7.5RP,4,6,0.385,0.2859,12
7.5RP,4,8,0.4072,0.275,12
7.5RP,4,10,0.4259,0.2651,12
7.5RP,4,12,0.445,0.2541,12
7.5RP,4,14,0.4629,0.2437,12
7.5RP,4,16,0.4799,0.2329,12
7.5RP,4,18,0.4965,0.2217,12
7.5RP,4,20,0.513,0.2101,12
7.5RP,4,22,0.523,0.202,12
7.5RP,4,24,0.536,0.192,12
7.5RP,4,26,0.549,0.181,12
7.5RP,5,2,0.3296,0.3098,19.77
7.5RP,5,4,0.3515,0.3024,19.77
7.5RP,5,6,0.3726,0.2941,19.77
7.5RP,5,8,0.3932,0.2852,19.77
7.5RP,5,10,0.4108,0.2773,19.77
7.5RP,5,12,0.4303,0.2675,19.77
7.5RP,5,14,0.4454,0.2596,19.77
7.5RP,5,16,0.4617,0.2506,19.77
7.5RP,5,18,0.4761,0.2421,19.77
7.5RP,5,20,0.4915,0.233,19.77
7.5RP,5,22,0.5045,0.2248,19.77
7.5RP,5,24,0.517,0.217,19.77
7.5RP,5,26,0.526,0.21,19.77
7.5RP,5,28,0.536,0.204,19.77
7.5RP,5,30,0.546,0.197,19.77
7.5RP,6,2,0.3261,0.3113,30.03
7.5RP,6,4,0.3439,0.3056,30.03
7.5RP,6,6,0.3635,0.2987,30.03
7.5RP,6,8,0.3791,0.2929,30.03
7.5RP,6,10,0.396,0.286,30.03
7.5RP,6,12,0.4125,0.2784,30.03
7.5RP,6,14,0.4285,0.2705,30.03
7.5RP,6,16,0.4448,0.2622,30.03
7.5RP,6,18,0.4581,0.2549,30.03
7.5RP,6,20,0.4735,0.2464,30.03
7.5RP,6,22,0.486,0.24,30.03
7.5RP,6,24,0.496,0.233,30.03
7.5RP,6,26,0.505,0.227,30.03
7.5RP,6,28,0.513,0.221,30.03
7.5RP,6,30,0.519,0.216,30.03
7.5RP,7,2,0.3232,0.3125,43.06
7.5RP,7,4,0.3389,0.3079,43.06
7.5RP,7,6,0.3562,0.3022,43.06
7.5RP,7,8,0.3722,0.2963,43.06
7.5RP,7,10,0.3871,0.2906,43.06
7.5RP,7,12,0.404,0.2834,43.06
7.5RP,7,14,0.4195,0.2762,43.06
7.5RP,7,16,0.4346,0.2689,43.06
7.5RP,7,18,0.448,0.261,43.06
7.5RP,7,20,0.46,0.255,43.06
7.5RP,7,22,0.471,0.249,43.06
7.5RP,7,24,0.481,0.243,43.06
7.5RP,7,26,0.491,0.236,43.06
7.5RP,8,2,0.32,0.3136,59.1
7.5RP,8,4,0.336,0.3092,59.1
7.5RP,8,6,0.3521,0.3042,59.1
7.5RP,8,8,0.3682,0.2983,59.1
7.5RP,8,10,0.383,0.293,59.1
7.5RP,8,12,0.4002,0.2859,59.1
7.5RP,8,14,0.414,0.28,59.1
7.5RP,8,16,0.426,0.274,59.1
7.5RP,8,18,0.438,0.267,59.1
7.5RP,8,20,0.449,0.261,59.1
7.5RP,8,22,0.46,0.255,59.1
7.5RP,9,2,0.319,0.3141,78.66
7.5RP,9,4,0.335,0.3099,78.66
7.5RP,9,6,0.3512,0.3052,78.66
7.5RP,9,8,0.364,0.3,78.66
7.5RP,9,10,0.382,0.295,78.66
7.5RP,9,12,0.397,0.289,78.66
7.5RP,9,14,0.41,0.284,78.66
7.5RP,10,2,0.32,0.314,102.57
7.5RP,10,4,0.335,0.31,102.57
7.5RP,10,6,0.351,0.305,102.57
7.5RP,10,8,0.365,0.301,102.57
10RP,0.2,2,0.404,0.164,0.237
10RP,0.2,4,0.424,0.125,0.237
10RP,0.2,6,0.435,0.103,0.237
10RP,0.4,2,0.381,0.22,0.467
10RP,0.4,4,0.406,0.181,0.467
10RP,0.4,6,0.423,0.153,0.467
10RP,0.4,8,0.437,0.128,0.467
10RP,0.4,10,0.454,0.098,0.467
10RP,0.6,2,0.372,0.247,0.699
10RP,0.6,4,0.399,0.211,0.699
10RP,0.6,6,0.419,0.182,0.699
10RP,0.6,8,0.434,0.158,0.699
10RP,0.6,10,0.447,0.135,0.699
10RP,0.6,12,0.459,0.114,0.699
10RP,0.8,2,0.365,0.261,0.943
10RP,0.8,4,0.393,0.23,0.943
10RP,0.8,6,0.415,0.203,0.943
10RP,0.8,8,0.435,0.177,0.943
10RP,0.8,10,0.447,0.16,0.943
10RP,0.8,12,0.459,0.143,0.943
10RP,0.8,14,0.47,0.127,0.943
10RP,1,2,0.3629,0.271,1.21
10RP,1,4,0.392,0.2423,1.21
10RP,1,6,0.4151,0.2169,1.21
10RP,1,8,0.4357,0.1921,1.21
10RP,1,10,0.4521,0.171,1.21
10RP,1,12,0.4668,0.1514,1.21
10RP,1,14,0.479,0.136,1.21
10RP,1,16,0.488,0.124,1.21
10RP,2,2,0.3532,0.2957,3.126
10RP,2,4,0.385,0.2778,3.126
10RP,2,6,0.4139,0.2608,3.126
10RP,2,8,0.4428,0.2419,3.126
10RP,2,10,0.4678,0.2237,3.126
10RP,2,12,0.4911,0.206,3.126
10RP,2,14,0.5129,0.1888,3.126
10RP,2,16,0.531,0.174,3.126
10RP,2,18,0.546,0.161,3.126
10RP,3,2,0.3526,0.3068,6.55
10RP,3,4,0.3889,0.2969,6.55
10RP,3,6,0.4218,0.2864,6.55
10RP,3,8,0.4552,0.2741,6.55
10RP,3,10,0.4851,0.2618,6.55
10RP,3,12,0.5139,0.2489,6.55
10RP,3,14,0.538,0.2369,6.55
10RP,3,16,0.5628,0.2241,6.55
10RP,3,18,0.584,0.212,6.55
10RP,3,20,0.602,0.2,6.55
10RP,4,2,0.3417,0.3106,12
10RP,4,4,0.3715,0.3042,12
10RP,4,6,0.3999,0.2972,12
10RP,4,8,0.4282,0.289,12
10RP,4,10,0.4528,0.2811,12
10RP,4,12,0.4789,0.2717,12
10RP,4,14,0.502,0.2623,12
10RP,4,16,0.5234,0.253,12
10RP,4,18,0.5466,0.2424,12
10RP,4,20,0.5674,0.2319,12
10RP,4,22,0.582,0.224,12
10RP,4,24,0.598,0.214,12
10RP,5,2,0.3332,0.3131,19.77
10RP,5,4,0.3594,0.309,19.77
10RP,5,6,0.3851,0.3039,19.77
10RP,5,8,0.4105,0.298,19.77
10RP,5,10,0.4332,0.2918,19.77
10RP,5,12,0.4579,0.2841,19.77
10RP,5,14,0.4767,0.2776,19.77
10RP,5,16,0.4986,0.2695,19.77
10RP,5,18,0.5185,0.262,19.77
10RP,5,20,0.5396,0.2535,19.77
10RP,5,22,0.554,0.246,19.77
10RP,5,24,0.57,0.24,19.77
10RP,5,26,0.582,0.234,19.77
10RP,5,28,0.593,0.229,19.77
10RP,6,2,0.3292,0.3141,30.03
10RP,6,4,0.3508,0.3112,30.03
10RP,6,6,0.374,0.3074,30.03
10RP,6,8,0.393,0.3038,30.03
10RP,6,10,0.415,0.2989,30.03
10RP,6,12,0.436,0.2936,30.03
10RP,6,14,0.4552,0.2881,30.03
10RP,6,16,0.4781,0.2812,30.03
10RP,6,18,0.4961,0.2751,30.03
10RP,6,20,0.513,0.268,30.03
10RP,6,22,0.527,0.262,30.03
10RP,6,24,0.541,0.256,30.03
10RP,6,26,0.552,0.25,30.03
10RP,6,28,0.563,0.246,30.03
10RP,7,2,0.3258,0.3148,43.06
10RP,7,4,0.3446,0.3125,43.06
10RP,7,6,0.3648,0.3098,43.06
10RP,7,8,0.3851,0.3067,43.06
10RP,7,10,0.404,0.303,43.06
10RP,7,12,0.426,0.298,43.06
10RP,7,14,0.4456,0.2931,43.06
10RP,7,16,0.4648,0.2878,43.06
10RP,7,18,0.483,0.283,43.06
10RP,7,20,0.498,0.279,43.06
10RP,7,22,0.511,0.274,43.06
10RP,7,24,0.526,0.267,43.06
10RP,8,2,0.3218,0.3152,59.1
10RP,8,4,0.3412,0.3135,59.1
10RP,8,6,0.36,0.3112,59.1
10RP,8,8,0.38,0.3082,59.1
10RP,8,10,0.3983,0.3049,59.1
10RP,8,12,0.422,0.3,59.1
10RP,8,14,0.439,0.297,59.1
10RP,8,16,0.453,0.293,59.1
10RP,8,18,0.469,0.289,59.1
10RP,8,20,0.484,0.284,59.1
10RP,9,2,0.3205,0.3155,78.66
10RP,9,4,0.34,0.314,78.66
10RP,9,6,0.359,0.3118,78.66
10RP,9,8,0.376,0.31,78.66
10RP,9,10,0.394,0.306,78.66
10RP,9,12,0.414,0.302,78.66
10RP,9,14,0.431,0.298,78.66
10RP,10,2,0.322,0.316,102.57
10RP,10,4,0.342,0.315,102.57
10RP,10,6,0.361,0.314,102.57
10RP,10,8,0.378,0.311,102.57
