H,V,C,x,y,Y
2.5Y,8,10,0.4469,0.4423,59.1
2.5Y,8,12,0.4678,0.4589,59.1
2.5Y,8,14,0.4842,0.4712,59.1
2.5Y,8,16,0.4957,0.48,59.1
2.5Y,8,18,0.5033,0.4855,59.1
2.5Y,8,20,0.5091,0.49,59.1
2.5Y,8,22,0.514,0.494,59.1
2.5Y,9,2,0.339,0.3472,78.66
2.5Y,9,4,0.3655,0.3738,78.66
2.5Y,9,6,0.391,0.3972,78.66
2.5Y,9,8,0.4154,0.4186,78.66
2.5Y,9,10,0.437,0.4369,78.66
2.5Y,9,12,0.4569,0.4527,78.66
2.5Y,9,14,0.473,0.465,78.66
2.5Y,9,16,0.486,0.476,78.66
2.5Y,9,18,0.494,0.483,78.66
2.5Y,9,20,0.501,0.488,78.66
2.5Y,9,22,0.509,0.494,78.66
2.5Y,9,24,0.515,0.499,78.66
2.5Y,10,2,0.337,0.347,102.57
2.5Y,10,4,0.363,0.373,102.57
2.5Y,10,6,0.385,0.395,102.57
2.5Y,10,8,0.407,0.413,102.57
2.5Y,10,10,0.428,0.431,102.57
2.5Y,10,12,0.446,0.446,102.57
2.5Y,10,14,0.463,0.46,102.57
2.5Y,10,16,0.476,0.47,102.57
2.5Y,10,18,0.487,0.477,102.57
2.5Y,10,20,0.496,0.486,102.57
2.5Y,10,22,0.503,0.49,102.57
5Y,0.2,2,1.495,1.284,0.237
5Y,0.4,2,0.721,0.656,0.467
5Y,0.6,2,0.548,0.526,0.699
5Y,0.8,2,0.465,0.457,0.943
5Y,0.8,4,0.891,0.79,0.943
5Y,1,2,0.423,0.4265,1.21
5Y,1,4,0.565,0.543,1.21
5Y,2,2,0.3757,0.3839,3.126
5Y,2,4,0.4543,0.4573,3.126
5Y,2,6,0.526,0.519,3.126
5Y,3,2,0.3646,0.3748,6.55
5Y,3,4,0.4191,0.4283,6.55
5Y,3,6,0.467,0.4711,6.55
5Y,3,8,0.509,0.509,6.55
5Y,4,2,0.359,0.3701,12
5Y,4,4,0.4069,0.4188,12
5Y,4,6,0.4451,0.455,12
5Y,4,8,0.4745,0.481,12
5Y,4,10,0.496,0.503,12
5Y,4,12,0.512,0.516,12
5Y,5,2,0.35,0.362,19.77
5Y,5,4,0.3915,0.4057,19.77
5Y,5,6,0.4302,0.4435,19.77
5Y,5,8,0.4579,0.4692,19.77
5Y,5,10,0.4777,0.4876,19.77
5Y,5,12,0.4932,0.5019,19.77
5Y,5,14,0.507,0.512,19.77
5Y,6,2,0.3457,0.358,30.03
5Y,6,4,0.3794,0.3955,30.03
5Y,6,6,0.414,0.4305,30.03
5Y,6,8,0.4426,0.4588,30.03
5Y,6,10,0.4639,0.479,30.03
5Y,6,12,0.478,0.492,30.03
5Y,6,14,0.4905,0.5038,30.03
5Y,6,16,0.499,0.51,30.03
5Y,7,2,0.3419,0.354,43.06
5Y,7,4,0.3718,0.3885,43.06
5Y,7,6,0.4009,0.4198,43.06
5Y,7,8,0.4271,0.4462,43.06
5Y,7,10,0.4509,0.4696,43.06
5Y,7,12,0.4677,0.4857,43.06
5Y,7,14,0.4791,0.4965,43.06
5Y,7,16,0.4875,0.5047,43.06
5Y,7,18,0.493,0.509,43.06
5Y,7,20,0.498,0.513,43.06
5Y,8,2,0.3394,0.3518,59.1
5Y,8,4,0.365,0.3826,59.1
5Y,8,6,0.3913,0.4117,59.1
5Y,8,8,0.4158,0.4378,59.1
5Y,8,10,0.4376,0.4601,59.1
5Y,8,12,0.4562,0.4788,59.1
5Y,8,14,0.4699,0.492,59.1
5Y,8,16,0.4791,0.5012,59.1
5Y,8,18,0.4847,0.5069,59.1
5Y,8,20,0.49,0.511,59.1
5Y,8,22,0.493,0.515,59.1
5Y,9,2,0.3378,0.3504,78.66
5Y,9,4,0.3621,0.3799,78.66
5Y,9,6,0.3858,0.4071,78.66
5Y,9,8,0.408,0.4319,78.66
5Y,9,10,0.4275,0.4529,78.66
5Y,9,12,0.4455,0.4719,78.66
5Y,9,14,0.4602,0.4869,78.66
5Y,9,16,0.4711,0.4977,78.66
5Y,9,18,0.4782,0.5049,78.66
5Y,9,20,0.483,0.5092,78.66
5Y,9,22,0.489,0.515,78.66
5Y,9,24,0.495,0.522,78.66
5Y,10,2,0.336,0.348,102.57
5Y,10,4,0.36,0.377,102.57
5Y,10,6,0.381,0.402,102.57
5Y,10,8,0.4,0.425,102.57
5Y,10,10,0.418,0.446,102.57
5Y,10,12,0.435,0.465,102.57
5Y,10,14,0.45,0.481,102.57
5Y,10,16,0.462,0.494,102.57
5Y,10,18,0.472,0.502,102.57
5Y,10,20,0.478,0.508,102.57
5Y,10,22,0.484,0.514,102.57
7.5Y,0.2,2,1.434,1.459,0.237
7.5Y,0.4,2,0.659,0.7,0.467
7.5Y,0.6,2,0.502,0.531,0.699
7.5Y,0.6,4,1.044,1.074,0.699
7.5Y,0.8,2,0.434,0.46,0.943
7.5Y,0.8,4,0.88,0.936,0.943
7.5Y,1,2,0.4042,0.4287,1.21
7.5Y,1,4,0.543,0.57,1.21
7.5Y,2,2,0.366,0.3858,3.126
7.5Y,2,4,0.4401,0.4723,3.126
7.5Y,2,6,0.51,0.547,3.126
7.5Y,3,2,0.3589,0.3778,6.55
7.5Y,3,4,0.4086,0.4379,6.55
7.5Y,3,6,0.4526,0.4889,6.55
7.5Y,3,8,0.492,0.535,6.55
7.5Y,4,2,0.3542,0.3727,12
7.5Y,4,4,0.3982,0.4272,12
7.5Y,4,6,0.4331,0.4688,12
7.5Y,4,8,0.4595,0.499,12
7.5Y,4,10,0.481,0.523,12
7.5Y,4,12,0.494,0.538,12
7.5Y,5,2,0.347,0.364,19.77
7.5Y,5,4,0.385,0.412,19.77
7.5Y,5,6,0.4199,0.4551,19.77
7.5Y,5,8,0.445,0.485,19.77
7.5Y,5,10,0.4632,0.5057,19.77
7.5Y,5,12,0.4767,0.5208,19.77
7.5Y,5,14,0.489,0.535,19.77
7.5Y,6,2,0.3431,0.3601,30.03
7.5Y,6,4,0.3745,0.4004,30.03
7.5Y,6,6,0.406,0.44,30.03
7.5Y,6,8,0.4321,0.4719,30.03
7.5Y,6,10,0.4512,0.4943,30.03
7.5Y,6,12,0.4638,0.5087,30.03
7.5Y,6,14,0.4754,0.522,30.03
7.5Y,6,16,0.482,0.528,30.03
7.5Y,7,2,0.3396,0.3558,43.06
7.5Y,7,4,0.3677,0.3925,43.06
7.5Y,7,6,0.3943,0.4264,43.06
7.5Y,7,8,0.4184,0.4568,43.06
7.5Y,7,10,0.44,0.483,43.06
7.5Y,7,12,0.4547,0.5005,43.06
7.5Y,7,14,0.4652,0.5128,43.06
7.5Y,7,16,0.4728,0.5215,43.06
7.5Y,7,18,0.477,0.527,43.06
7.5Y,8,2,0.3379,0.354,59.1
7.5Y,8,4,0.3622,0.3861,59.1
7.5Y,8,6,0.3862,0.4175,59.1
7.5Y,8,8,0.4088,0.4466,59.1
7.5Y,8,10,0.4283,0.4712,59.1
7.5Y,8,12,0.4455,0.4917,59.1
7.5Y,8,14,0.4574,0.5062,59.1
7.5Y,8,16,0.4658,0.5158,59.1
7.5Y,8,18,0.4709,0.522,59.1
7.5Y,8,20,0.475,0.526,59.1
7.5Y,9,2,0.3365,0.3527,78.66
7.5Y,9,4,0.3591,0.3832,78.66
7.5Y,9,6,0.3811,0.4123,78.66
7.5Y,9,8,0.4019,0.4392,78.66
7.5Y,9,10,0.4201,0.4622,78.66
7.5Y,9,12,0.4369,0.4829,78.66
7.5Y,9,14,0.4503,0.4993,78.66
7.5Y,9,16,0.4595,0.5104,78.66
7.5Y,9,18,0.4663,0.5188,78.66
7.5Y,9,20,0.471,0.523,78.66
7.5Y,9,22,0.476,0.528,78.66
7.5Y,10,2,0.335,0.351,102.57
7.5Y,10,4,0.357,0.38,102.57
7.5Y,10,6,0.376,0.407,102.57
7.5Y,10,8,0.395,0.432,102.57
7.5Y,10,10,0.412,0.454,102.57
7.5Y,10,12,0.427,0.473,102.57
7.5Y,10,14,0.442,0.492,102.57
7.5Y,10,16,0.453,0.505,102.57
7.5Y,10,18,0.462,0.515,102.57
7.5Y,10,20,0.467,0.521,102.57
7.5Y,10,22,0.472,0.528,102.57
10Y,0.4,2,0.542,0.67,0.467
10Y,0.6,2,0.432,0.501,0.699
10Y,0.6,4,0.902,1.223,0.699
10Y,0.8,2,0.397,0.448,0.943
10Y,0.8,4,0.761,0.998,0.943
10Y,1,2,0.3802,0.4212,1.21
10Y,1,4,0.501,0.6,1.21
10Y,2,2,0.3556,0.3848,3.126
10Y,2,4,0.4188,0.4789,3.126
10Y,2,6,0.482,0.576,3.126
10Y,3,2,0.3513,0.3789,6.55
10Y,3,4,0.3961,0.4452,6.55
10Y,3,6,0.4345,0.5026,6.55
10Y,3,8,0.47,0.555,6.55
10Y,4,2,0.3476,0.3732,12
10Y,4,4,0.3871,0.4321,12
10Y,4,6,0.419,0.4795,12
10Y,4,8,0.443,0.5153,12
10Y,4,10,0.462,0.543,12
10Y,4,12,0.473,0.562,12
10Y,5,2,0.3422,0.3648,19.77
10Y,5,4,0.3762,0.4158,19.77
10Y,5,6,0.4072,0.4621,19.77
10Y,5,8,0.4307,0.4967,19.77
10Y,5,10,0.4468,0.5209,19.77
10Y,5,12,0.459,0.539,19.77
10Y,5,14,0.469,0.554,19.77
10Y,6,2,0.3398,0.3611,30.03
10Y,6,4,0.3679,0.4033,30.03
10Y,6,6,0.396,0.4452,30.03
10Y,6,8,0.4201,0.4812,30.03
10Y,6,10,0.4372,0.5068,30.03
10Y,6,12,0.4488,0.5237,30.03
10Y,6,14,0.4593,0.5392,30.03
10Y,6,16,0.465,0.546,30.03
10Y,7,2,0.3369,0.3569,43.06
10Y,7,4,0.3624,0.3951,43.06
10Y,7,6,0.3864,0.4305,43.06
10Y,7,8,0.409,0.4641,43.06
10Y,7,10,0.4289,0.4937,43.06
10Y,7,12,0.442,0.5131,43.06
10Y,7,14,0.4516,0.5277,43.06
10Y,7,16,0.4582,0.5375,43.06
10Y,7,18,0.462,0.543,43.06
10Y,8,2,0.3359,0.3552,59.1
10Y,8,4,0.3581,0.3883,59.1
10Y,8,6,0.3803,0.4216,59.1
10Y,8,8,0.4008,0.452,59.1
10Y,8,10,0.419,0.4791,59.1
10Y,8,12,0.4341,0.502,59.1
10Y,8,14,0.445,0.5181,59.1
10Y,8,16,0.4525,0.5295,59.1
10Y,8,18,0.457,0.5366,59.1
10Y,8,20,0.461,0.542,59.1
10Y,9,2,0.3349,0.3537,78.66
10Y,9,4,0.3558,0.3852,78.66
10Y,9,6,0.3761,0.4155,78.66
10Y,9,8,0.3957,0.445,78.66
10Y,9,10,0.412,0.4694,78.66
10Y,9,12,0.4271,0.492,78.66
10Y,9,14,0.4393,0.5101,78.66
10Y,9,16,0.4477,0.5225,78.66
10Y,9,18,0.454,0.532,78.66
10Y,9,20,0.457,0.537,78.66
10Y,9,22,0.462,0.544,78.66
10Y,10,2,0.334,0.352,102.57
10Y,10,4,0.355,0.382,102.57
10Y,10,6,0.371,0.409,102.57
10Y,10,8,0.39,0.437,102.57
10Y,10,10,0.405,0.46,102.57
10Y,10,12,0.42,0.481,102.57
10Y,10,14,0.433,0.502,102.57
10Y,10,16,0.442,0.515,102.57
10Y,10,18,0.45,0.527,102.57
10Y,10,20,0.455,0.534,102.57
10Y,10,22,0.46,0.541,102.57
