H,V,C,x,y,Y
5BG,0.8,2,0.241,0.315,0.943
5BG,0.8,4,0.15,0.299,0.943
5BG,0.8,6,0.072,0.275,0.943
5BG,0.8,8,-0.018,0.239,0.943
5BG,1,2,0.25,0.3141,1.21
5BG,1,4,0.1753,0.3021,1.21
5BG,1,6,0.1093,0.286,1.21
5BG,1,8,0.046,0.264,1.21
5BG,1,10,-0.014,0.237,1.21
5BG,2,2,0.2697,0.3175,3.126
5BG,2,4,0.2234,0.315,3.126
5BG,2,6,0.1843,0.311,3.126
5BG,2,8,0.1405,0.3037,3.126
5BG,2,10,0.105,0.2956,3.126
5BG,2,12,0.0769,0.288,3.126
5BG,2,14,0.051,0.28,3.126
5BG,2,16,0.028,0.274,3.126
5BG,3,2,0.2742,0.3192,6.55
5BG,3,4,0.2343,0.32,6.55
5BG,3,6,0.202,0.3188,6.55
5BG,3,8,0.1703,0.3159,6.55
5BG,3,10,0.141,0.3118,6.55
5BG,3,12,0.1158,0.3071,6.55
5BG,3,14,0.094,0.3027,6.55
5BG,3,16,0.0735,0.2979,6.55
5BG,3,18,0.058,0.294,6.55
5BG,3,20,0.043,0.291,6.55
5BG,3,22,0.028,0.286,6.55
5BG,4,2,0.2799,0.3208,12
5BG,4,4,0.248,0.3232,12
5BG,4,6,0.2182,0.324,12
5BG,4,8,0.189,0.3234,12
5BG,4,10,0.1618,0.3219,12
5BG,4,12,0.1379,0.3198,12
5BG,4,14,0.117,0.317,12
5BG,4,16,0.0992,0.3141,12
5BG,4,18,0.0828,0.3108,12
5BG,4,20,0.0675,0.3075,12
5BG,4,22,0.056,0.305,12
5BG,4,24,0.047,0.304,12
5BG,4,26,0.036,0.303,12
5BG,5,2,0.2841,0.321,19.77
5BG,5,4,0.2591,0.3246,19.77
5BG,5,6,0.236,0.327,19.77
5BG,5,8,0.21,0.328,19.77
5BG,5,10,0.185,0.328,19.77
5BG,5,12,0.1614,0.328,19.77
5BG,5,14,0.1448,0.3275,19.77
5BG,5,16,0.1243,0.3261,19.77
5BG,5,18,0.1046,0.3244,19.77
5BG,5,20,0.0904,0.3231,19.77
5BG,5,22,0.0781,0.3211,19.77
5BG,5,24,0.067,0.32,19.77
5BG,5,26,0.058,0.318,19.77
5BG,5,28,0.05,0.317,19.77
5BG,5,30,0.042,0.316,19.77
5BG,6,2,0.2872,0.3219,30.03
5BG,6,4,0.2648,0.3262,30.03
5BG,6,6,0.2441,0.329,30.03
5BG,6,8,0.2236,0.3311,30.03
5BG,6,10,0.2037,0.3329,30.03
5BG,6,12,0.1844,0.3337,30.03
5BG,6,14,0.1662,0.3343,30.03
5BG,6,16,0.1491,0.3345,30.03
5BG,6,18,0.1325,0.3345,30.03
5BG,6,20,0.1168,0.3344,30.03
5BG,6,22,0.101,0.332,30.03
5BG,6,24,0.086,0.332,30.03
5BG,6,26,0.075,0.331,30.03
5BG,6,28,0.068,0.33,30.03
5BG,6,30,0.06,0.33,30.03
5BG,7,2,0.2898,0.3225,43.06
5BG,7,4,0.2712,0.3269,43.06
5BG,7,6,0.2543,0.3302,43.06
5BG,7,8,0.2354,0.3335,43.06
5BG,7,10,0.2163,0.3361,43.06
5BG,7,12,0.1997,0.3379,43.06
5BG,7,14,0.1838,0.339,43.06
5BG,7,16,0.1675,0.3401,43.06
5BG,7,18,0.1515,0.341,43.06
5BG,7,20,0.138,0.3412,43.06
5BG,7,22,0.122,0.34,43.06
5BG,7,24,0.11,0.34,43.06
5BG,7,26,0.101,0.34,43.06
5BG,7,28,0.092,0.34,43.06
5BG,7,30,0.083,0.339,43.06
5BG,8,2,0.2919,0.3228,59.1
5BG,8,4,0.2752,0.3278,59.1
5BG,8,6,0.2588,0.3318,59.1
5BG,8,8,0.2419,0.3352,59.1
5BG,8,10,0.2264,0.3383,59.1
5BG,8,12,0.2101,0.3412,59.1
5BG,8,14,0.1958,0.3432,59.1
5BG,8,16,0.1814,0.345,59.1
5BG,8,18,0.165,0.346,59.1
5BG,8,20,0.151,0.348,59.1
5BG,8,22,0.138,0.349,59.1
5BG,8,24,0.122,0.351,59.1
5BG,8,26,0.105,0.352,59.1
5BG,9,2,0.293,0.3232,78.66
5BG,9,4,0.2768,0.3287,78.66
5BG,9,6,0.2599,0.3338,78.66
5BG,9,8,0.2437,0.3378,78.66
5BG,9,10,0.2301,0.3405,78.66
5BG,9,12,0.212,0.344,78.66
5BG,9,14,0.196,0.346,78.66
5BG,9,16,0.18,0.348,78.66
5BG,9,18,0.164,0.349,78.66
5BG,9,20,0.15,0.35,78.66
5BG,10,2,0.293,0.323,102.57
5BG,10,4,0.277,0.33,102.57
5BG,10,6,0.262,0.335,102.57
5BG,10,8,0.246,0.34,102.57
5BG,10,10,0.233,0.342,102.57
5BG,10,12,0.22,0.345,102.57
5BG,10,14,0.203,0.348,102.57
7.5BG,0.2,2,0.072,0.226,0.237
7.5BG,0.2,4,-0.016,0.181,0.237
7.5BG,0.4,2,0.173,0.275,0.467
7.5BG,0.4,4,0.051,0.22,0.467
7.5BG,0.4,6,-0.005,0.193,0.467
7.5BG,0.6,2,0.213,0.295,0.699
7.5BG,0.6,4,0.113,0.254,0.699
7.5BG,0.6,6,0.03,0.211,0.699
7.5BG,0.8,2,0.23,0.296,0.943
7.5BG,0.8,4,0.145,0.264,0.943
7.5BG,0.8,6,0.077,0.233,0.943
7.5BG,0.8,8,0.008,0.198,0.943
7.5BG,1,2,0.243,0.3023,1.21
7.5BG,1,4,0.1702,0.2768,1.21
7.5BG,1,6,0.1059,0.2485,1.21
7.5BG,1,8,0.05,0.218,1.21
7.5BG,2,2,0.2651,0.3098,3.126
7.5BG,2,4,0.2162,0.2981,3.126
7.5BG,2,6,0.1747,0.2853,3.126
7.5BG,2,8,0.1325,0.271,3.126
7.5BG,2,10,0.0991,0.2582,3.126
7.5BG,2,12,0.0724,0.2478,3.126
7.5BG,2,14,0.05,0.237,3.126
7.5BG,2,16,0.028,0.228,3.126
7.5BG,3,2,0.2699,0.312,6.55
7.5BG,3,4,0.2272,0.3041,6.55
7.5BG,3,6,0.1928,0.2958,6.55
7.5BG,3,8,0.162,0.2872,6.55
7.5BG,3,10,0.1326,0.2784,6.55
7.5BG,3,12,0.1086,0.2706,6.55
7.5BG,3,14,0.0874,0.2627,6.55
7.5BG,3,16,0.0691,0.2559,6.55
7.5BG,3,18,0.053,0.249,6.55
7.5BG,3,20,0.039,0.242,6.55
7.5BG,4,2,0.2764,0.3148,12
7.5BG,4,4,0.2429,0.3108,12
7.5BG,4,6,0.2113,0.3052,12
7.5BG,4,8,0.1815,0.2985,12
7.5BG,4,10,0.154,0.291,12
7.5BG,4,12,0.1298,0.284,12
7.5BG,4,14,0.1092,0.2774,12
7.5BG,4,16,0.0922,0.2718,12
7.5BG,4,18,0.0768,0.2667,12
7.5BG,4,20,0.065,0.262,12
7.5BG,4,22,0.054,0.258,12
7.5BG,4,24,0.045,0.255,12
7.5BG,5,2,0.2812,0.3161,19.77
7.5BG,5,4,0.255,0.315,19.77
7.5BG,5,6,0.2292,0.3125,19.77
7.5BG,5,8,0.203,0.3082,19.77
7.5BG,5,10,0.1776,0.3032,19.77
7.5BG,5,12,0.1537,0.2976,19.77
7.5BG,5,14,0.1364,0.2932,19.77
7.5BG,5,16,0.1167,0.288,19.77
7.5BG,5,18,0.0982,0.2828,19.77
7.5BG,5,20,0.083,0.278,19.77
7.5BG,5,22,0.071,0.274,19.77
7.5BG,5,24,0.062,0.27,19.77
7.5BG,5,26,0.055,0.268,19.77
7.5BG,6,2,0.2849,0.3172,30.03
7.5BG,6,4,0.2604,0.3169,30.03
7.5BG,6,6,0.2384,0.3155,30.03
7.5BG,6,8,0.2171,0.3138,30.03
7.5BG,6,10,0.1961,0.311,30.03
7.5BG,6,12,0.1762,0.3081,30.03
7.5BG,6,14,0.1585,0.3052,30.03
7.5BG,6,16,0.1408,0.3017,30.03
7.5BG,6,18,0.1248,0.2981,30.03
7.5BG,6,20,0.108,0.294,30.03
7.5BG,6,22,0.092,0.29,30.03
7.5BG,6,24,0.078,0.287,30.03
7.5BG,6,26,0.068,0.283,30.03
7.5BG,7,2,0.2878,0.3182,43.06
7.5BG,7,4,0.2671,0.3189,43.06
7.5BG,7,6,0.249,0.3186,43.06
7.5BG,7,8,0.2292,0.3178,43.06
7.5BG,7,10,0.2094,0.3165,43.06
7.5BG,7,12,0.1914,0.3148,43.06
7.5BG,7,14,0.1751,0.3129,43.06
7.5BG,7,16,0.1584,0.3101,43.06
7.5BG,7,18,0.1427,0.3076,43.06
7.5BG,7,20,0.13,0.305,43.06
7.5BG,7,22,0.114,0.302,43.06
7.5BG,7,24,0.102,0.3,43.06
7.5BG,7,26,0.094,0.298,43.06
7.5BG,8,2,0.29,0.3183,59.1
7.5BG,8,4,0.2718,0.32,59.1
7.5BG,8,6,0.2525,0.3198,59.1
7.5BG,8,8,0.2352,0.3198,59.1
7.5BG,8,10,0.2184,0.3196,59.1
7.5BG,8,12,0.201,0.3188,59.1
7.5BG,8,14,0.1868,0.3179,59.1
7.5BG,8,16,0.1721,0.3168,59.1
7.5BG,8,18,0.155,0.314,59.1
7.5BG,8,20,0.142,0.311,59.1
7.5BG,8,22,0.127,0.309,59.1
7.5BG,8,24,0.111,0.307,59.1
7.5BG,9,2,0.2911,0.3188,78.66
7.5BG,9,4,0.2728,0.3208,78.66
7.5BG,9,6,0.2543,0.322,78.66
7.5BG,9,8,0.2361,0.3225,78.66
7.5BG,9,10,0.2215,0.3226,78.66
7.5BG,9,12,0.203,0.323,78.66
7.5BG,9,14,0.187,0.323,78.66
7.5BG,9,16,0.17,0.323,78.66
7.5BG,9,18,0.156,0.322,78.66
7.5BG,10,2,0.293,0.318,102.57
7.5BG,10,4,0.273,0.32,102.57
7.5BG,10,6,0.256,0.321,102.57
7.5BG,10,8,0.238,0.322,102.57
7.5BG,10,10,0.224,0.322,102.57
7.5BG,10,12,0.209,0.322,102.57
10BG,0.2,2,0.085,0.195,0.237
10BG,0.2,4,0.015,0.148,0.237
10BG,0.4,2,0.169,0.249,0.467
10BG,0.4,4,0.074,0.187,0.467
10BG,0.4,6,0.032,0.149,0.467
10BG,0.6,2,0.206,0.276,0.699
10BG,0.6,4,0.116,0.221,0.699
10BG,0.6,6,0.052,0.176,0.699
10BG,0.8,2,0.223,0.28,0.943
10BG,0.8,4,0.146,0.237,0.943
10BG,0.8,6,0.086,0.199,0.943
10BG,0.8,8,0.033,0.164,0.943
10BG,1,2,0.2362,0.2882,1.21
10BG,1,4,0.1658,0.2496,1.21
10BG,1,6,0.1074,0.2129,1.21
10BG,1,8,0.06,0.18,1.21
10BG,2,2,0.2606,0.301,3.126
10BG,2,4,0.2096,0.279,3.126
10BG,2,6,0.1669,0.257,3.126
10BG,2,8,0.1258,0.2331,3.126
10BG,2,10,0.0929,0.2133,3.126
10BG,2,12,0.068,0.194,3.126
10BG,2,14,0.05,0.181,3.126
10BG,3,2,0.266,0.305,6.55
10BG,3,4,0.2221,0.2886,6.55
10BG,3,6,0.1861,0.2722,6.55
10BG,3,8,0.1551,0.2571,6.55
10BG,3,10,0.125,0.2411,6.55
10BG,3,12,0.1018,0.2281,6.55
10BG,3,14,0.0798,0.2151,6.55
10BG,3,16,0.065,0.206,6.55
10BG,3,18,0.053,0.199,6.55
10BG,4,2,0.274,0.3091,12
10BG,4,4,0.2384,0.2984,12
10BG,4,6,0.2065,0.2863,12
10BG,4,8,0.176,0.273,12
10BG,4,10,0.148,0.26,12
10BG,4,12,0.1248,0.2484,12
10BG,4,14,0.1033,0.2376,12
10BG,4,16,0.0888,0.2298,12
10BG,4,18,0.073,0.221,12
10BG,4,20,0.062,0.214,12
10BG,4,22,0.051,0.207,12
10BG,5,2,0.2796,0.3111,19.77
10BG,5,4,0.2512,0.304,19.77
10BG,5,6,0.2234,0.2952,19.77
10BG,5,8,0.197,0.286,19.77
10BG,5,10,0.1716,0.276,19.77
10BG,5,12,0.1485,0.2662,19.77
10BG,5,14,0.1308,0.2582,19.77
10BG,5,16,0.1108,0.2489,19.77
10BG,5,18,0.093,0.24,19.77
10BG,5,20,0.079,0.232,19.77
10BG,5,22,0.066,0.226,19.77
10BG,5,24,0.058,0.221,19.77
10BG,6,2,0.2837,0.3132,30.03
10BG,6,4,0.2578,0.3078,30.03
10BG,6,6,0.2335,0.3015,30.03
10BG,6,8,0.2116,0.295,30.03
10BG,6,10,0.1909,0.2881,30.03
10BG,6,12,0.1698,0.2802,30.03
10BG,6,14,0.1518,0.2729,30.03
10BG,6,16,0.1337,0.2651,30.03
10BG,6,18,0.1181,0.2581,30.03
10BG,6,20,0.101,0.251,30.03
10BG,6,22,0.086,0.244,30.03
10BG,6,24,0.072,0.237,30.03
10BG,7,2,0.2869,0.3143,43.06
10BG,7,4,0.2642,0.3109,43.06
10BG,7,6,0.2448,0.3069,43.06
10BG,7,8,0.2235,0.3014,43.06
10BG,7,10,0.2035,0.2956,43.06
10BG,7,12,0.1841,0.2892,43.06
10BG,7,14,0.1671,0.2832,43.06
10BG,7,16,0.1489,0.2768,43.06
10BG,7,18,0.134,0.271,43.06
10BG,7,20,0.122,0.266,43.06
10BG,7,22,0.108,0.26,43.06
10BG,7,24,0.094,0.253,43.06
10BG,8,2,0.2894,0.3152,59.1
10BG,8,4,0.2686,0.313,59.1
10BG,8,6,0.2489,0.3099,59.1
10BG,8,8,0.2302,0.3063,59.1
10BG,8,10,0.212,0.3025,59.1
10BG,8,12,0.1937,0.2978,59.1
10BG,8,14,0.1788,0.2936,59.1
10BG,8,16,0.161,0.288,59.1
10BG,8,18,0.145,0.282,59.1
10BG,8,20,0.133,0.278,59.1
10BG,8,22,0.118,0.273,59.1
10BG,9,2,0.2907,0.3159,78.66
10BG,9,4,0.27,0.314,78.66
10BG,9,6,0.2501,0.3118,78.66
10BG,9,8,0.232,0.31,78.66
10BG,9,10,0.214,0.306,78.66
10BG,9,12,0.196,0.304,78.66
10BG,9,14,0.18,0.301,78.66
10BG,9,16,0.162,0.298,78.66
10BG,9,18,0.147,0.294,78.66
10BG,10,2,0.293,0.315,102.57
10BG,10,4,0.27,0.313,102.57
10BG,10,6,0.251,0.311,102.57
10BG,10,8,0.234,0.31,102.57
10BG,10,10,0.219,0.308,102.57
10BG,10,12,0.203,0.305,102.57
