H,V,C,x,y,Y
2.5GY,8,6,0.369,0.423,59.1
2.5GY,8,8,0.3858,0.455,59.1
2.5GY,8,10,0.4021,0.4869,59.1
2.5GY,8,12,0.4154,0.5133,59.1
2.5GY,8,14,0.4261,0.5344,59.1
2.5GY,8,16,0.4327,0.5475,59.1
2.5GY,8,18,0.4371,0.5557,59.1
2.5GY,8,20,0.44,0.562,59.1
2.5GY,8,22,0.443,0.568,59.1
2.5GY,9,2,0.3321,0.3539,78.66
2.5GY,9,4,0.3499,0.3866,78.66
2.5GY,9,6,0.367,0.4178,78.66
2.5GY,9,8,0.3834,0.449,78.66
2.5GY,9,10,0.3973,0.4761,78.66
2.5GY,9,12,0.4108,0.5028,78.66
2.5GY,9,14,0.4212,0.5237,78.66
2.5GY,9,16,0.4288,0.5383,78.66
2.5GY,9,18,0.4354,0.5508,78.66
2.5GY,9,20,0.438,0.556,78.66
2.5GY,9,22,0.442,0.564,78.66
2.5GY,10,2,0.332,0.354,102.57
2.5GY,10,4,0.348,0.384,102.57
2.5GY,10,6,0.365,0.413,102.57
2.5GY,10,8,0.38,0.442,102.57
2.5GY,10,10,0.393,0.466,102.57
2.5GY,10,12,0.406,0.492,102.57
2.5GY,10,14,0.416,0.514,102.57
2.5GY,10,16,0.424,0.529,102.57
2.5GY,10,18,0.432,0.546,102.57
2.5GY,10,20,0.436,0.552,102.57
2.5GY,10,22,0.44,0.56,102.57
5GY,0.2,2,0.449,1.145,0.237
5GY,0.4,2,0.358,0.528,0.467
5GY,0.4,4,0.323,1.467,0.467
5GY,0.6,2,0.342,0.442,0.699
5GY,0.6,4,0.41,0.995,0.699
5GY,0.8,2,0.336,0.41,0.943
5GY,0.8,4,0.4,0.738,0.943
5GY,0.8,6,0.425,1.266,0.943
5GY,1,2,0.3359,0.3982,1.21
5GY,1,4,0.3765,0.5942,1.21
5GY,1,6,0.398,0.74,1.21
5GY,2,2,0.3309,0.3743,3.126
5GY,2,4,0.3582,0.465,3.126
5GY,2,6,0.3839,0.5748,3.126
5GY,2,8,0.409,0.71,3.126
5GY,2,10,0.418,0.825,3.126
5GY,3,2,0.3319,0.3729,6.55
5GY,3,4,0.3554,0.4429,6.55
5GY,3,6,0.375,0.5109,6.55
5GY,3,8,0.3924,0.5832,6.55
5GY,3,10,0.404,0.65,6.55
5GY,3,12,0.413,0.718,6.55
5GY,4,2,0.3312,0.3678,12
5GY,4,4,0.3538,0.4284,12
5GY,4,6,0.3718,0.4852,12
5GY,4,8,0.3868,0.5384,12
5GY,4,10,0.3983,0.585,12
5GY,4,12,0.407,0.619,12
5GY,4,14,0.415,0.659,12
5GY,5,2,0.3289,0.3612,19.77
5GY,5,4,0.3482,0.4097,19.77
5GY,5,6,0.3663,0.4614,19.77
5GY,5,8,0.3815,0.5093,19.77
5GY,5,10,0.3928,0.5485,19.77
5GY,5,12,0.4011,0.5802,19.77
5GY,5,14,0.407,0.604,19.77
5GY,5,16,0.41,0.626,19.77
5GY,6,2,0.3288,0.3592,30.03
5GY,6,4,0.3461,0.4008,30.03
5GY,6,6,0.3622,0.4438,30.03
5GY,6,8,0.3772,0.488,30.03
5GY,6,10,0.3891,0.5264,30.03
5GY,6,12,0.398,0.5564,30.03
5GY,6,14,0.4042,0.5788,30.03
5GY,6,16,0.409,0.594,30.03
5GY,6,18,0.413,0.607,30.03
5GY,7,2,0.3284,0.3559,43.06
5GY,7,4,0.3437,0.3929,43.06
5GY,7,6,0.3581,0.4291,43.06
5GY,7,8,0.3722,0.4669,43.06
5GY,7,10,0.3852,0.5051,43.06
5GY,7,12,0.3949,0.5367,43.06
5GY,7,14,0.4027,0.5615,43.06
5GY,7,16,0.4076,0.5783,43.06
5GY,7,18,0.41,0.589,43.06
5GY,7,20,0.413,0.601,43.06
5GY,8,2,0.3284,0.3542,59.1
5GY,8,4,0.3433,0.3872,59.1
5GY,8,6,0.3573,0.4214,59.1
5GY,8,8,0.3696,0.4542,59.1
5GY,8,10,0.3816,0.4879,59.1
5GY,8,12,0.3924,0.5199,59.1
5GY,8,14,0.4011,0.5468,59.1
5GY,8,16,0.4061,0.5641,59.1
5GY,8,18,0.4104,0.5785,59.1
5GY,8,20,0.4127,0.5855,59.1
5GY,8,22,0.415,0.595,59.1
5GY,9,2,0.3284,0.3534,78.66
5GY,9,4,0.3437,0.3861,78.66
5GY,9,6,0.3572,0.4179,78.66
5GY,9,8,0.3698,0.4497,78.66
5GY,9,10,0.381,0.4791,78.66
5GY,9,12,0.3911,0.5082,78.66
5GY,9,14,0.3993,0.5329,78.66
5GY,9,16,0.4058,0.5541,78.66
5GY,9,18,0.4108,0.5699,78.66
5GY,9,20,0.414,0.58,78.66
5GY,9,22,0.417,0.59,78.66
5GY,10,2,0.328,0.354,102.57
5GY,10,4,0.343,0.384,102.57
5GY,10,6,0.356,0.414,102.57
5GY,10,8,0.37,0.446,102.57
5GY,10,10,0.38,0.47,102.57
5GY,10,12,0.391,0.497,102.57
5GY,10,14,0.398,0.518,102.57
5GY,10,16,0.405,0.538,102.57
5GY,10,18,0.41,0.56,102.57
5GY,10,20,0.413,0.572,102.57
5GY,10,22,0.416,0.58,102.57
7.5GY,0.2,2,0.262,0.837,0.237
7.5GY,0.2,4,-0.078,2.16,0.237
7.5GY,0.4,2,0.312,0.482,0.467
7.5GY,0.4,4,0.128,1.141,0.467
7.5GY,0.6,2,0.315,0.42,0.699
7.5GY,0.6,4,0.274,0.792,0.699
7.5GY,0.6,6,-0.045,1.459,0.699
7.5GY,0.8,2,0.314,0.394,0.943
7.5GY,0.8,4,0.305,0.613,0.943
7.5GY,0.8,6,0.237,0.969,0.943
7.5GY,0.8,8,-0.119,1.632,0.943
7.5GY,1,2,0.3154,0.384,1.21
7.5GY,1,4,0.3133,0.538,1.21
7.5GY,1,6,0.29,0.706,1.21
7.5GY,1,8,0.235,0.944,1.21
7.5GY,2,2,0.3165,0.365,3.126
7.5GY,2,4,0.3248,0.4457,3.126
7.5GY,2,6,0.326,0.5379,3.126
7.5GY,2,8,0.316,0.6509,3.126
7.5GY,2,10,0.297,0.768,3.126
7.5GY,2,12,0.274,0.879,3.126
7.5GY,2,14,0.243,1.01,3.126
7.5GY,3,2,0.318,0.3644,6.55
7.5GY,3,4,0.327,0.4288,6.55
7.5GY,3,6,0.3333,0.4967,6.55
7.5GY,3,8,0.3341,0.57,6.55
7.5GY,3,10,0.3266,0.6448,6.55
7.5GY,3,12,0.315,0.72,6.55
7.5GY,3,14,0.3,0.793,6.55
7.5GY,4,2,0.3185,0.3604,12
7.5GY,4,4,0.3281,0.4157,12
7.5GY,4,6,0.3355,0.4739,12
7.5GY,4,8,0.34,0.5348,12
7.5GY,4,10,0.3395,0.5913,12
7.5GY,4,12,0.3348,0.6468,12
7.5GY,4,14,0.327,0.698,12
7.5GY,4,16,0.315,0.757,12
7.5GY,4,18,0.303,0.809,12
7.5GY,5,2,0.3188,0.356,19.77
7.5GY,5,4,0.3274,0.3994,19.77
7.5GY,5,6,0.3354,0.4483,19.77
7.5GY,5,8,0.3412,0.4976,19.77
7.5GY,5,10,0.3451,0.549,19.77
7.5GY,5,12,0.345,0.5949,19.77
7.5GY,5,14,0.3429,0.6335,19.77
7.5GY,5,16,0.341,0.666,19.77
7.5GY,5,18,0.339,0.697,19.77
7.5GY,5,20,0.333,0.733,19.77
7.5GY,6,2,0.3193,0.355,30.03
7.5GY,6,4,0.3275,0.3922,30.03
7.5GY,6,6,0.3351,0.4321,30.03
7.5GY,6,8,0.3418,0.4768,30.03
7.5GY,6,10,0.3463,0.5196,30.03
7.5GY,6,12,0.3488,0.5596,30.03
7.5GY,6,14,0.3498,0.5985,30.03
7.5GY,6,16,0.3498,0.6282,30.03
7.5GY,6,18,0.349,0.65,30.03
7.5GY,6,20,0.348,0.667,30.03
7.5GY,6,22,0.347,0.688,30.03
7.5GY,7,2,0.319,0.3516,43.06
7.5GY,7,4,0.3267,0.3848,43.06
7.5GY,7,6,0.3341,0.4191,43.06
7.5GY,7,8,0.3406,0.4558,43.06
7.5GY,7,10,0.3461,0.495,43.06
7.5GY,7,12,0.3502,0.5328,43.06
7.5GY,7,14,0.3532,0.57,43.06
7.5GY,7,16,0.3549,0.6,43.06
7.5GY,7,18,0.3555,0.6242,43.06
7.5GY,7,20,0.356,0.642,43.06
7.5GY,7,22,0.356,0.661,43.06
7.5GY,7,24,0.356,0.676,43.06
7.5GY,8,2,0.3194,0.3502,59.1
7.5GY,8,4,0.3266,0.3809,59.1
7.5GY,8,6,0.3339,0.4129,59.1
7.5GY,8,8,0.3408,0.4452,59.1
7.5GY,8,10,0.3463,0.4791,59.1
7.5GY,8,12,0.3511,0.5144,59.1
7.5GY,8,14,0.3546,0.549,59.1
7.5GY,8,16,0.3569,0.5798,59.1
7.5GY,8,18,0.3585,0.6063,59.1
7.5GY,8,20,0.3592,0.6235,59.1
7.5GY,8,22,0.36,0.645,59.1
7.5GY,8,24,0.36,0.66,59.1
7.5GY,8,26,0.361,0.679,59.1
7.5GY,8,28,0.361,0.696,59.1
7.5GY,9,2,0.3198,0.35,78.66
7.5GY,9,4,0.3274,0.3793,78.66
7.5GY,9,6,0.3351,0.4111,78.66
7.5GY,9,8,0.3414,0.4415,78.66
7.5GY,9,10,0.3471,0.4735,78.66
7.5GY,9,12,0.3518,0.5042,78.66
7.5GY,9,14,0.3551,0.5339,78.66
7.5GY,9,16,0.3581,0.5654,78.66
7.5GY,9,18,0.3602,0.592,78.66
7.5GY,9,20,0.361,0.614,78.66
7.5GY,9,22,0.362,0.638,78.66
7.5GY,9,24,0.36,0.657,78.66
7.5GY,9,26,0.36,0.682,78.66
7.5GY,9,28,0.36,0.707,78.66
7.5GY,10,2,0.32,0.351,102.57
7.5GY,10,4,0.327,0.378,102.57
7.5GY,10,6,0.334,0.41,102.57
7.5GY,10,8,0.342,0.439,102.57
7.5GY,10,10,0.347,0.47,102.57
7.5GY,10,12,0.351,0.493,102.57
7.5GY,10,14,0.354,0.518,102.57
7.5GY,10,16,0.357,0.545,102.57
7.5GY,10,18,0.36,0.571,102.57
7.5GY,10,20,0.361,0.592,102.57
7.5GY,10,22,0.36,0.608,102.57
10GY,0.2,2,0.185,0.676,0.237
10GY,0.2,4,-0.257,1.233,0.237
10GY,0.4,2,0.277,0.445,0.467
10GY,0.4,4,0.041,0.906,0.467
10GY,0.6,2,0.292,0.399,0.699
10GY,0.6,4,0.208,0.652,0.699
10GY,0.6,6,-0.128,1.125,0.699
10GY,0.8,2,0.298,0.381,0.943
10GY,0.8,4,0.254,0.537,0.943
10GY,0.8,6,0.15,0.791,0.943
10GY,0.8,8,-0.156,1.22,0.943
10GY,1,2,0.3006,0.372,1.21
10GY,1,4,0.2722,0.4903,1.21
10GY,1,6,0.2232,0.6392,1.21
10GY,1,8,0.11,0.883,1.21
10GY,1,10,-0.013,1.065,1.21
10GY,2,2,0.3069,0.358,3.126
10GY,2,4,0.2986,0.424,3.126
10GY,2,6,0.2852,0.4972,3.126
10GY,2,8,0.2628,0.5837,3.126
10GY,2,10,0.2307,0.6814,3.126
10GY,2,12,0.1907,0.7798,3.126
10GY,2,14,0.141,0.876,3.126
10GY,2,16,0.061,0.998,3.126
10GY,2,18,-0.03,1.11,3.126
10GY,3,2,0.3088,0.3578,6.55
10GY,3,4,0.3053,0.4123,6.55
10GY,3,6,0.2992,0.4717,6.55
10GY,3,8,0.2887,0.5361,6.55
10GY,3,10,0.2724,0.6026,6.55
10GY,3,12,0.2531,0.67,6.55
10GY,3,14,0.2283,0.7423,6.55
10GY,3,16,0.202,0.807,6.55
10GY,3,18,0.168,0.88,6.55
10GY,3,20,0.13,0.948,6.55
10GY,3,22,0.089,1.014,6.55
10GY,3,24,0.046,1.078,6.55
10GY,4,2,0.3109,0.355,12
10GY,4,4,0.31,0.4018,12
10GY,4,6,0.3069,0.455,12
10GY,4,8,0.3008,0.5095,12
10GY,4,10,0.2908,0.5672,12
10GY,4,12,0.2758,0.6282,12
10GY,4,14,0.259,0.6858,12
10GY,4,16,0.2422,0.736,12
10GY,4,18,0.221,0.793,12
10GY,4,20,0.192,0.86,12
10GY,4,22,0.165,0.917,12
10GY,4,24,0.142,0.964,12
10GY,4,26,0.106,1.028,12
10GY,4,28,0.058,1.1,12
10GY,5,2,0.311,0.3508,19.77
10GY,5,4,0.3111,0.3881,19.77
10GY,5,6,0.3108,0.4301,19.77
10GY,5,8,0.308,0.4759,19.77
10GY,5,10,0.3028,0.5237,19.77
10GY,5,12,0.294,0.5751,19.77
10GY,5,14,0.2838,0.6208,19.77
10GY,5,16,0.2702,0.67,19.77
10GY,5,18,0.2549,0.7179,19.77
10GY,5,20,0.237,0.767,19.77
10GY,5,22,0.221,0.808,19.77
10GY,5,24,0.202,0.852,19.77
10GY,5,26,0.179,0.898,19.77
10GY,5,28,0.154,0.949,19.77
10GY,5,30,0.125,1,19.77
10GY,5,32,0.097,1.048,19.77
10GY,6,2,0.3112,0.3496,30.03
10GY,6,4,0.3124,0.3822,30.03
10GY,6,6,0.3128,0.4175,30.03
10GY,6,8,0.3116,0.4563,30.03
10GY,6,10,0.3086,0.4949,30.03
10GY,6,12,0.3037,0.5358,30.03
10GY,6,14,0.2962,0.5802,30.03
10GY,6,16,0.2872,0.6199,30.03
10GY,6,18,0.2763,0.6616,30.03
10GY,6,20,0.2648,0.7004,30.03
10GY,6,22,0.253,0.738,30.03
10GY,6,24,0.238,0.782,30.03
10GY,6,26,0.225,0.82,30.03
10GY,6,28,0.208,0.863,30.03
10GY,6,30,0.188,0.905,30.03
10GY,6,32,0.171,0.939,30.03
10GY,7,2,0.3117,0.3469,43.06
10GY,7,4,0.3133,0.3764,43.06
10GY,7,6,0.3142,0.4058,43.06
10GY,7,8,0.314,0.4387,43.06
10GY,7,10,0.3123,0.4732,43.06
10GY,7,12,0.3092,0.5095,43.06
10GY,7,14,0.3047,0.5458,43.06
10GY,7,16,0.2981,0.5835,43.06
10GY,7,18,0.2905,0.6186,43.06
10GY,7,20,0.2816,0.6563,43.06
10GY,7,22,0.2728,0.6893,43.06
10GY,7,24,0.262,0.727,43.06
10GY,7,26,0.252,0.758,43.06
10GY,7,28,0.242,0.79,43.06
10GY,7,30,0.233,0.819,43.06
10GY,7,32,0.224,0.851,43.06
10GY,8,2,0.3121,0.3459,59.1
10GY,8,4,0.314,0.3727,59.1
10GY,8,6,0.315,0.4014,59.1
10GY,8,8,0.3149,0.4284,59.1
10GY,8,10,0.314,0.4601,59.1
10GY,8,12,0.3124,0.4926,59.1
10GY,8,14,0.3091,0.5247,59.1
10GY,8,16,0.3043,0.5578,59.1
10GY,8,18,0.2987,0.5919,59.1
10GY,8,20,0.2918,0.6255,59.1
10GY,8,22,0.2846,0.6564,59.1
10GY,8,24,0.2781,0.684,59.1
10GY,8,26,0.271,0.702,59.1
10GY,8,28,0.262,0.726,59.1
10GY,8,30,0.252,0.752,59.1
10GY,8,32,0.24,0.784,59.1
10GY,9,2,0.3124,0.3454,78.66
10GY,9,4,0.3144,0.3711,78.66
10GY,9,6,0.3153,0.4008,78.66
10GY,9,8,0.3157,0.4259,78.66
10GY,9,10,0.3155,0.4558,78.66
10GY,9,12,0.3139,0.4829,78.66
10GY,9,14,0.3115,0.5129,78.66
10GY,9,16,0.3079,0.544,78.66
10GY,9,18,0.3032,0.5748,78.66
10GY,9,20,0.298,0.602,78.66
10GY,9,22,0.292,0.627,78.66
10GY,9,24,0.284,0.653,78.66
10GY,9,26,0.277,0.681,78.66
10GY,9,28,0.268,0.707,78.66
10GY,10,2,0.312,0.346,102.57
10GY,10,4,0.314,0.37,102.57
10GY,10,6,0.314,0.4,102.57
10GY,10,8,0.314,0.423,102.57
10GY,10,10,0.314,0.454,102.57
10GY,10,12,0.314,0.474,102.57
10GY,10,14,0.313,0.5,102.57
10GY,10,16,0.31,0.527,102.57
10GY,10,18,0.307,0.556,102.57
10GY,10,20,0.303,0.58,102.57
10GY,10,22,0.299,0.6,102.57
